distance,city,state,zip,flood_risk
1791.152487715352,Shah Alam,Selangor,40460,0
765.6809017187577,Kuching,Sarawak,93150,0
181.9424066769301,Kuala Lumpur,Kuala Lumpur,59100,1
369.36169356431634,Kuala Lumpur,Kuala Lumpur,50450,1
2264.8707680506886,Shah Alam,Selangor,40000,0
2514.7214044794714,Johor Bahru,Johor,81100,0
0.0,Petaling Jaya,Selangor,46100,1
1215.9190704985083,Puchong,Selangor,47100,0
1575.100725952009,Cheras,Selangor,43200,0
709.7379672993625,Johor Bahru,Johor,81100,0
1567.7604697744002,Ipoh,Perak,30010,0
2101.809134946018,Johor Bahru,Johor,81100,0
1406.5646746347147,Johor Bahru,Johor,81200,0
1025.5664961783689,Kuala Lumpur,Kuala Lumpur,50470,0
1184.6564082666098,Ipoh,Perak,30450,0
500.25921012097416,Klang,Selangor,41050,0
243.1252308721263,Petaling Jaya,Selangor,47301,1
196.0090258542604,Kuala Lumpur,Kuala Lumpur,51200,1
1562.5215512549812,Kota Tinggi,Johor,81900,0
2593.708315186581,Petaling Jaya,Selangor,47610,0
0.0,Kuala Lumpur,Kuala Lumpur,50200,1
2353.4913575377423,Johor Bahru,Johor,81100,0
267.0529812116571,Petaling Jaya,Selangor,46200,1
364.973607196321,Seremban,Negeri Sembilan,70000,1
847.0424040027273,Perai,Penang,13600,0
903.0996611597178,Kuala Lumpur,Kuala Lumpur,51000,0
1432.637445854913,Kuala Lumpur,Kuala Lumpur,55100,0
962.4817628442404,Johor Bahru,Johor,81100,0
899.4307208420399,Kuala Lumpur,Kuala Lumpur,51200,0
714.1112346350324,Kuala Lumpur,Kuala Lumpur,60000,0
1441.781714124392,Klang,Selangor,42100,0
382.8047038179376,Alor Setar,Kedah,5050,1
116.84002264724946,Georgetown,Penang,10350,1
328.154688402874,Klang,Selangor,41150,1
184.1022122219544,Kuala Lumpur,Kuala Lumpur,50300,1
429.51784535977714,Kuala Lumpur,Kuala Lumpur,50000,1
976.1671826967214,Klang,Selangor,41100,0
1270.5416673780117,Kuala Lumpur,Kuala Lumpur,52100,0
3054.660682286288,Petaling Jaya,Selangor,47301,0
366.8102816574833,Kuala Lumpur,Kuala Lumpur,50470,1
1389.4445400906404,Johor Bahru,Johor,81200,0
1664.7173533597374,Puchong,Selangor,47100,0
1868.0507067386388,Ipoh,Perak,30010,0
189.02156207826303,Limbang,Sarawak,98700,1
584.1903968626548,Taiping,Perak,34000,0
1796.5139213847458,Johor Bahru,Johor,80350,0
1646.3210937129602,Ipoh,Perak,30300,0
812.2410709545194,Klang,Selangor,41150,0
1165.9596620217906,Subang Jaya,Selangor,46150,0
506.9126923605896,Ipoh,Perak,31400,0
53.34292337813133,Kuala Terengganu,Terengganu,20200,1
214.5774264975726,Kuala Lumpur,Kuala Lumpur,50350,1
170.4442522409658,Kuala Lumpur,Kuala Lumpur,59100,1
1204.0734001228589,Kuala Lumpur,Kuala Lumpur,51200,0
262.86652721780973,Kuala Lumpur,Kuala Lumpur,55100,1
1762.836171750431,Kuala Lumpur,Kuala Lumpur,53300,0
793.0393506438462,Petaling Jaya,Selangor,46000,0
466.51517377770153,Kuala Lumpur,Kuala Lumpur,55000,1
1567.7604697744002,Ipoh,Perak,30010,0
2674.9624431666853,Subang Jaya,Selangor,47620,0
520.1424264210393,Kuala Lumpur,Kuala Lumpur,50470,0
146.0023168099149,Petaling Jaya,Selangor,46200,1
705.8052346827783,Seremban,Negeri Sembilan,70400,0
1656.6849474179385,Petaling Jaya,Selangor,46300,0
762.9759509650384,Ipoh,Perak,31400,0
245.7478057775737,Kuala Lumpur,Kuala Lumpur,50100,1
854.046994406732,Johor Bahru,Johor,80350,0
721.0823227866802,Kuala Lumpur,Kuala Lumpur,60000,0
1090.092056348359,Petaling Jaya,Selangor,47301,0
1865.588406204937,Temerloh,Pahang,28000,0
213.68657658880937,Kuala Lumpur,Kuala Lumpur,50200,1
0.0,Petaling Jaya,Selangor,47500,1
1233.737424183613,Klang,Selangor,41400,0
379.6955239701808,Kuala Lumpur,Kuala Lumpur,56000,1
217.2811556893505,Kuala Lumpur,Kuala Lumpur,50150,1
201.35029964489863,Sepang,Selangor,43900,1
455.9100332294836,Kuching,Sarawak,93400,1
371.1080271650324,Kuching,Sarawak,93100,1
2215.437999360196,Kajang,Selangor,43000,0
0.0,Kuching,Sarawak,93150,1
1926.2860475697607,Ipoh,Perak,30300,0
22182.962824051472,Kota Tinggi,Johor,81900,0
2786.7642297814937,Subang Jaya,Selangor,47620,0
1485.2473853703727,Petaling Jaya,Selangor,46150,0
419.7053985208255,Kuala Lumpur,Kuala Lumpur,54100,1
55.86183326866704,Petaling Jaya,Selangor,46200,1
1439.4789151973257,Kuala Lumpur,Kuala Lumpur,55100,0
1414.142391103936,Kuala Lumpur,Kuala Lumpur,52200,0
2719.304432747624,Subang Jaya,Selangor,47620,0
105.73526474319884,Kuching,Sarawak,93200,1
639.2611925065598,Kuala Lumpur,Kuala Lumpur,50470,0
553.3586919682855,Kuala Lumpur,Kuala Lumpur,56000,0
232.38117917043647,Kuala Lumpur,Kuala Lumpur,50350,1
353.8226759655297,Kuala Lumpur,Kuala Lumpur,50300,1
1573.2427068524137,Kota Kinabalu,Sabah,88000,0
580.2334440378208,Kuching,Sarawak,93450,0
483.4037480222692,Kuala Lumpur,Kuala Lumpur,50150,1
419.7053985208255,Kuala Lumpur,Kuala Lumpur,54100,1
441.22068665070657,Kuching,Sarawak,93350,1
1259.8645100402491,Kuala Lumpur,Kuala Lumpur,53300,0
656.8220045181135,Klang,Selangor,41000,0
983.8659088954388,Klang,Selangor,41400,0
406.1056181058304,Kuala Lumpur,Kuala Lumpur,53200,1
148.68839226742645,Sibu,Sarawak,96000,1
686.7677951481849,Ipoh,Perak,30010,0
356.26791671903413,Kuantan,Pahang,25000,1
1610.742508843396,Johor Bahru,Johor,81100,0
1027.1896648360832,Johor Bahru,Johor,80250,0
2041.0409635712315,Johor Bahru,Johor,81300,0
267.69606144165925,Johor Bahru,Johor,81100,1
922.90108666016,Perai,Penang,13700,0
681.8647114122302,Kuala Lumpur,Kuala Lumpur,55100,0
440.0343489216392,Johor Bahru,Johor,80000,1
1765.158455702555,Kuala Lumpur,Kuala Lumpur,58200,0
1286.1941835258026,Kuala Lumpur,Kuala Lumpur,55200,0
2923.770108664987,Ipoh,Perak,31400,0
1440.73319064136,Kuala Lumpur,Kuala Lumpur,57100,0
1061.4102109197047,Petaling Jaya,Selangor,46050,0
1649.963964073752,Petaling Jaya,Selangor,46050,0
1208.187727990078,Johor Bahru,Johor,81100,0
184.30266972968136,Seri Kembangan,Selangor,43300,1
489.52782904380206,Kuala Lumpur,Kuala Lumpur,68100,1
190.4260550404546,Miri,Sarawak,98000,1
383.4670809616673,Miri,Sarawak,98000,1
169.71773939701802,Johor Bahru,Johor,81100,1
1267.2715581684524,Johor Bahru,Johor,80400,0
461.888953712645,Kuantan,Pahang,25100,1
403.4235534951816,Ipoh,Perak,31400,1
1210.145731605589,Kuala Lumpur,Kuala Lumpur,53000,0
1040.968496411468,Kajang,Selangor,43000,0
1358.5164234094811,Kuala Lumpur,Kuala Lumpur,55200,0
1008.4830009307708,Puchong,Selangor,47100,0
1799.4722811475715,Petaling Jaya,Selangor,47301,0
1811.3571903304544,Kuala Lumpur,Kuala Lumpur,56100,0
721.0487117023271,Melaka,Melaka,75300,0
1277.0587127660872,Kuala Lumpur,Kuala Lumpur,56100,0
606.5613745987719,Johor Bahru,Johor,81100,0
1806.261806295322,Kuala Lumpur,Kuala Lumpur,50480,0
62.30420789066097,Perai,Penang,13700,1
380.0452399789853,Ipoh,Perak,31650,1
76.975933198951,Kuala Lumpur,Kuala Lumpur,50400,1
2403.675487043851,Kota Bharu,Kelantan,15000,0
1188.2894237087316,Mlk,Melaka,76400,0
237.96035625897147,Klang,Selangor,41300,1
1353.236763844776,Johor Bahru,Johor,81200,0
1413.4581568555786,Seremban,Negeri Sembilan,70100,0
1519.5035350224505,Petaling Jaya,Selangor,46000,0
991.9236799696164,Petaling Jaya,Selangor,46400,0
486.0048405079849,Petaling Jaya,Selangor,46100,1
1683.7018074962195,Kuala Lumpur,Kuala Lumpur,50480,0
126.13764229814872,Kuala Lumpur,Kuala Lumpur,50100,1
289.6989330952846,Kuala Lumpur,Kuala Lumpur,56000,1
1498.3896231255908,Kota Kinabalu,Sabah,88000,0
1277.0587127660872,Kuala Lumpur,Kuala Lumpur,56100,0
1275.184772664409,Kuala Lumpur,Kuala Lumpur,52200,0
2926.1276386488043,Petaling Jaya,Selangor,47620,0
2237.9151215813777,Ipoh,Perak,30250,0
886.3346642438673,Petaling Jaya,Selangor,46000,0
1469.1387566206754,Kuala Lumpur,Kuala Lumpur,58200,0
1587.380451530987,Kuala Lumpur,Kuala Lumpur,56100,0
267.69606144165925,Johor Bahru,Johor,81100,1
1286.1941835258026,Kuala Lumpur,Kuala Lumpur,55200,0
1382.4900255524346,Johor Bahru,Johor,81200,0
656.8220045181135,Klang,Selangor,41000,0
548.6792429489658,Puchong,Selangor,47100,0
507.9330042548892,Perai,Penang,13700,0
902.644010630184,Kuala Lumpur,Kuala Lumpur,55100,0
542.3738343578876,Johor Bahru,Johor,80000,0
1413.4581568555786,Seremban,Negeri Sembilan,70100,0
411.92697749302783,Kuching,Sarawak,93250,1
700.5027199922471,Ipoh,Perak,30300,0
586.7080585313931,Johor Bahru,Johor,80000,0
366.8102816574833,Kuala Lumpur,Kuala Lumpur,50470,1
2839.333308404411,Petaling Jaya,Selangor,47810,0
1051.72159291027,Kuala Lumpur,Kuala Lumpur,56000,0
196.0090258542604,Kuala Lumpur,Kuala Lumpur,51200,1
184.1022122219544,Kuala Lumpur,Kuala Lumpur,50300,1
0.0,Kuala Lumpur,Kuala Lumpur,50350,1
1580.210008789113,Kuala Lumpur,Kuala Lumpur,58200,0
954.2148781534412,Ipoh,Perak,31350,0
556.8152491282215,Kuala Lumpur,Kuala Lumpur,60000,0
635.1258468502831,Ipoh,Perak,31400,0
685.8539715736259,Klang,Selangor,53100,0
587.8381838589501,Alor Setar,Kedah,5100,0
1044.9202232117902,Klang,Selangor,41200,0
1040.6627171562725,Kuala Lumpur,Kuala Lumpur,52100,0
2739.61952728339,Shah Alam,Selangor,40100,0
1567.7604697744002,Ipoh,Perak,30010,0
469.8327658103372,Kajang,Selangor,43000,1
1712.181766676886,Subang Jaya,Selangor,47610,0
371.1080271650324,Kuching,Sarawak,93100,1
954.2148781534412,Ipoh,Perak,31350,0
514.2095094022494,Johor Bahru,Johor,81100,0
1085.8152681682798,Johor Bahru,Johor,81300,0
641.7100833792032,Johor Bahru,Johor,80300,0
267.69606144165925,Johor Bahru,Johor,81100,1
984.7463479752944,Johor Bahru,Johor,81200,0
1320.631566312862,Johor Bahru,Johor,81200,0
292.7719378312854,Petaling Jaya,Selangor,47400,1
2109.193194120573,Johor Bahru,Johor,81300,0
55.86183326866704,Petaling Jaya,Selangor,46200,1
2281.363924080816,Subang Jaya,Selangor,47610,0
170.4239650204186,Petaling Jaya,Selangor,46040,1
1382.4900255524346,Johor Bahru,Johor,81200,0
616.1709267885323,Klang,Selangor,42000,0
1520.144092396916,Seremban,Negeri Sembilan,70450,0
953.3151390981462,Sungai Petani,Kedah,8000,0
309.51398726772027,Johor Bahru,Johor,81100,1
1260.9722445253724,Ipoh,Perak,30020,0
2135.7066833992085,Kajang,Selangor,43000,0
1027.1896648360832,Johor Bahru,Johor,80250,0
429.51784535977714,Kuala Lumpur,Kuala Lumpur,50000,1
542.3738343578876,Johor Bahru,Johor,80000,0
538.3192765076564,Bayan Lepas,Penang,11900,0
1487.6221912669012,Petaling Jaya,Selangor,47400,0
4423.923694798833,Johor Bahru,Johor,81750,0
146.0023168099149,Petaling Jaya,Selangor,46200,1
269.5687422766618,Kuala Lumpur,Kuala Lumpur,51200,1
2002.7897354995305,Johor Bahru,Johor,81200,0
476.8594678042225,Petaling Jaya,Selangor,47301,1
120.28652523726572,Petaling Jaya,Selangor,46200,1
2600.511506052681,Johor Bahru,Johor,81100,0
1383.884098863428,Petaling Jaya,Selangor,46400,0
1520.144092396916,Seremban,Negeri Sembilan,70450,0
225.29687248115343,Teluk Intan,Perak,36000,1
1486.659659688362,Kuala Lumpur,Kuala Lumpur,50050,0
503.8113962553187,Kuala Lumpur,Kuala Lumpur,50300,0
1188.2894237087316,Mlk,Melaka,76400,0
850.5431159508483,Batu Caves,Selangor,68100,0
76.975933198951,Kuala Lumpur,Kuala Lumpur,50050,1
141.58843851901574,Lintang Angsana,Selangor,11500,1
751.2935338803175,Kuala Lumpur,Kuala Lumpur,51200,0
1044.9202232117902,Klang,Selangor,41200,0
1198.1650279523053,Petaling Jaya,Selangor,47800,0
1286.1941835258026,Kuala Lumpur,Kuala Lumpur,55200,0
1596.4099514572176,Ipoh,Perak,30300,0
579.0804869627192,Klang,Selangor,41000,0
429.51784535977714,Kuala Lumpur,Kuala Lumpur,50000,1
1358.9953546300392,Klang,Selangor,42100,0
562.6227983744477,Johor Bahru,Johor,80000,0
440.0343489216392,Johor Bahru,Johor,80000,1
370.4202521978357,Ipoh,Perak,31300,1
0.0,Kuching,Sarawak,93400,1
1270.623669479205,Kuala Lumpur,Kuala Lumpur,53300,0
611.5219663637872,Seremban,Negeri Sembilan,70000,0
1163.258707598288,Johor Bahru,Johor,81100,0
1030.8121552970847,Seremban,Negeri Sembilan,70100,0
1618.9113021167427,Johor Bahru,Johor,81100,0
254.8611369302442,Seremban,Negeri Sembilan,70000,1
1286.1941835258026,Kuala Lumpur,Kuala Lumpur,55200,0
796.7250248653133,Kuala Lumpur,Kuala Lumpur,50450,0
2414.958039458644,Kota Bharu,Kelantan,15000,0
1599.6033742970726,Johor Bahru,Johor,81100,0
914.1726417005264,Klang,Selangor,41300,0
722.0630500993951,Kuala Lumpur,Kuala Lumpur,55200,0
339.9637754155882,Kuching,Sarawak,93300,1
134.516720505778,Kuala Lumpur,Kuala Lumpur,56100,1
1806.261806295322,Kuala Lumpur,Kuala Lumpur,50480,0
1530.909623599421,Johor Bahru,Johor,81100,0
489.02594466653954,Klang,Selangor,41000,1
553.6834157496247,Kuala Lumpur,Kuala Lumpur,53200,0
104.5039822611221,Petaling Jaya,Selangor,47400,1
129.3995550545443,Perai,Penang,13700,1
419.7053985208255,Kuala Lumpur,Kuala Lumpur,54100,1
1286.1941835258026,Kuala Lumpur,Kuala Lumpur,55200,0
1246.5859049598023,Kuala Lumpur,Kuala Lumpur,55100,0
904.6570925100868,Johor Bahru,Johor,80200,0
1264.5998344985055,Kuala Lumpur,Kuala Lumpur,52100,0
806.2662081902865,Petaling Jaya,Selangor,47301,0
549.5052903257679,Kuala Lumpur,Kuala Lumpur,50480,0
2002.7897354995305,Johor Bahru,Johor,81200,0
1105.4076700921703,Kuala Lumpur,Kuala Lumpur,53200,0
933.251596632496,Kuala Lumpur,Kuala Lumpur,58000,0
3272.5507280116776,Johor Bahru,Johor,79100,0
366.8102816574833,Kuala Lumpur,Kuala Lumpur,50470,1
566.589730171668,Melaka,Melaka,75050,0
181.9424066769301,Kuala Lumpur,Kuala Lumpur,59100,1
801.6487625979476,Klang,Selangor,42000,0
1771.826681597467,Kuala Lumpur,Kuala Lumpur,57100,0
1039.1512037528116,Batu Caves,Selangor,68100,0
925.1118909006344,Klang,Selangor,41100,0
4083.785250948831,Subang Jaya,Selangor,47500,0
379.2079148787194,Johor Bahru,Johor,81100,1
563.9804100254437,Seremban,Negeri Sembilan,70000,0
1387.702045475558,Seremban,Negeri Sembilan,70100,0
1120.8420799325484,Seremban,Negeri Sembilan,70300,0
366.8102816574833,Kuala Lumpur,Kuala Lumpur,50470,1
766.5373588864868,Ipoh,Perak,30200,0
621.7996107212005,Kajang,Selangor,43000,0
929.3135897282092,Kuala Lumpur,Kuala Lumpur,51200,0
1445.3567259053473,Ipoh,Perak,30200,0
427.4126777860662,Kuala Lumpur,Kuala Lumpur,55000,1
3002.4431336919333,Klang,Selangor,42000,0
2442.681179125068,Johor Bahru,Johor,81100,0
594.1581582267407,Johor Bahru,Johor,80000,0
419.7053985208255,Kuala Lumpur,Kuala Lumpur,54100,1
580.2334440378208,Kuching,Sarawak,93450,0
1567.7604697744002,Ipoh,Perak,30010,0
500.2032218763907,Johor Bahru,Johor,80000,0
5271.423633083766,Lumut,Perak,32000,0
462.6763073614719,Johor Bahru,Johor,80250,1
182.406319042514,Johor Bahru,Johor,81100,1
371.1080271650324,Kuching,Sarawak,93100,1
553.3586919682855,Kuala Lumpur,Kuala Lumpur,56000,0
1025.5664961783689,Kuala Lumpur,Kuala Lumpur,50470,0
133.68544831678645,Johor Bahru,Johor,81200,1
337.86067330454455,Sungai Buloh,Selangor,47000,1
1371.103593424558,Petaling Jaya,Selangor,46300,0
288.2715665599914,Johor Bahru,Johor,81200,1
1095.1588069081106,Penang,Penang,11200,0
866.2852887260792,Klang,Selangor,53300,0
1363.3107753251254,Ipoh,Perak,31400,0
27.00001650848456,Kajang,Selangor,43000,1
1413.4581568555786,Seremban,Negeri Sembilan,70100,0
472.8268220665131,Klang,Selangor,41400,1
741.9857985765088,Kuala Lumpur,Kuala Lumpur,50470,0
355.43854651246994,Puchong,Selangor,47100,1
1101.375412120486,Klang,Selangor,53300,0
587.3831688997113,Johor Bahru,Johor,81100,0
687.4356808466003,Kuala Lumpur,Kuala Lumpur,51200,0
1599.6033742970726,Johor Bahru,Johor,81100,0
246.1778857651032,Kuala Lumpur,Kuala Lumpur,51200,1
942.650138749408,Johor Bahru,Johor,81200,0
459.4404158035969,Petaling Jaya,Selangor,47800,1
494.5343676364404,Kuala Lumpur,Kuala Lumpur,52000,1
1947.476449379006,Puchong,Selangor,47100,0
341.64906103121893,Ampang,Selangor,68000,1
369.36169356431634,Kuala Lumpur,Kuala Lumpur,50450,1
1610.742508843396,Johor Bahru,Johor,81100,0
338.04896339802326,Kuala Lumpur,Kuala Lumpur,51000,1
198.0764685437857,Kuala Lumpur,Kuala Lumpur,50100,1
1679.4132569542464,Kuala Lumpur,Kuala Lumpur,56100,0
433.1103526047584,Kuala Lumpur,Kuala Lumpur,50000,1
371.1080271650324,Kuching,Sarawak,93100,1
2182.4906417850634,Kulim,Kedah,9000,0
451.6162608806201,Jalan Hang Tuah,Melaka,75300,1
2506.2011701066426,Puchong,Selangor,47100,0
779.1063670495237,Kuala Lumpur,Kuala Lumpur,53200,0
1505.5949262973925,Kubang Semang,Penang,14400,0
1183.5566781059442,Ipoh,Perak,31350,0
1054.2088451452005,Petaling Jaya,Selangor,47301,0
48.66134684295177,Kuala Lumpur,Kuala Lumpur,50450,1
0.0,Kuching,Sarawak,93400,1
472.2845247703142,Kuala Lumpur,Kuala Lumpur,50000,1
49.68736995483607,Kuala Lumpur,Kuala Lumpur,51200,1
2501.965009638709,Johor Bahru,Johor,81300,0
684.6606506169089,Ipoh,Perak,30100,0
697.4619863639105,Klang,Selangor,53100,0
1762.836171750431,Kuala Lumpur,Kuala Lumpur,53300,0
1124.9453748460148,Johor Bahru,Johor,80400,0
336.8877244031253,Kuala Lumpur,Kuala Lumpur,50400,1
1194.906233097366,Johor Bahru,Johor,81200,0
1580.210008789113,Kuala Lumpur,Kuala Lumpur,58200,0
2032.8173053790613,Kuala Lumpur,Kuala Lumpur,56000,0
133.68544831678645,Johor Bahru,Johor,81200,1
335.78908918052474,Kuala Lumpur,Kuala Lumpur,54200,1
2146.620913428364,Kuala Lumpur,Kuala Lumpur,55200,0
246.1778857651032,Kuala Lumpur,Kuala Lumpur,51200,1
1033.339567412629,Kuala Lumpur,Kuala Lumpur,68100,0
1534.1676690252973,Petaling Jaya,Selangor,46050,0
451.9461882652306,Petaling Jaya,Selangor,46200,1
1657.9725394402749,Ipoh,Perak,30010,0
146.0023168099149,Petaling Jaya,Selangor,46200,1
661.7514189445758,Johor Bahru,Johor,81200,0
105.7631105997586,Kuala Lumpur,Kuala Lumpur,51200,1
2926.1276386488043,Petaling Jaya,Selangor,47620,0
267.69606144165925,Johor Bahru,Johor,81100,1
587.3831688997113,Johor Bahru,Johor,81100,0
1628.5297965215063,Kuala Lumpur,Kuala Lumpur,52100,0
514.2095094022494,Johor Bahru,Johor,81100,0
1294.7633385885752,Petaling Jaya,Selangor,47500,0
1184.6564082666098,Ipoh,Perak,30450,0
715.4084438657386,Petaling Jaya,Selangor,46000,0
217.5114873030641,Kuala Lumpur,Kuala Lumpur,50400,1
142.15736043470045,Johor Bahru,Johor,81100,1
685.8539715736259,Klang,Selangor,53100,0
1679.4132569542464,Kuala Lumpur,Kuala Lumpur,56100,0
243.06988338816723,Johor Bahru,Johor,81100,1
292.3218772978137,Johor Bahru,Johor,81100,1
1210.145731605589,Kuala Lumpur,Kuala Lumpur,53000,0
1403.0173836457975,Kuala Lumpur,Kuala Lumpur,58200,0
500.25921012097416,Klang,Selangor,41050,0
781.8857315596131,Kuala Lumpur,Kuala Lumpur,51200,0
1864.2500493576565,Kota Kinabalu,Sabah,88813,0
810.544325658241,Johor Bahru,Johor,81300,0
451.6162608806201,Jalan Hang Tuah,Melaka,75300,1
2269.3189228705696,Cukai,Terengganu,24000,0
0.0,Kuching,Sarawak,93150,1
2281.363924080816,Subang Jaya,Selangor,47610,0
469.8327658103372,Kajang,Selangor,43000,1
1075.4541354225355,Kajang,Selangor,43000,0
933.9226719588694,Johor Bahru,Johor,81200,0
347.36776233225896,W,Labuan,87000,1
1591.0815265310569,Kuala Lumpur,Kuala Lumpur,53100,0
532.1752754617546,Johor Bahru,Johor,80350,0
800.985990948334,Kuala Lumpur,Kuala Lumpur,60000,0
2923.770108664987,Ipoh,Perak,31400,0
783.4687246646863,Jalan Pauh Indah,Penang,13500,0
682.8820505186666,Johor Bahru,Johor,81100,0
356.98366437816173,Sungai Buloh,Selangor,47000,1
389.20008837948126,Klang,Selangor,41200,1
1741.1372916630569,Shah Alam,Selangor,40460,0
486.0048405079849,Petaling Jaya,Selangor,46100,1
0.0,Johor Bahru,Johor,81100,1
957.7957685193932,Subang Jaya,Selangor,46150,0
413.62416162364735,Klang,Selangor,68100,1
1745.0028730431186,Ipoh,Perak,31400,0
2002.7897354995305,Johor Bahru,Johor,81200,0
356.0248439150968,Kuala Lumpur,Kuala Lumpur,50470,1
903.0996611597178,Kuala Lumpur,Kuala Lumpur,51000,0
227.86334758520871,Kuala Lumpur,Kuala Lumpur,50350,1
273.8041817761845,Kepala Batas,Penang,13200,1
245.7478057775737,Kuala Lumpur,Kuala Lumpur,50100,1
966.4560896268872,Johor Bahru,Johor,80250,0
1771.826681597467,Kuala Lumpur,Kuala Lumpur,50910,0
4423.923694798833,Johor Bahru,Johor,81750,0
1175.7453823911617,Klang,Selangor,53100,0
1933.6919880687983,Johor Bahru,Johor,81100,0
1069.0213303858857,Kuala Lumpur,Kuala Lumpur,55100,0
433.3894575772429,Ampang,Selangor,68000,1
1926.2860475697607,Ipoh,Perak,30300,0
2888.7862271530435,Johor Bahru,Johor,80000,0
969.3821353992486,Kuala Lumpur,Kuala Lumpur,50400,0
1599.6033742970726,Johor Bahru,Johor,81100,0
435.7577724017706,Klang,Selangor,45800,1
826.3519249610115,Kuala Lumpur,Kuala Lumpur,50470,0
4083.785250948831,Petaling Jaya,Selangor,47500,0
18.1963589598036,Kuching,Sarawak,93450,1
850.5431159508483,Batu Caves,Selangor,68100,0
419.7053985208255,Kuala Lumpur,Kuala Lumpur,54100,1
1315.8244778259418,Kuala Lumpur,Kuala Lumpur,52200,0
230.48732942811927,Kuala Lumpur,Kuala Lumpur,53000,1
796.6004745722207,Kuala Lumpur,Kuala Lumpur,55100,0
500.25921012097416,Klang,Selangor,41200,0
624.4239987616259,Kuala Lumpur,Kuala Lumpur,51200,0
245.7478057775737,Kuala Lumpur,Kuala Lumpur,50100,1
1055.8993739233272,Ipoh,Perak,31350,0
544.9338463555501,Kuala Lumpur,Kuala Lumpur,51200,0
1477.0676076917175,Kuala Lumpur,Kuala Lumpur,53300,0
321.00282928354727,Kota Kinabalu,Sabah,88450,1
1591.1057060302574,Kuala Lumpur,Kuala Lumpur,50628,0
339.48591618566724,Kuala Lumpur,Kuala Lumpur,59100,1
313.6615223250307,Kuching,Sarawak,93150,1
290.98845467129485,Ampang,Selangor,68000,1
471.0847948254288,Perai,Penang,13600,1
622.3794509324474,Ipoh,Perak,31400,0
1679.4132569542464,Kuala Lumpur,Kuala Lumpur,56100,0
590.6441138064156,Kuala Lumpur,Kuala Lumpur,50480,0
297.1871726961101,Miri,Sarawak,98000,1
1259.8645100402491,Kuala Lumpur,Kuala Lumpur,53300,0
850.5431159508483,Batu Caves,Selangor,68100,0
2520.5596988077928,Johor Bahru,Johor,81100,0
0.0,Kuala Lumpur,Kuala Lumpur,50200,1
441.22068665070657,Kuching,Sarawak,93350,1
56.4483736353325,Kuala Lumpur,Kuala Lumpur,50100,1
209.9615344119497,Kuala Lumpur,Kuala Lumpur,59100,1
514.2095094022494,Johor Bahru,Johor,81100,0
1444.548376761719,Kuala Terengganu,Terengganu,21100,0
240.64981153376505,Kuching,Sarawak,93100,1
244.97442964239104,Klang,Selangor,42450,1
666.8317160073539,Klang,Selangor,42000,0
353.75034788856067,Kuching,Sarawak,93100,1
246.12276269759164,Kuantan,Pahang,25000,1
288.2715665599914,Johor Bahru,Johor,81200,1
1151.6540746754365,Batu Caves,Selangor,68100,0
1373.7035683334243,Johor Bahru,Johor,81100,0
1182.5131134661644,Klang,Selangor,41150,0
639.9451320714994,Ipoh,Perak,31400,0
232.07479256713992,Kuching,Sarawak,93250,1
389.20008837948126,Klang,Selangor,41200,1
320.88936231123654,Seremban,Negeri Sembilan,70200,1
292.7719378312854,Petaling Jaya,Selangor,47400,1
2192.1910644115083,Petaling Jaya,Selangor,46050,0
1432.637445854913,Kuala Lumpur,Kuala Lumpur,55100,0
0.0,Kuala Lumpur,Kuala Lumpur,50200,1
1525.8280038682217,Kuala Lumpur,Kuala Lumpur,52200,0
611.5219663637872,Seremban,Negeri Sembilan,70000,0
0.0,Kuala Lumpur,Kuala Lumpur,50000,1
285.302801341441,Kuala Lumpur,Kuala Lumpur,58100,1
427.3367914687687,Ipoh,Perak,30450,1
238.31361002581264,Johor Bahru,Johor,80150,1
1947.476449379006,Puchong,Selangor,47100,0
1210.145731605589,Kuala Lumpur,Kuala Lumpur,53000,0
366.8102816574833,Kuala Lumpur,Kuala Lumpur,50470,1
3467.472095427708,Kuala Terengganu,Terengganu,21080,0
1267.2715581684524,Johor Bahru,Johor,80400,0
1319.7749457935276,Ipoh,Perak,31350,0
489.52782904380206,Kuala Lumpur,Kuala Lumpur,68100,1
220.45091551894905,Kajang,Selangor,43000,1
0.0,Kajang,Selangor,43000,1
1731.245840792204,Petaling Jaya,Selangor,47810,0
1056.8502844811728,Kuala Lumpur,Kuala Lumpur,58100,0
165.06704511696157,Kuala Lumpur,Kuala Lumpur,56100,1
1242.77423401303,Petaling Jaya,Selangor,46150,0
134.24518102853577,Kuala Lumpur,Kuala Lumpur,59000,1
973.4079632620646,Kuala Lumpur,Kuala Lumpur,50480,0
1999.0257567217536,Ipoh,Perak,31350,0
2564.513564022031,Subang Jaya,Selangor,47620,0
406.4296194387432,Kota Kinabalu,Sabah,88300,1
98.61528815791574,Kajang,Selangor,43000,1
170.4442522409658,Kuala Lumpur,Kuala Lumpur,59100,1
575.3737094320943,Seremban,Negeri Sembilan,70000,0
1676.8943806213815,Ipoh,Perak,31400,0
735.0207873710056,Kuala Lumpur,Kuala Lumpur,55100,0
775.2805332131976,Puchong,Selangor,47100,0
2594.517018373306,Kuala Lumpur,Kuala Lumpur,50490,0
715.4084438657386,Petaling Jaya,Selangor,46000,0
2024.4419030647728,Ipoh,Perak,31400,0
