Address,Place,City,State,Phone,Zip,CountryCode,Country,Location,Latitude,Longitude,geometry
"['Street:  16 Jln Ss6/8 Ss6 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037804-4053', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']",16 Jln Ss6/8 Ss6 Petaling Jaya,Petaling Jaya,Selangor,037804-4053,47301,60,Malaysia,"16 Jln Ss6/8 Ss6 Petaling Jaya, Petaling Jaya, Selangor",3.1034553,101.5999603,POINT (101.5999603 3.1034553)
"['Street:  19 Jln 9/23E Danau Kota', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034148-1546', 'Zip code  53300', 'Country calling code  +60', 'Country  Malaysia']",19 Jln 9/23E Danau Kota,Kuala Lumpur,Wilayah Persekutuan,034148-1546,53300,60,Malaysia,"19 Jln 9/23E Danau Kota, Kuala Lumpur, Wilayah Persekutuan",3.2068424,101.7207972,POINT (101.7207972 3.2068424)
"['Street:  No. 40 & 42 Jalan Kampung Hulu', 'City:   Melaka', 'State/province/area:    Melaka', 'Phone number  +60 (0)6 283-5422', 'Zip code  75200', 'Country calling code  +60', 'Country  Malaysia']",No. 40 & 42 Jalan Kampung Hulu,Melaka,Melaka,+60 (0)6 283-5422,75200,60,Malaysia,"No. 40 & 42 Jalan Kampung Hulu, Melaka, Melaka",2.1990996,102.2477806,POINT (102.2477806 2.1990996)
"['Street:  20 Jln 11/101 Taman Desa Aman', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039130-7112', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",20 Jln 11/101 Taman Desa Aman,Kuala Lumpur,Wilayah Persekutuan,039130-7112,56100,60,Malaysia,"20 Jln 11/101 Taman Desa Aman, Kuala Lumpur, Wilayah Persekutuan",3.0956289,101.7403503,POINT (101.7403503 3.0956289)
"['Street:  A 148 Jln Loke Yew', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039221-5918', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",A 148 Jln Loke Yew,Kuala Lumpur,Wilayah Persekutuan,039221-5918,55200,60,Malaysia,"A 148 Jln Loke Yew, Kuala Lumpur, Wilayah Persekutuan",3.1282854,101.7127534,POINT (101.7127534 3.1282854)
"['Street:  71 Jalan Tok Lam', 'City:   Kuala Terengganu', 'State/province/area:    Terengganu', 'Phone number  6096233023', 'Zip code  20100', 'Country calling code  +60', 'Country  Malaysia']",71 Jalan Tok Lam,Kuala Terengganu,Terengganu,6096233023,20100,60,Malaysia,"71 Jalan Tok Lam, Kuala Terengganu, Terengganu",5.3368477,103.1394478,POINT (103.1394478 5.3368477)
"['Street:  8836 G Jln Sekama Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08234-5065', 'Zip code  93300', 'Country calling code  +60', 'Country  Malaysia']",8836 G Jln Sekama Kuching,Kuching,Sarawak,08234-5065,93300,60,Malaysia,"8836 G Jln Sekama Kuching, Kuching, Sarawak",1.5453832,110.3627448,POINT (110.3627448 1.5453832)
"['Street:  71 Lorong Tawas 5 Kampung Tawas', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 5468233', 'Zip code  30010', 'Country calling code  +60', 'Country  Malaysia']",71 Lorong Tawas 5 Kampung Tawas,Ipoh,Perak,(605) 5468233,30010,60,Malaysia,"71 Lorong Tawas 5 Kampung Tawas, Ipoh, Perak",4.6501642499999996,101.10381308701889,POINT (101.10381308701889 4.6501642499999996)
"['Street:  53 Jalan Dang Wangi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 26754254', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",53 Jalan Dang Wangi,Kuala Lumpur,Wilayah Persekutuan,(603) 26754254,50100,60,Malaysia,"53 Jalan Dang Wangi, Kuala Lumpur, Wilayah Persekutuan",3.1564685,101.6994636,POINT (101.6994636 3.1564685)
"['Street:  No. 8 A Jln Ros Merah 3/2 Taman Jaya Bahru', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  6073540492', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",No. 8 A Jln Ros Merah 3/2 Taman Jaya Bahru,Johor Bahru,Johor,6073540492,81100,60,Malaysia,"No. 8 A Jln Ros Merah 3/2 Taman Jaya Bahru, Johor Bahru, Johor",1.5340144,103.7970245,POINT (103.7970245 1.5340144)
"['Street:  Jalan Dagang Sb 4/2, Taman Sungai Besi Indah,', 'City:   Seri Kembangan', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 4256-5725', 'Zip code  43300', 'Country calling code  +60', 'Country  Malaysia']","Jalan Dagang Sb 4/2, Taman Sungai Besi Indah,",Seri Kembangan,Selangor,+60 (0)3 4256-5725,43300,60,Malaysia,"Jalan Dagang Sb 4/2, Taman Sungai Besi Indah,, Seri Kembangan, Selangor",3.0242663,101.7162591,POINT (101.7162591 3.0242663)
"['Street:  216 2 Jln Haji Taha Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08241-9278', 'Zip code  93400', 'Country calling code  +60', 'Country  Malaysia']",216 2 Jln Haji Taha Kuching,Kuching,Sarawak,08241-9278,93400,60,Malaysia,"216 2 Jln Haji Taha Kuching, Kuching, Sarawak",1.5563078,110.3393771,POINT (110.3393771 1.5563078)
"['Street:  Jalan 1/1, Taman Ramal Indah,', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  03-8737-5137', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']","Jalan 1/1, Taman Ramal Indah,",Kajang,Selangor,03-8737-5137,43000,60,Malaysia,"Jalan 1/1, Taman Ramal Indah,, Kajang, Selangor",2.9774334,101.7503111,POINT (101.7503111 2.9774334)
"['Street:  1 138 Jln Tun Sambanthan', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032260-4912', 'Zip code  50470', 'Country calling code  +60', 'Country  Malaysia']",1 138 Jln Tun Sambanthan,Kuala Lumpur,Wilayah Persekutuan,032260-4912,50470,60,Malaysia,"1 138 Jln Tun Sambanthan, Kuala Lumpur, Wilayah Persekutuan",3.1277079,101.6834451,POINT (101.6834451 3.1277079)
"['Street:  Jalan Tengku Ampuan Zabedah E9/e, Seksyen 9,', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 7846-3357', 'Zip code  40100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Tengku Ampuan Zabedah E9/e, Seksyen 9,",Shah Alam,Selangor,+60 (0)3 7846-3357,40100,60,Malaysia,"Jalan Tengku Ampuan Zabedah E9/e, Seksyen 9,, Shah Alam, Selangor",3.0821964,101.5277297,POINT (101.5277297 3.0821964)
"['Street:  30 Jln Mutiara Raya Taman Mutiara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039133-1421', 'Zip code  56000', 'Country calling code  +60', 'Country  Malaysia']",30 Jln Mutiara Raya Taman Mutiara,Kuala Lumpur,Wilayah Persekutuan,039133-1421,56000,60,Malaysia,"30 Jln Mutiara Raya Taman Mutiara, Kuala Lumpur, Wilayah Persekutuan",3.0912347,101.7397356,POINT (101.7397356 3.0912347)
"['Street:  Seksyen 31, Kota Kemuning,', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 5122-7362', 'Zip code  40460', 'Country calling code  +60', 'Country  Malaysia']","Seksyen 31, Kota Kemuning,",Shah Alam,Selangor,+60 (0)3 5122-7362,40460,60,Malaysia,"Seksyen 31, Kota Kemuning,, Shah Alam, Selangor",2.99136805,101.5406180607443,POINT (101.5406180607443 2.99136805)
"['Street:  753 Jln Sungai Priok Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08233-1854', 'Zip code  93150', 'Country calling code  +60', 'Country  Malaysia']",753 Jln Sungai Priok Kuching,Kuching,Sarawak,08233-1854,93150,60,Malaysia,"753 Jln Sungai Priok Kuching, Kuching, Sarawak",1.5510417,110.3746776,POINT (110.3746776 1.5510417)
"['Street:  Jalan Telawi 3, Bangsar Baru, Bangsar', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2282-2982', 'Zip code  59100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Telawi 3, Bangsar Baru, Bangsar",Kuala Lumpur,Wilayah Persekutuan,03-2282-2982,59100,60,Malaysia,"Jalan Telawi 3, Bangsar Baru, Bangsar, Kuala Lumpur, Wilayah Persekutuan",3.1306901,101.6710684,POINT (101.6710684 3.1306901)
"['Street:  Plaza Ampang City Jln Ampang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034257-3991', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",Plaza Ampang City Jln Ampang,Kuala Lumpur,Wilayah Persekutuan,034257-3991,50450,60,Malaysia,"Plaza Ampang City Jln Ampang, Kuala Lumpur, Wilayah Persekutuan",3.1596673500000003,101.7482402350039,POINT (101.7482402350039 3.1596673500000003)
"['Street:  5 Jln Kelumpang 27/41A Seksyen 27 Shah Alam Shah Alam', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  603-12920812', 'Zip code  40000', 'Country calling code  +60', 'Country  Malaysia']",5 Jln Kelumpang 27/41A Seksyen 27 Shah Alam Shah Alam,Shah Alam,Selangor,603-12920812,40000,60,Malaysia,"5 Jln Kelumpang 27/41A Seksyen 27 Shah Alam Shah Alam, Shah Alam, Selangor",3.0160451,101.5685682,POINT (101.5685682 3.0160451)
"['Street:  Jalan Mutiara Emas 5/13, Taman Mount Austin,', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  60-7-357-4131', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Mutiara Emas 5/13, Taman Mount Austin,",Johor Bahru,Johor,60-7-357-4131,81100,60,Malaysia,"Jalan Mutiara Emas 5/13, Taman Mount Austin,, Johor Bahru, Johor",1.5526854,103.774794,POINT (103.774794 1.5526854)
"['Street:  Lot 20', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-78449419', 'Zip code  46100', 'Country calling code  +60', 'Country  Malaysia']",Lot 20,Petaling Jaya,Selangor,03-78449419,46100,60,Malaysia,"Lot 20, Petaling Jaya, Selangor",3.0991752,101.6450232,POINT (101.6450232 3.0991752)
"['Street:  Jalan Puteri 7/10, Bandar Puteri Puchong,', 'City:   Puchong', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 7983-8935', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Puteri 7/10, Bandar Puteri Puchong,",Puchong,Selangor,+60 (0)3 7983-8935,47100,60,Malaysia,"Jalan Puteri 7/10, Bandar Puteri Puchong,, Puchong, Selangor",3.0251495,101.6230824,POINT (101.6230824 3.0251495)
"['Street:  Cheras Jaya, Batu 11,', 'City:   Cheras', 'State/province/area:    Selangor', 'Phone number  +60 (0)9 222-9645', 'Zip code  43200', 'Country calling code  +60', 'Country  Malaysia']","Cheras Jaya, Batu 11,",Cheras,Selangor,+60 (0)9 222-9645,43200,60,Malaysia,"Cheras Jaya, Batu 11,, Cheras, Selangor",3.1266268999999998,101.74211749899624,POINT (101.74211749899624 3.1266268999999998)
"['Street:  42 Jalan Dedap 17 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3551131', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",42 Jalan Dedap 17 Taman Jaya,Johor Bahru,Johor,(607) 3551131,81100,60,Malaysia,"42 Jalan Dedap 17 Taman Jaya, Johor Bahru, Johor",1.5369116,103.8002578,POINT (103.8002578 1.5369116)
"['Street:  78 Jln Kuala Kangsar', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05406-3240', 'Zip code  30010', 'Country calling code  +60', 'Country  Malaysia']",78 Jln Kuala Kangsar,Ipoh,Perak,05406-3240,30010,60,Malaysia,"78 Jln Kuala Kangsar, Ipoh, Perak",4.6388525,101.0926753,POINT (101.0926753 4.6388525)
"['Street:  26 Jalan Mutiara Emas 5/21 Taman Mount Austin', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3553274', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",26 Jalan Mutiara Emas 5/21 Taman Mount Austin,Johor Bahru,Johor,(607) 3553274,81100,60,Malaysia,"26 Jalan Mutiara Emas 5/21 Taman Mount Austin, Johor Bahru, Johor",1.5510972,103.7696914,POINT (103.7696914 1.5510972)
"['Street:  45 Jalan Indah 19/2A Taman Bukit Indah', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 2379643', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",45 Jalan Indah 19/2A Taman Bukit Indah,Johor Bahru,Johor,(607) 2379643,81200,60,Malaysia,"45 Jalan Indah 19/2A Taman Bukit Indah, Johor Bahru, Johor",1.4754659,103.6640738,POINT (103.6640738 1.4754659)
"['Street:  Jalan Padang Belia, Brickfields,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2272-2751', 'Zip code  50470', 'Country calling code  +60', 'Country  Malaysia']","Jalan Padang Belia, Brickfields,",Kuala Lumpur,Wilayah Persekutuan,03-2272-2751,50470,60,Malaysia,"Jalan Padang Belia, Brickfields,, Kuala Lumpur, Wilayah Persekutuan",3.1336571,101.6901669,POINT (101.6901669 3.1336571)
"['Street:  No. 12 Jln Raja Ekram', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05253-4038', 'Zip code  30450', 'Country calling code  +60', 'Country  Malaysia']",No. 12 Jln Raja Ekram,Ipoh,Perak,05253-4038,30450,60,Malaysia,"No. 12 Jln Raja Ekram, Ipoh, Perak",4.5977615,101.0859336,POINT (101.0859336 4.5977615)
"['Street:  , KLANG, SELANGOR', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  603-33624827', 'Zip code  41050', 'Country calling code  +60', 'Country  Malaysia']",", KLANG, SELANGOR",Klang,Selangor,603-33624827,41050,60,Malaysia,", KLANG, SELANGOR, Klang, Selangor",3.0448347,101.4447363,POINT (101.4447363 3.0448347)
"['Street:  Jalan SS 25/41, Taman Mayang,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-7805-1421', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']","Jalan SS 25/41, Taman Mayang,",Petaling Jaya,Selangor,03-7805-1421,47301,60,Malaysia,"Jalan SS 25/41, Taman Mayang,, Petaling Jaya, Selangor",3.1134619,101.5990868,POINT (101.5990868 3.1134619)
"['Street:  26 Jln Segambut', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034043-5284', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",26 Jln Segambut,Kuala Lumpur,Wilayah Persekutuan,034043-5284,51200,60,Malaysia,"26 Jln Segambut, Kuala Lumpur, Wilayah Persekutuan",3.1792259,101.6775398,POINT (101.6775398 3.1792259)
"['Street:  No 29 Jalan Tun Habab', 'City:   Kota Tinggi', 'State/province/area:    Johor', 'Phone number  607 883 9060', 'Zip code  81900', 'Country calling code  +60', 'Country  Malaysia']",No 29 Jalan Tun Habab,Kota Tinggi,Johor,607 883 9060,81900,60,Malaysia,"No 29 Jalan Tun Habab, Kota Tinggi, Johor",1.7425011,103.8974644,POINT (103.8974644 1.7425011)
"['Street:  Persiaran Perpaduan Usj 5 Uep', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  035631-4343', 'Zip code  47610', 'Country calling code  +60', 'Country  Malaysia']",Persiaran Perpaduan Usj 5 Uep,Petaling Jaya,Selangor,035631-4343,47610,60,Malaysia,"Persiaran Perpaduan Usj 5 Uep, Petaling Jaya, Selangor",3.0466045,101.5892708,POINT (101.5892708 3.0466045)
"['Street:  8, Jalan Raja Chulan,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2072-3963', 'Zip code  50200', 'Country calling code  +60', 'Country  Malaysia']","8, Jalan Raja Chulan,",Kuala Lumpur,Wilayah Persekutuan,03-2072-3963,50200,60,Malaysia,"8, Jalan Raja Chulan,, Kuala Lumpur, Wilayah Persekutuan",3.1505965,101.7064066,POINT (101.7064066 3.1505965)
"['Street:  21 Jalan Harmonium 9 Taman Desa Tebrau', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3595382', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",21 Jalan Harmonium 9 Taman Desa Tebrau,Johor Bahru,Johor,(607) 3595382,81100,60,Malaysia,"21 Jalan Harmonium 9 Taman Desa Tebrau, Johor Bahru, Johor",1.5639388,103.7954256,POINT (103.7954256 1.5639388)
"['Street:  1 Jln 13/1 Seksyen 13 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037956-8310', 'Zip code  46200', 'Country calling code  +60', 'Country  Malaysia']",1 Jln 13/1 Seksyen 13 Petaling Jaya,Petaling Jaya,Selangor,037956-8310,46200,60,Malaysia,"1 Jln 13/1 Seksyen 13 Petaling Jaya, Petaling Jaya, Selangor",3.1118833,101.6377639,POINT (101.6377639 3.1118833)
"['Street:  13 Jln Dato Sheikh Ahmad', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06762-0058', 'Zip code  70000', 'Country calling code  +60', 'Country  Malaysia']",13 Jln Dato Sheikh Ahmad,Seremban,Negeri Sembilan,06762-0058,70000,60,Malaysia,"13 Jln Dato Sheikh Ahmad, Seremban, Negeri Sembilan",2.7244668,101.9396634,POINT (101.9396634 2.7244668)
"['Street:  Prai Industrial Estate, Phase 4,', 'City:   Perai', 'State/province/area:    Pulau Pinang', 'Phone number  +60 (0)3 6897-9989', 'Zip code  13600', 'Country calling code  +60', 'Country  Malaysia']","Prai Industrial Estate, Phase 4,",Perai,Pulau Pinang,+60 (0)3 6897-9989,13600,60,Malaysia,"Prai Industrial Estate, Phase 4,, Perai, Pulau Pinang",5.363815150000001,100.388951486233,POINT (100.388951486233 5.363815150000001)
"['Street:  786 59 Jln Sentul', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034044-2720', 'Zip code  51000', 'Country calling code  +60', 'Country  Malaysia']",786 59 Jln Sentul,Kuala Lumpur,Wilayah Persekutuan,034044-2720,51000,60,Malaysia,"786 59 Jln Sentul, Kuala Lumpur, Wilayah Persekutuan",3.1864593,101.6915387,POINT (101.6915387 3.1864593)
"['Street:  NO.9A, JALAN JEJAKA 7,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-92838169 / 03-92696169', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']","NO.9A, JALAN JEJAKA 7,",Kuala Lumpur,Wilayah Persekutuan,03-92838169 / 03-92696169,55100,60,Malaysia,"NO.9A, JALAN JEJAKA 7,, Kuala Lumpur, Wilayah Persekutuan",3.1285763,101.7308732,POINT (101.7308732 3.1285763)
"['Street:  21 Jln Molek 2/25 Taman Molek', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07352-2272', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",21 Jln Molek 2/25 Taman Molek,Johor Bahru,Johor,07352-2272,81100,60,Malaysia,"21 Jln Molek 2/25 Taman Molek, Johor Bahru, Johor",1.5242222,103.7970415,POINT (103.7970415 1.5242222)
"['Street:  2 22 Jln 3/42A Taman Sejahtera', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  146250-4314', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",2 22 Jln 3/42A Taman Sejahtera,Kuala Lumpur,Wilayah Persekutuan,146250-4314,51200,60,Malaysia,"2 22 Jln 3/42A Taman Sejahtera, Kuala Lumpur, Wilayah Persekutuan",3.1932228,101.6674511,POINT (101.6674511 3.1932228)
"['Street:  2 Persiaran Taman Tun Dr Ismail', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037729-5717', 'Zip code  60000', 'Country calling code  +60', 'Country  Malaysia']",2 Persiaran Taman Tun Dr Ismail,Kuala Lumpur,Wilayah Persekutuan,037729-5717,60000,60,Malaysia,"2 Persiaran Taman Tun Dr Ismail, Kuala Lumpur, Wilayah Persekutuan",3.1421354499999996,101.62867936901458,POINT (101.62867936901458 3.1421354499999996)
"['Street:  Jalan Sungai Putus', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 33441764', 'Zip code  42100', 'Country calling code  +60', 'Country  Malaysia']",Jalan Sungai Putus,Klang,Selangor,(603) 33441764,42100,60,Malaysia,"Jalan Sungai Putus, Klang, Selangor",3.0712586,101.4363278,POINT (101.4363278 3.0712586)
"['Street:  Jalan Teratai, Taman Berjaya,', 'City:   Alor Setar', 'State/province/area:    Kedah', 'Phone number  +60 (0)4 917-6616', 'Zip code  05050', 'Country calling code  +60', 'Country  Malaysia']","Jalan Teratai, Taman Berjaya,",Alor Setar,Kedah,+60 (0)4 917-6616,5050,60,Malaysia,"Jalan Teratai, Taman Berjaya,, Alor Setar, Kedah",6.1054913,100.3568114,POINT (100.3568114 6.1054913)
"['Street:  1-Stop Midlands Park, Burmah Road,', 'City:   Georgetown', 'State/province/area:    Pulau Pinang', 'Phone number  60 4 227 7121', 'Zip code  10350', 'Country calling code  +60', 'Country  Malaysia']","1-Stop Midlands Park, Burmah Road,",Georgetown,Pulau Pinang,60 4 227 7121,10350,60,Malaysia,"1-Stop Midlands Park, Burmah Road,, Georgetown, Pulau Pinang",5.4334696000000005,100.30614518752083,POINT (100.30614518752083 5.4334696000000005)
"['Street:  11 Jln Kasawari 4 Taman Eng Ann', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033344-0364', 'Zip code  41150', 'Country calling code  +60', 'Country  Malaysia']",11 Jln Kasawari 4 Taman Eng Ann,Klang,Selangor,033344-0364,41150,60,Malaysia,"11 Jln Kasawari 4 Taman Eng Ann, Klang, Selangor",3.0555015,101.4589279,POINT (101.4589279 3.0555015)
"['Street:  G 29 Jln Dewan Sultan Sulaiman 1', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032693-9381', 'Zip code  50300', 'Country calling code  +60', 'Country  Malaysia']",G 29 Jln Dewan Sultan Sulaiman 1,Kuala Lumpur,Wilayah Persekutuan,032693-9381,50300,60,Malaysia,"G 29 Jln Dewan Sultan Sulaiman 1, Kuala Lumpur, Wilayah Persekutuan",3.1614005,101.6984413,POINT (101.6984413 3.1614005)
"['Street:  25 Jln Petaling', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032026-0019', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']",25 Jln Petaling,Kuala Lumpur,Wilayah Persekutuan,032026-0019,50000,60,Malaysia,"25 Jln Petaling, Kuala Lumpur, Wilayah Persekutuan",3.1439171,101.6976834,POINT (101.6976834 3.1439171)
"['Street:  42 Persiaran Raja Muda Musa', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  60333725992', 'Zip code  41100', 'Country calling code  +60', 'Country  Malaysia']",42 Persiaran Raja Muda Musa,Klang,Selangor,60333725992,41100,60,Malaysia,"42 Persiaran Raja Muda Musa, Klang, Selangor",3.0022821,101.3981867,POINT (101.3981867 3.0022821)
"['Street:  7 Jln Burung Jentayu Taman Bukit Maluri', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036272-4496', 'Zip code  52100', 'Country calling code  +60', 'Country  Malaysia']",7 Jln Burung Jentayu Taman Bukit Maluri,Kuala Lumpur,Wilayah Persekutuan,036272-4496,52100,60,Malaysia,"7 Jln Burung Jentayu Taman Bukit Maluri, Kuala Lumpur, Wilayah Persekutuan",3.196451,101.6302238,POINT (101.6302238 3.196451)
"['Street:  No. 14, Jalan USJ 10/1E,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-5637-3087', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']","No. 14, Jalan USJ 10/1E,",Petaling Jaya,Selangor,03-5637-3087,47301,60,Malaysia,"No. 14, Jalan USJ 10/1E,, Petaling Jaya, Selangor",3.0496049,101.5836071,POINT (101.5836071 3.0496049)
"['Street:  1 138 Jln Tun Sambanthan', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032260-4932', 'Zip code  50470', 'Country calling code  +60', 'Country  Malaysia']",1 138 Jln Tun Sambanthan,Kuala Lumpur,Wilayah Persekutuan,032260-4932,50470,60,Malaysia,"1 138 Jln Tun Sambanthan, Kuala Lumpur, Wilayah Persekutuan",3.1277079,101.6834451,POINT (101.6834451 3.1277079)
"['Street:  01 18 Jln Siantan 1 Taman Kemas', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07232-1841', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",01 18 Jln Siantan 1 Taman Kemas,Johor Bahru,Johor,07232-1841,81200,60,Malaysia,"01 18 Jln Siantan 1 Taman Kemas, Johor Bahru, Johor",1.5101598,103.7060121,POINT (103.7060121 1.5101598)
"['Street:  Jalan Belatuk 9, Bandar Puchong Jaya,', 'City:   Puchong', 'State/province/area:    Selangor', 'Phone number  +60 (0)5 547-3336', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Belatuk 9, Bandar Puchong Jaya,",Puchong,Selangor,+60 (0)5 547-3336,47100,60,Malaysia,"Jalan Belatuk 9, Bandar Puchong Jaya,, Puchong, Selangor",3.0604145,101.6226967,POINT (101.6226967 3.0604145)
"['Street:  11 Jalan K Kangsar', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 5063685', 'Zip code  30010', 'Country calling code  +60', 'Country  Malaysia']",11 Jalan K Kangsar,Ipoh,Perak,(605) 5063685,30010,60,Malaysia,"11 Jalan K Kangsar, Ipoh, Perak",4.5832505,101.0178171,POINT (101.0178171 4.5832505)
"['Street:  1453 G Jln Buangsiol Limbang', 'City:   Limbang', 'State/province/area:    Sarawak', 'Phone number  6085212733', 'Zip code  98700', 'Country calling code  +60', 'Country  Malaysia']",1453 G Jln Buangsiol Limbang,Limbang,Sarawak,6085212733,98700,60,Malaysia,"1453 G Jln Buangsiol Limbang, Limbang, Sarawak",4.758384,115.0066832,POINT (115.0066832 4.758384)
"['Street:  17 Jalan Lim Swee Aun', 'City:   Taiping', 'State/province/area:    Perak', 'Phone number  006 058065010', 'Zip code  34000', 'Country calling code  +60', 'Country  Malaysia']",17 Jalan Lim Swee Aun,Taiping,Perak,006 058065010,34000,60,Malaysia,"17 Jalan Lim Swee Aun, Taiping, Perak",4.8484393,100.7443719,POINT (100.7443719 4.8484393)
"['Street:  Jalan Padi Ria, Bandar Baru Uda,', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  +60 (0)7 234-2045', 'Zip code  80350', 'Country calling code  +60', 'Country  Malaysia']","Jalan Padi Ria, Bandar Baru Uda,",Johor Bahru,Johor,+60 (0)7 234-2045,80350,60,Malaysia,"Jalan Padi Ria, Bandar Baru Uda,, Johor Bahru, Johor",1.5025914,103.71985,POINT (103.71985 1.5025914)
"['Street:  24 JLN FOO CHOO CHOON', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05254-0814', 'Zip code  30300', 'Country calling code  +60', 'Country  Malaysia']",24 JLN FOO CHOO CHOON,Ipoh,Perak,05254-0814,30300,60,Malaysia,"24 JLN FOO CHOO CHOON, Ipoh, Perak",4.5967598,101.0817316,POINT (101.0817316 4.5967598)
