Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  22 Lrg Datuk Sulaiman 2 Taman Tun Dr Ismail', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037728-8560', 'Zip code  60000', 'Country calling code  +60', 'Country  Malaysia']",22 Lrg Datuk Sulaiman 2 Taman Tun Dr Ismail,Kuala Lumpur,Wilayah Persekutuan,037728-8560,60000,+60,Malaysia,"22 Lrg Datuk Sulaiman 2 Taman Tun Dr Ismail, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  G Blok C Jln Selingsing 4 Taman Sri Wilayah Persekutuan', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  036258-5029', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",G Blok C Jln Selingsing 4 Taman Sri Wilayah Persekutuan,Kuching,Sarawak,036258-5029,51200,+60,Malaysia,"G Blok C Jln Selingsing 4 Taman Sri Wilayah Persekutuan, Kuching, Sarawak"
"['Street:  Lot 69', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  605-2919961/2919964/2919969', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",Lot 69,Ipoh,Perak,605-2919961/2919964/2919969,31400,+60,Malaysia,"Lot 69, Ipoh, Perak"
"['Street:  No. 50 A Jln Gunong Rapat Kampung Baru Gunong Rapat', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05312-0469', 'Zip code  31350', 'Country calling code  +60', 'Country  Malaysia']",No. 50 A Jln Gunong Rapat Kampung Baru Gunong Rapat,Ipoh,Perak,05312-0469,31350,+60,Malaysia,"No. 50 A Jln Gunong Rapat Kampung Baru Gunong Rapat, Ipoh, Perak"
"['Street:  2 52 Psn Greenhill', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05253-5825', 'Zip code  30450', 'Country calling code  +60', 'Country  Malaysia']",2 52 Psn Greenhill,Ipoh,Perak,05253-5825,30450,+60,Malaysia,"2 52 Psn Greenhill, Ipoh, Perak"
"[""Street:  Jalan 1/70C, Mont' Kiara,"", 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-6204-5877', 'Zip code  50480', 'Country calling code  +60', 'Country  Malaysia']","Jalan 1/70C, Mont' Kiara,",Kuala Lumpur,Wilayah Persekutuan,03-6204-5877,50480,+60,Malaysia,"Jalan 1/70C, Mont' Kiara,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  557/41 Taman Yoon Fook', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06761-5226', 'Zip code  70450', 'Country calling code  +60', 'Country  Malaysia']",557/41 Taman Yoon Fook,Seremban,Negeri Sembilan,06761-5226,70450,+60,Malaysia,"557/41 Taman Yoon Fook, Seremban, Negeri Sembilan"
"['Street:  5A Jln Nakhoda Yusuf 1 Taman Nakhoda Yusuf', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033372-0686', 'Zip code  41000', 'Country calling code  +60', 'Country  Malaysia']",5A Jln Nakhoda Yusuf 1 Taman Nakhoda Yusuf,Klang,Selangor,033372-0686,41000,+60,Malaysia,"5A Jln Nakhoda Yusuf 1 Taman Nakhoda Yusuf, Klang, Selangor"
"['Street:  Renaissance Hotel, Jalan Sultan Ismail,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2166-6315', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']","Renaissance Hotel, Jalan Sultan Ismail,",Kuala Lumpur,Wilayah Persekutuan,03-2166-6315,50450,+60,Malaysia,"Renaissance Hotel, Jalan Sultan Ismail,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Ara, SD 7/3A,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  67-6277-9167', 'Zip code  52100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Ara, SD 7/3A,",Kuala Lumpur,Wilayah Persekutuan,67-6277-9167,52100,+60,Malaysia,"Jalan Ara, SD 7/3A,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Lot 4786 Kampung Hj Mohamad Sharif Meru', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 33931067', 'Zip code  41050', 'Country calling code  +60', 'Country  Malaysia']",Lot 4786 Kampung Hj Mohamad Sharif Meru,Klang,Selangor,(603) 33931067,41050,+60,Malaysia,"Lot 4786 Kampung Hj Mohamad Sharif Meru, Klang, Selangor"
"['Street:  19 Block West Wisma Sl Dredging 142 Jln Ampang Malays', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032161-3449', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",19 Block West Wisma Sl Dredging 142 Jln Ampang Malays,Kuala Lumpur,Wilayah Persekutuan,032161-3449,50450,+60,Malaysia,"19 Block West Wisma Sl Dredging 142 Jln Ampang Malays, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jelatek Park Business Centre, Keramat,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-4256-7770', 'Zip code  54200', 'Country calling code  +60', 'Country  Malaysia']","Jelatek Park Business Centre, Keramat,",Kuala Lumpur,Wilayah Persekutuan,03-4256-7770,54200,+60,Malaysia,"Jelatek Park Business Centre, Keramat,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  C 96 Jln Wilayah Persekutuan', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  034043-6398', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",C 96 Jln Wilayah Persekutuan,Ipoh,Perak,034043-6398,51200,+60,Malaysia,"C 96 Jln Wilayah Persekutuan, Ipoh, Perak"
"['Street:  2 Jalan 51/205', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60377850080', 'Zip code  46050', 'Country calling code  +60', 'Country  Malaysia']",2 Jalan 51/205,Petaling Jaya,Selangor,60377850080,46050,+60,Malaysia,"2 Jalan 51/205, Petaling Jaya, Selangor"
"['Street:  41-G Jalan Sepah Puteri 5/1B Kota Damansara', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  (603) 61404770', 'Zip code  47810', 'Country calling code  +60', 'Country  Malaysia']",41-G Jalan Sepah Puteri 5/1B Kota Damansara,Petaling Jaya,Selangor,(603) 61404770,47810,+60,Malaysia,"41-G Jalan Sepah Puteri 5/1B Kota Damansara, Petaling Jaya, Selangor"
"['Street:  No. 22 Psn Damansara Endah Bukit Damansara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032093-8722', 'Zip code  50490', 'Country calling code  +60', 'Country  Malaysia']",No. 22 Psn Damansara Endah Bukit Damansara,Kuala Lumpur,Wilayah Persekutuan,032093-8722,50490,+60,Malaysia,"No. 22 Psn Damansara Endah Bukit Damansara, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  7 Jln 52/2 Seksyen 52', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037956-9173', 'Zip code  46200', 'Country calling code  +60', 'Country  Malaysia']",7 Jln 52/2 Seksyen 52,Petaling Jaya,Selangor,037956-9173,46200,+60,Malaysia,"7 Jln 52/2 Seksyen 52, Petaling Jaya, Selangor"
"['Street:  2 26 Jln 14/48A Off Jln Sentul', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034045-2311', 'Zip code  51100', 'Country calling code  +60', 'Country  Malaysia']",2 26 Jln 14/48A Off Jln Sentul,Kuala Lumpur,Wilayah Persekutuan,034045-2311,51100,+60,Malaysia,"2 26 Jln 14/48A Off Jln Sentul, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  C 72 Jln Wong Ah Fook', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07224-9982', 'Zip code  80000', 'Country calling code  +60', 'Country  Malaysia']",C 72 Jln Wong Ah Fook,Johor Bahru,Johor,07224-9982,80000,+60,Malaysia,"C 72 Jln Wong Ah Fook, Johor Bahru, Johor"
"['Street:  45 2B Jln Datuk Tan Yew Lai Taman Tan Yew Lai Malaysi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037783-3224', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",45 2B Jln Datuk Tan Yew Lai Taman Tan Yew Lai Malaysi,Kuala Lumpur,Wilayah Persekutuan,037783-3224,58200,+60,Malaysia,"45 2B Jln Datuk Tan Yew Lai Taman Tan Yew Lai Malaysi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2 Pasar Besar Jln Dato Onn Jaafar', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05242-6349', 'Zip code  30300', 'Country calling code  +60', 'Country  Malaysia']",2 Pasar Besar Jln Dato Onn Jaafar,Ipoh,Perak,05242-6349,30300,+60,Malaysia,"2 Pasar Besar Jln Dato Onn Jaafar, Ipoh, Perak"
"['Street:  1 Mansion Jln Mesjid India', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032692-5331', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",1 Mansion Jln Mesjid India,Kuala Lumpur,Wilayah Persekutuan,032692-5331,50100,+60,Malaysia,"1 Mansion Jln Mesjid India, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  26 Jln Sembilang Taman Tenaga', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039171-1683', 'Zip code  56000', 'Country calling code  +60', 'Country  Malaysia']",26 Jln Sembilang Taman Tenaga,Kuala Lumpur,Wilayah Persekutuan,039171-1683,56000,+60,Malaysia,"26 Jln Sembilang Taman Tenaga, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  32M, Jalan 6/6 Pandan Indah Commercial Park,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  016-275 8177', 'Zip code  51000', 'Country calling code  +60', 'Country  Malaysia']","32M, Jalan 6/6 Pandan Indah Commercial Park,",Kuala Lumpur,Wilayah Persekutuan,016-275 8177,51000,+60,Malaysia,"32M, Jalan 6/6 Pandan Indah Commercial Park,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  5th Floor Wisma Maa Jalan Central Timur', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  (608) 2256265', 'Zip code  93100', 'Country calling code  +60', 'Country  Malaysia']",5th Floor Wisma Maa Jalan Central Timur,Kuching,Sarawak,(608) 2256265,93100,+60,Malaysia,"5th Floor Wisma Maa Jalan Central Timur, Kuching, Sarawak"
"['Street:  Dataran Sunway, Kota Damansara,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 6140-9837', 'Zip code  47810', 'Country calling code  +60', 'Country  Malaysia']","Dataran Sunway, Kota Damansara,",Petaling Jaya,Selangor,+60 (0)3 6140-9837,47810,+60,Malaysia,"Dataran Sunway, Kota Damansara,, Petaling Jaya, Selangor"
"['Street:  35 Jalan Permatang Taman Daya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3544177', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",35 Jalan Permatang Taman Daya,Johor Bahru,Johor,(607) 3544177,81100,+60,Malaysia,"35 Jalan Permatang Taman Daya, Johor Bahru, Johor"
"['Street:  145 Jln Ss19/6 Ss19 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  035633-0938', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']",145 Jln Ss19/6 Ss19 Petaling Jaya,Petaling Jaya,Selangor,035633-0938,47500,+60,Malaysia,"145 Jln Ss19/6 Ss19 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  Jalan SS25/28, Taman Mayang,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-7803-0636', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']","Jalan SS25/28, Taman Mayang,",Petaling Jaya,Selangor,03-7803-0636,47301,+60,Malaysia,"Jalan SS25/28, Taman Mayang,, Petaling Jaya, Selangor"
"['Street:  8 The Ampwalk North Block 218 Jln Ampang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032163-6170', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",8 The Ampwalk North Block 218 Jln Ampang,Kuala Lumpur,Wilayah Persekutuan,032163-6170,50450,+60,Malaysia,"8 The Ampwalk North Block 218 Jln Ampang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  jalan raja dataran merdeka', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  0 3 2692 8676', 'Zip code  50050', 'Country calling code  +60', 'Country  Malaysia']",jalan raja dataran merdeka,Kuala Lumpur,Wilayah Persekutuan,0 3 2692 8676,50050,+60,Malaysia,"jalan raja dataran merdeka, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 355-1', 'City:  Taman Peringgit Jaya', 'State/province/area:    Peringgit Jaya', 'Phone number  06-284-3684', 'Zip code  75400', 'Country calling code  +60', 'Country  Malaysia']",No. 355-1,City:  Taman Peringgit Jaya,Peringgit Jaya,06-284-3684,75400,+60,Malaysia,"No. 355-1, City:  Taman Peringgit Jaya, Peringgit Jaya"
"['Street:  1 Jalan Margosa 1 Taman Bukit Margosa Paroi', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  (606) 6013181', 'Zip code  70400', 'Country calling code  +60', 'Country  Malaysia']",1 Jalan Margosa 1 Taman Bukit Margosa Paroi,Seremban,Negeri Sembilan,(606) 6013181,70400,+60,Malaysia,"1 Jalan Margosa 1 Taman Bukit Margosa Paroi, Seremban, Negeri Sembilan"
"['Street:  2 77 Jln Medan Bunus', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032691-2598', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",2 77 Jln Medan Bunus,Kuala Lumpur,Wilayah Persekutuan,032691-2598,50100,+60,Malaysia,"2 77 Jln Medan Bunus, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Fortune Park, Tanjong Batu Road,', 'City:   Bintulu', 'State/province/area:    Sarawak', 'Phone number  +60 (0)86 330566', 'Zip code  97000', 'Country calling code  +60', 'Country  Malaysia']","Fortune Park, Tanjong Batu Road,",Bintulu,Sarawak,+60 (0)86 330566,97000,+60,Malaysia,"Fortune Park, Tanjong Batu Road,, Bintulu, Sarawak"
"['Street:  Jalan SS7/2, Kelana Jaya,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-7492-0953', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']","Jalan SS7/2, Kelana Jaya,",Petaling Jaya,Selangor,03-7492-0953,47301,+60,Malaysia,"Jalan SS7/2, Kelana Jaya,, Petaling Jaya, Selangor"
"['Street:  43 Psn Raja Muda Musa Pelabuhan Pelabuhan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033168-4439', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",43 Psn Raja Muda Musa Pelabuhan Pelabuhan,Klang,Selangor,033168-4439,42000,+60,Malaysia,"43 Psn Raja Muda Musa Pelabuhan Pelabuhan, Klang, Selangor"
"['Street:  Seksyen 1, Seri Kembangan, .', 'City:   Seri Kembangan', 'State/province/area:    Selangor', 'Phone number  (6012)-2030226/(603)-89431218', 'Zip code  43300', 'Country calling code  +60', 'Country  Malaysia']","Seksyen 1, Seri Kembangan, .",Seri Kembangan,Selangor,(6012)-2030226/(603)-89431218,43300,+60,Malaysia,"Seksyen 1, Seri Kembangan, ., Seri Kembangan, Selangor"
"['Street:  Taman Nagasari, Kawasan Perusahaan Perai 3,', 'City:   Perai', 'State/province/area:    Pulau Pinang', 'Phone number  +60 (0)4 399-7538', 'Zip code  13600', 'Country calling code  +60', 'Country  Malaysia']","Taman Nagasari, Kawasan Perusahaan Perai 3,",Perai,Pulau Pinang,+60 (0)4 399-7538,13600,+60,Malaysia,"Taman Nagasari, Kawasan Perusahaan Perai 3,, Perai, Pulau Pinang"
"['Street:  536 TKT 1 Jln Haruan 4/6 Oakland Commercial Centre', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  (606) 6087587', 'Zip code  70300', 'Country calling code  +60', 'Country  Malaysia']",536 TKT 1 Jln Haruan 4/6 Oakland Commercial Centre,Seremban,Negeri Sembilan,(606) 6087587,70300,+60,Malaysia,"536 TKT 1 Jln Haruan 4/6 Oakland Commercial Centre, Seremban, Negeri Sembilan"
"['Street:  7 Jln 20/14 Seksyen 20 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037874-8040', 'Zip code  46300', 'Country calling code  +60', 'Country  Malaysia']",7 Jln 20/14 Seksyen 20 Petaling Jaya,Petaling Jaya,Selangor,037874-8040,46300,+60,Malaysia,"7 Jln 20/14 Seksyen 20 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  C-6-06 RITZE PERDANA JALAN PJU 8/2', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60377255577', 'Zip code  47820', 'Country calling code  +60', 'Country  Malaysia']",C-6-06 RITZE PERDANA JALAN PJU 8/2,Petaling Jaya,Selangor,60377255577,47820,+60,Malaysia,"C-6-06 RITZE PERDANA JALAN PJU 8/2, Petaling Jaya, Selangor"
"['Street:  3 9 Jln 7/70A Sri Hartamas', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036203-3611', 'Zip code  50480', 'Country calling code  +60', 'Country  Malaysia']",3 9 Jln 7/70A Sri Hartamas,Kuala Lumpur,Wilayah Persekutuan,036203-3611,50480,+60,Malaysia,"3 9 Jln 7/70A Sri Hartamas, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  9Th Floor Mayang Court Jln Mayang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032166-3288', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",9Th Floor Mayang Court Jln Mayang,Kuala Lumpur,Wilayah Persekutuan,032166-3288,50450,+60,Malaysia,"9Th Floor Mayang Court Jln Mayang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1 Blok A Megan Phoenix Jln Cheras Km 10', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039100-2374', 'Zip code  56000', 'Country calling code  +60', 'Country  Malaysia']",1 Blok A Megan Phoenix Jln Cheras Km 10,Kuala Lumpur,Wilayah Persekutuan,039100-2374,56000,+60,Malaysia,"1 Blok A Megan Phoenix Jln Cheras Km 10, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2 197 Jln Tuanku Abdul Rahman', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032691-2088', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",2 197 Jln Tuanku Abdul Rahman,Kuala Lumpur,Wilayah Persekutuan,032691-2088,50100,+60,Malaysia,"2 197 Jln Tuanku Abdul Rahman, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No 59 Jalan Taman Mewah 19 Taman Mewah Sg Chua', 'City:  Kajang', 'State/province/area:    Selangor', 'Phone number  (603) 22931176', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",No 59 Jalan Taman Mewah 19 Taman Mewah Sg Chua,City:  Kajang,Selangor,(603) 22931176,43000,+60,Malaysia,"No 59 Jalan Taman Mewah 19 Taman Mewah Sg Chua, City:  Kajang, Selangor"
"['Street:  No. 26B Jalan Tun Abdul Razak Surut 1', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07223-0934', 'Zip code  80000', 'Country calling code  +60', 'Country  Malaysia']",No. 26B Jalan Tun Abdul Razak Surut 1,Johor Bahru,Johor,07223-0934,80000,+60,Malaysia,"No. 26B Jalan Tun Abdul Razak Surut 1, Johor Bahru, Johor"
"['Street:  USJ', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  60122848779', 'Zip code  47610', 'Country calling code  +60', 'Country  Malaysia']",USJ,Subang Jaya,Selangor,60122848779,47610,+60,Malaysia,"USJ, Subang Jaya, Selangor"
"['Street:  1 Malayan Mansion Jln Mesjid India', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032698-8587', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",1 Malayan Mansion Jln Mesjid India,Kuala Lumpur,Wilayah Persekutuan,032698-8587,50100,+60,Malaysia,"1 Malayan Mansion Jln Mesjid India, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Lg Kompleks Niaga Utama Jln 3/82B Bangsar Utama Malay', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032282-5386', 'Zip code  59000', 'Country calling code  +60', 'Country  Malaysia']",Lg Kompleks Niaga Utama Jln 3/82B Bangsar Utama Malay,Kuala Lumpur,Wilayah Persekutuan,032282-5386,59000,+60,Malaysia,"Lg Kompleks Niaga Utama Jln 3/82B Bangsar Utama Malay, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  34 Jln Tanjung Sd 13/1 Taman Sri Damansara', 'City:  Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  603-62728760', 'Zip code  52200', 'Country calling code  +60', 'Country  Malaysia']",34 Jln Tanjung Sd 13/1 Taman Sri Damansara,City:  Kuala Lumpur,Wilayah Persekutuan,603-62728760,52200,+60,Malaysia,"34 Jln Tanjung Sd 13/1 Taman Sri Damansara, City:  Kuala Lumpur, Wilayah Persekutuan"
"['Street:  G 10 Jln Hang Kasturi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032026-2171', 'Zip code  50050', 'Country calling code  +60', 'Country  Malaysia']",G 10 Jln Hang Kasturi,Kuala Lumpur,Wilayah Persekutuan,032026-2171,50050,+60,Malaysia,"G 10 Jln Hang Kasturi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 87 Kawasan Perindustrian Ringan', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06678-6462', 'Zip code  70450', 'Country calling code  +60', 'Country  Malaysia']",No. 87 Kawasan Perindustrian Ringan,Seremban,Negeri Sembilan,06678-6462,70450,+60,Malaysia,"No. 87 Kawasan Perindustrian Ringan, Seremban, Negeri Sembilan"
"['Street:  G 8 Jln Bakti Rapat Setia', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05313-6719', 'Zip code  31350', 'Country calling code  +60', 'Country  Malaysia']",G 8 Jln Bakti Rapat Setia,Ipoh,Perak,05313-6719,31350,+60,Malaysia,"G 8 Jln Bakti Rapat Setia, Ipoh, Perak"
"['Street:  2 Wisma Central Jln Ampang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032161-9354', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",2 Wisma Central Jln Ampang,Kuala Lumpur,Wilayah Persekutuan,032161-9354,50450,+60,Malaysia,"2 Wisma Central Jln Ampang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  3/3, Desa Sri Hartamas,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-4251-7251', 'Zip code  50480', 'Country calling code  +60', 'Country  Malaysia']","3/3, Desa Sri Hartamas,",Kuala Lumpur,Wilayah Persekutuan,03-4251-7251,50480,+60,Malaysia,"3/3, Desa Sri Hartamas,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  G 15 Jln Tapah Kaw 18', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033341-1386', 'Zip code  41400', 'Country calling code  +60', 'Country  Malaysia']",G 15 Jln Tapah Kaw 18,Klang,Selangor,033341-1386,41400,+60,Malaysia,"G 15 Jln Tapah Kaw 18, Klang, Selangor"
"['Street:  4 Jln Balau Taman Meru Jaya Meru', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033392-7156', 'Zip code  41050', 'Country calling code  +60', 'Country  Malaysia']",4 Jln Balau Taman Meru Jaya Meru,Klang,Selangor,033392-7156,41050,+60,Malaysia,"4 Jln Balau Taman Meru Jaya Meru, Klang, Selangor"
"['Street:  G Nova Hotel Jln Alor Kuala Lumpur', 'City:   Wilayah Persekutuan', 'State/province/area:    Wilayah Persekutuan', 'Phone number  60321434040', 'Zip code  50200', 'Country calling code  +60', 'Country  Malaysia']",G Nova Hotel Jln Alor Kuala Lumpur,Wilayah Persekutuan,Wilayah Persekutuan,60321434040,50200,+60,Malaysia,"G Nova Hotel Jln Alor Kuala Lumpur, Wilayah Persekutuan, Wilayah Persekutuan"
"['Street:  83, Jalan SS 15/5A,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-5142-0614', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']","83, Jalan SS 15/5A,",Petaling Jaya,Selangor,03-5142-0614,47500,+60,Malaysia,"83, Jalan SS 15/5A,, Petaling Jaya, Selangor"
"['Street:  Jalan SS 23/11, Taman SEA,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-5104-2751', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']","Jalan SS 23/11, Taman SEA,",Petaling Jaya,Selangor,03-5104-2751,47400,+60,Malaysia,"Jalan SS 23/11, Taman SEA,, Petaling Jaya, Selangor"
"['Street:  46-G Jln 5 Off Jln Chan Sow Lin', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039223-8529', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",46-G Jln 5 Off Jln Chan Sow Lin,Kuala Lumpur,Wilayah Persekutuan,039223-8529,55200,+60,Malaysia,"46-G Jln 5 Off Jln Chan Sow Lin, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Wisma Consplant 1, No. 2 Jalan Ss 16/4,', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 7982-4646', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']","Wisma Consplant 1, No. 2 Jalan Ss 16/4,",Subang Jaya,Selangor,+60 (0)3 7982-4646,47500,+60,Malaysia,"Wisma Consplant 1, No. 2 Jalan Ss 16/4,, Subang Jaya, Selangor"
"['Street:  5 Lrg Raja Bot', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032694-4193', 'Zip code  50300', 'Country calling code  +60', 'Country  Malaysia']",5 Lrg Raja Bot,Kuala Lumpur,Wilayah Persekutuan,032694-4193,50300,+60,Malaysia,"5 Lrg Raja Bot, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  36 Jalan Sultan', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032078-7844', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']",36 Jalan Sultan,Kuala Lumpur,Wilayah Persekutuan,032078-7844,50000,+60,Malaysia,"36 Jalan Sultan, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  B 10 Jln Kancil', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032142-6388', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",B 10 Jln Kancil,Kuala Lumpur,Wilayah Persekutuan,032142-6388,55100,+60,Malaysia,"B 10 Jln Kancil, Kuala Lumpur, Wilayah Persekutuan"
