Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  No. 38, Jalan SS2/75,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-7875-7270', 'Zip code  47300', 'Country calling code  +60', 'Country  Malaysia']","No. 38, Jalan SS2/75,",Petaling Jaya,Selangor,03-7875-7270,47300,+60,Malaysia,"No. 38, Jalan SS2/75,, Petaling Jaya, Selangor"
"['Street:  Sk Sementa Jln Kapar Batu 6 Rantau Panjang Rantau Panjang Kelantan Malays', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033290-6718', 'Zip code  42100', 'Country calling code  +60', 'Country  Malaysia']",Sk Sementa Jln Kapar Batu 6 Rantau Panjang Rantau Panjang Kelantan Malays,Klang,Selangor,033290-6718,42100,+60,Malaysia,"Sk Sementa Jln Kapar Batu 6 Rantau Panjang Rantau Panjang Kelantan Malays, Klang, Selangor"
"['Street:  Jln 1/3C, Seksyen 1, Sgr', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  013-3932147', 'Zip code  43650', 'Country calling code  +60', 'Country  Malaysia']","Jln 1/3C, Seksyen 1, Sgr",Kajang,Selangor,013-3932147,43650,+60,Malaysia,"Jln 1/3C, Seksyen 1, Sgr, Kajang, Selangor"
"['Street:  No 69 Jalan 15/5A Subang Jaya', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  60356345683', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']",No 69 Jalan 15/5A Subang Jaya,Subang Jaya,Selangor,60356345683,47500,+60,Malaysia,"No 69 Jalan 15/5A Subang Jaya, Subang Jaya, Selangor"
"['Street:  Block E2, Jalan PJU 1/42A Dataran Prima,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  603 7805 1149', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']","Block E2, Jalan PJU 1/42A Dataran Prima,",Petaling Jaya,Selangor,603 7805 1149,47301,+60,Malaysia,"Block E2, Jalan PJU 1/42A Dataran Prima,, Petaling Jaya, Selangor"
"['Street:  20 Jalan Sungai Kapar Indah 3H', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 32919276', 'Zip code  42200', 'Country calling code  +60', 'Country  Malaysia']",20 Jalan Sungai Kapar Indah 3H,Klang,Selangor,(603) 32919276,42200,+60,Malaysia,"20 Jalan Sungai Kapar Indah 3H, Klang, Selangor"
"['Street:  Perak Turf Club Stable 8 Jln Tambun', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  44241-6044', 'Zip code  30350', 'Country calling code  +60', 'Country  Malaysia']",Perak Turf Club Stable 8 Jln Tambun,Ipoh,Perak,44241-6044,30350,+60,Malaysia,"Perak Turf Club Stable 8 Jln Tambun, Ipoh, Perak"
"['Street:  M 61 Jln Dato Haji Eusoff Kuala Lumpur', 'City:   Wilayah Persekutuan', 'State/province/area:    Wilayah Persekutuan', 'Phone number  60340411423', 'Zip code  50400', 'Country calling code  +60', 'Country  Malaysia']",M 61 Jln Dato Haji Eusoff Kuala Lumpur,Wilayah Persekutuan,Wilayah Persekutuan,60340411423,50400,+60,Malaysia,"M 61 Jln Dato Haji Eusoff Kuala Lumpur, Wilayah Persekutuan, Wilayah Persekutuan"
"['Street:  Taman Perindustrian USJ 1,, Selangor Darul Ehsan', 'City:  Malaysia', 'State/province/area:    Subang Jaya', 'Phone number  80231251', 'Zip code  47600', 'Country calling code  +60', 'Country  Malaysia']","Taman Perindustrian USJ 1,, Selangor Darul Ehsan",City:  Malaysia,Subang Jaya,80231251,47600,+60,Malaysia,"Taman Perindustrian USJ 1,, Selangor Darul Ehsan, City:  Malaysia, Subang Jaya"
"['Street:  11 Jln Pjs 11/18 Taman Bandar Sunway Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  035634-9789', 'Zip code  46150', 'Country calling code  +60', 'Country  Malaysia']",11 Jln Pjs 11/18 Taman Bandar Sunway Petaling Jaya,Petaling Jaya,Selangor,035634-9789,46150,+60,Malaysia,"11 Jln Pjs 11/18 Taman Bandar Sunway Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  L2 Block J Ground Floor Kompleks Lien Hoe', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07331-6477', 'Zip code  80150', 'Country calling code  +60', 'Country  Malaysia']",L2 Block J Ground Floor Kompleks Lien Hoe,Johor Bahru,Johor,07331-6477,80150,+60,Malaysia,"L2 Block J Ground Floor Kompleks Lien Hoe, Johor Bahru, Johor"
"['Street:  L3 02 3Rd Floor Shaw Parade Jalan Changkat Thambi Dollah Off Jalan Pudu Ma', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032148-5189', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",L3 02 3Rd Floor Shaw Parade Jalan Changkat Thambi Dollah Off Jalan Pudu Ma,Kuala Lumpur,Wilayah Persekutuan,032148-5189,55100,+60,Malaysia,"L3 02 3Rd Floor Shaw Parade Jalan Changkat Thambi Dollah Off Jalan Pudu Ma, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 166 1A 1St Floorjalan Loke Yew', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039221-0950', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",No. 166 1A 1St Floorjalan Loke Yew,Kuala Lumpur,Wilayah Persekutuan,039221-0950,55200,+60,Malaysia,"No. 166 1A 1St Floorjalan Loke Yew, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  17A Lorong Raja Bot', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033351-7435', 'Zip code  41400', 'Country calling code  +60', 'Country  Malaysia']",17A Lorong Raja Bot,Klang,Selangor,033351-7435,41400,+60,Malaysia,"17A Lorong Raja Bot, Klang, Selangor"
"['Street:  Lorong Mahkota 2D, Bandar Baru Klang,', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  +60 (0)6 335-6822', 'Zip code  41150', 'Country calling code  +60', 'Country  Malaysia']","Lorong Mahkota 2D, Bandar Baru Klang,",Klang,Selangor,+60 (0)6 335-6822,41150,+60,Malaysia,"Lorong Mahkota 2D, Bandar Baru Klang,, Klang, Selangor"
"['Street:  459B Tingkat 2 Jalan Pudu', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 5296488', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",459B Tingkat 2 Jalan Pudu,Kuala Lumpur,Wilayah Persekutuan,(603) 5296488,55100,+60,Malaysia,"459B Tingkat 2 Jalan Pudu, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  5 Wisma Tan Kim San Jln Wilayah Persekutuan', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  034044-3846', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",5 Wisma Tan Kim San Jln Wilayah Persekutuan,Ipoh,Perak,034044-3846,51200,+60,Malaysia,"5 Wisma Tan Kim San Jln Wilayah Persekutuan, Ipoh, Perak"
"['Street:  Suite No. 1605 16Th Floor Campbell Complex No. 98 Jalan Dang Wangi Malaysi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032698-0749', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",Suite No. 1605 16Th Floor Campbell Complex No. 98 Jalan Dang Wangi Malaysi,Kuala Lumpur,Wilayah Persekutuan,032698-0749,50100,+60,Malaysia,"Suite No. 1605 16Th Floor Campbell Complex No. 98 Jalan Dang Wangi Malaysi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  320 1st Floor Jalan Sekama', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  (608) 2484191', 'Zip code  93300', 'Country calling code  +60', 'Country  Malaysia']",320 1st Floor Jalan Sekama,Kuching,Sarawak,(608) 2484191,93300,+60,Malaysia,"320 1st Floor Jalan Sekama, Kuching, Sarawak"
"['Street:  No. 9 Jln Dedap 4 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07351-5630', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",No. 9 Jln Dedap 4 Taman Jaya,Johor Bahru,Johor,07351-5630,81100,+60,Malaysia,"No. 9 Jln Dedap 4 Taman Jaya, Johor Bahru, Johor"
"['Street:  Bank Pembangunan Jalan Saga 19, Taman Perindustrian Ringan Saga,', 'City:   Sungai Petani', 'State/province/area:    Kedah', 'Phone number  +60 (0)4 431-2748', 'Zip code  08000', 'Country calling code  +60', 'Country  Malaysia']","Bank Pembangunan Jalan Saga 19, Taman Perindustrian Ringan Saga,",Sungai Petani,Kedah,+60 (0)4 431-2748,08000,+60,Malaysia,"Bank Pembangunan Jalan Saga 19, Taman Perindustrian Ringan Saga,, Sungai Petani, Kedah"
"['Street:  9143 Jalan Bandar 4 Taman Melawati Hulu Kelang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 41080914', 'Zip code  53100', 'Country calling code  +60', 'Country  Malaysia']",9143 Jalan Bandar 4 Taman Melawati Hulu Kelang,Kuala Lumpur,Wilayah Persekutuan,(603) 41080914,53100,+60,Malaysia,"9143 Jalan Bandar 4 Taman Melawati Hulu Kelang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  33 Jln Sibu 17 Taman Wahyu', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036258-0370', 'Zip code  68100', 'Country calling code  +60', 'Country  Malaysia']",33 Jln Sibu 17 Taman Wahyu,Kuala Lumpur,Wilayah Persekutuan,036258-0370,68100,+60,Malaysia,"33 Jln Sibu 17 Taman Wahyu, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  39 Jln Segambut Pusat Taman Segambut', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036253-5297', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",39 Jln Segambut Pusat Taman Segambut,Kuala Lumpur,Wilayah Persekutuan,036253-5297,51200,+60,Malaysia,"39 Jln Segambut Pusat Taman Segambut, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Subang Light Industrial Park, USJ,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-5637-7689', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']","Subang Light Industrial Park, USJ,",Petaling Jaya,Selangor,03-5637-7689,47500,+60,Malaysia,"Subang Light Industrial Park, USJ,, Petaling Jaya, Selangor"
"['Street:  82 LBH Berangan Pelabuhan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 31687414', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",82 LBH Berangan Pelabuhan,Klang,Selangor,(603) 31687414,42000,+60,Malaysia,"82 LBH Berangan Pelabuhan, Klang, Selangor"
"['Street:  Jalan Sibu, Taman Wahyu,', 'City:   Batu Caves', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 6251-2786', 'Zip code  68100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Sibu, Taman Wahyu,",Batu Caves,Selangor,+60 (0)3 6251-2786,68100,+60,Malaysia,"Jalan Sibu, Taman Wahyu,, Batu Caves, Selangor"
"['Street:  13 Jln C M Yussof', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05243-1427', 'Zip code  30250', 'Country calling code  +60', 'Country  Malaysia']",13 Jln C M Yussof,Ipoh,Perak,05243-1427,30250,+60,Malaysia,"13 Jln C M Yussof, Ipoh, Perak"
"['Street:  9 JLN RIANG 23 TAMAN PERINDUSTRIAN GEMBIRA', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07334-3561', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",9 JLN RIANG 23 TAMAN PERINDUSTRIAN GEMBIRA,Johor Bahru,Johor,07334-3561,81200,+60,Malaysia,"9 JLN RIANG 23 TAMAN PERINDUSTRIAN GEMBIRA, Johor Bahru, Johor"
"['Street:  2 69 Jln Setia Bakti Bukit Damansara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03254-5655', 'Zip code  50490', 'Country calling code  +60', 'Country  Malaysia']",2 69 Jln Setia Bakti Bukit Damansara,Kuala Lumpur,Wilayah Persekutuan,03254-5655,50490,+60,Malaysia,"2 69 Jln Setia Bakti Bukit Damansara, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan 1/149J, Bandar Baru Sri Petaling,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-9059-2057', 'Zip code  57000', 'Country calling code  +60', 'Country  Malaysia']","Jalan 1/149J, Bandar Baru Sri Petaling,",Kuala Lumpur,Wilayah Persekutuan,03-9059-2057,57000,+60,Malaysia,"Jalan 1/149J, Bandar Baru Sri Petaling,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  9.3 9.4 Jalan Tun Abdul Razak Susur 1/1 Medan Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07224-2790', 'Zip code  80000', 'Country calling code  +60', 'Country  Malaysia']",9.3 9.4 Jalan Tun Abdul Razak Susur 1/1 Medan Jaya,Johor Bahru,Johor,07224-2790,80000,+60,Malaysia,"9.3 9.4 Jalan Tun Abdul Razak Susur 1/1 Medan Jaya, Johor Bahru, Johor"
"['Street:  1302 Jln Gombak Batu 6 1/4 Kampung Tengah Gombak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036188-0068', 'Zip code  53100', 'Country calling code  +60', 'Country  Malaysia']",1302 Jln Gombak Batu 6 1/4 Kampung Tengah Gombak,Kuala Lumpur,Wilayah Persekutuan,036188-0068,53100,+60,Malaysia,"1302 Jln Gombak Batu 6 1/4 Kampung Tengah Gombak, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Lot 24 Tasek Industrial Estate Darul Ridzuan', 'City:  Ipoh', 'State/province/area:    Perak', 'Phone number  05-5452476', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",Lot 24 Tasek Industrial Estate Darul Ridzuan,City:  Ipoh,Perak,05-5452476,31400,+60,Malaysia,"Lot 24 Tasek Industrial Estate Darul Ridzuan, City:  Ipoh, Perak"
"['Street:  60 Jalan Telok Sisek', 'City:   Kuantan', 'State/province/area:    Pahang', 'Phone number  609524497', 'Zip code  25000', 'Country calling code  +60', 'Country  Malaysia']",60 Jalan Telok Sisek,Kuantan,Pahang,609524497,25000,+60,Malaysia,"60 Jalan Telok Sisek, Kuantan, Pahang"
"['Street:  No. 61 Jln 109E Taman Desa', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037981-7243', 'Zip code  58100', 'Country calling code  +60', 'Country  Malaysia']",No. 61 Jln 109E Taman Desa,Kuala Lumpur,Wilayah Persekutuan,037981-7243,58100,+60,Malaysia,"No. 61 Jln 109E Taman Desa, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Industri Temerloh, Temerloh Industrial Park,', 'City:   Mentakab', 'State/province/area:    Pahang', 'Phone number  +60 (0)9 277-2849', 'Zip code  28400', 'Country calling code  +60', 'Country  Malaysia']","Jalan Industri Temerloh, Temerloh Industrial Park,",Mentakab,Pahang,+60 (0)9 277-2849,28400,+60,Malaysia,"Jalan Industri Temerloh, Temerloh Industrial Park,, Mentakab, Pahang"
"['Street:  2 Ue3 Shopping Complex Jln Loke Yew Taman Miharja Mal', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039287-0612', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",2 Ue3 Shopping Complex Jln Loke Yew Taman Miharja Mal,Kuala Lumpur,Wilayah Persekutuan,039287-0612,55200,+60,Malaysia,"2 Ue3 Shopping Complex Jln Loke Yew Taman Miharja Mal, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 58 Jln Pasar Kaw 18', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033343-1733', 'Zip code  41400', 'Country calling code  +60', 'Country  Malaysia']",No. 58 Jln Pasar Kaw 18,Klang,Selangor,033343-1733,41400,+60,Malaysia,"No. 58 Jln Pasar Kaw 18, Klang, Selangor"
"['Street:  1332-A Off Jalan Bayam', 'City:   Kota Bharu', 'State/province/area:    Kelantan', 'Phone number  6097472325', 'Zip code  15200', 'Country calling code  +60', 'Country  Malaysia']",1332-A Off Jalan Bayam,Kota Bharu,Kelantan,6097472325,15200,+60,Malaysia,"1332-A Off Jalan Bayam, Kota Bharu, Kelantan"
"['Street:  SM Gengatharan No 34 Jalan Tun Sambanthan 3', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (243) 22734624', 'Zip code  50470', 'Country calling code  +60', 'Country  Malaysia']",SM Gengatharan No 34 Jalan Tun Sambanthan 3,Kuala Lumpur,Wilayah Persekutuan,(243) 22734624,50470,+60,Malaysia,"SM Gengatharan No 34 Jalan Tun Sambanthan 3, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan SS 24/11, Taman Megah,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-7804-3424', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']","Jalan SS 24/11, Taman Megah,",Petaling Jaya,Selangor,03-7804-3424,47301,+60,Malaysia,"Jalan SS 24/11, Taman Megah,, Petaling Jaya, Selangor"
"['Street:  1 Hentian Puduraya Jln Pudu', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032026-5175', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",1 Hentian Puduraya Jln Pudu,Kuala Lumpur,Wilayah Persekutuan,032026-5175,55100,+60,Malaysia,"1 Hentian Puduraya Jln Pudu, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  38 Jalan Limbok Atas', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06763-0144', 'Zip code  70200', 'Country calling code  +60', 'Country  Malaysia']",38 Jalan Limbok Atas,Seremban,Negeri Sembilan,06763-0144,70200,+60,Malaysia,"38 Jalan Limbok Atas, Seremban, Negeri Sembilan"
"['Street:  6 Lebuh Bercham 1/6 Taman Seri Bercham', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (648) 5557348', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",6 Lebuh Bercham 1/6 Taman Seri Bercham,Ipoh,Perak,(648) 5557348,31400,+60,Malaysia,"6 Lebuh Bercham 1/6 Taman Seri Bercham, Ipoh, Perak"
"['Street:  No. 4743 Jln Telaga Air Butterworth', 'City:   Butterworth', 'State/province/area:    Pulau Pinang', 'Phone number  6043311919', 'Zip code  12200', 'Country calling code  +60', 'Country  Malaysia']",No. 4743 Jln Telaga Air Butterworth,Butterworth,Pulau Pinang,6043311919,12200,+60,Malaysia,"No. 4743 Jln Telaga Air Butterworth, Butterworth, Pulau Pinang"
"['Street:  30th Floor UOA Centre Business Suite Jalan Pinang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 21629696', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",30th Floor UOA Centre Business Suite Jalan Pinang,Kuala Lumpur,Wilayah Persekutuan,(603) 21629696,50450,+60,Malaysia,"30th Floor UOA Centre Business Suite Jalan Pinang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  B 649/1 Jln Batu 4 Wilayah Persekutuan', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  036258-1443', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",B 649/1 Jln Batu 4 Wilayah Persekutuan,Ipoh,Perak,036258-1443,51200,+60,Malaysia,"B 649/1 Jln Batu 4 Wilayah Persekutuan, Ipoh, Perak"
"['Street:  39 Jalan Mendaling', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  618736-0761', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",39 Jalan Mendaling,Kajang,Selangor,618736-0761,43000,+60,Malaysia,"39 Jalan Mendaling, Kajang, Selangor"
"['Street:  19 Jln Dato Yusuf Shahbudin 28 Tmn Sentosa', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 51628320', 'Zip code  41200', 'Country calling code  +60', 'Country  Malaysia']",19 Jln Dato Yusuf Shahbudin 28 Tmn Sentosa,Klang,Selangor,(603) 51628320,41200,+60,Malaysia,"19 Jln Dato Yusuf Shahbudin 28 Tmn Sentosa, Klang, Selangor"
"['Street:  The Mines Shop. Fair, Jalan Dulang Of Jalan Balakong,', 'City:   Seri Kembangan', 'State/province/area:    Selangor', 'Phone number  +60 (0)89 967773', 'Zip code  43300', 'Country calling code  +60', 'Country  Malaysia']","The Mines Shop. Fair, Jalan Dulang Of Jalan Balakong,",Seri Kembangan,Selangor,+60 (0)89 967773,43300,+60,Malaysia,"The Mines Shop. Fair, Jalan Dulang Of Jalan Balakong,, Seri Kembangan, Selangor"
"['Street:  92 1 Jalan Dato Bandar Tunggal', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06763-2030', 'Zip code  70200', 'Country calling code  +60', 'Country  Malaysia']",92 1 Jalan Dato Bandar Tunggal,Seremban,Negeri Sembilan,06763-2030,70200,+60,Malaysia,"92 1 Jalan Dato Bandar Tunggal, Seremban, Negeri Sembilan"
"['Street:  57A 1 Jln Ibrahim Sultan Kampung Stulang', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  04922-9149', 'Zip code  80300', 'Country calling code  +60', 'Country  Malaysia']",57A 1 Jln Ibrahim Sultan Kampung Stulang,Johor Bahru,Johor,04922-9149,80300,+60,Malaysia,"57A 1 Jln Ibrahim Sultan Kampung Stulang, Johor Bahru, Johor"
"['Street:  Suite 8 11 5 Tingkat 11 Menara Mutiara Bangsar Jalan Liku Off Jalan Riong', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032287-2549', 'Zip code  59100', 'Country calling code  +60', 'Country  Malaysia']",Suite 8 11 5 Tingkat 11 Menara Mutiara Bangsar Jalan Liku Off Jalan Riong,Kuala Lumpur,Wilayah Persekutuan,032287-2549,59100,+60,Malaysia,"Suite 8 11 5 Tingkat 11 Menara Mutiara Bangsar Jalan Liku Off Jalan Riong, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  78 Jln Kampar', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05243-2078', 'Zip code  30250', 'Country calling code  +60', 'Country  Malaysia']",78 Jln Kampar,Ipoh,Perak,05243-2078,30250,+60,Malaysia,"78 Jln Kampar, Ipoh, Perak"
"['Street:  Bayan Lepas Ftz, Phase Iv,', 'City:   Bayan Lepas', 'State/province/area:    Pulau Pinang', 'Phone number  +60 (0)3 5637-6165', 'Zip code  11900', 'Country calling code  +60', 'Country  Malaysia']","Bayan Lepas Ftz, Phase Iv,",Bayan Lepas,Pulau Pinang,+60 (0)3 5637-6165,11900,+60,Malaysia,"Bayan Lepas Ftz, Phase Iv,, Bayan Lepas, Pulau Pinang"
"['Street:  2 Jln Bandar 11 Taman Melawati Hulu', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  034107-3086', 'Zip code  53100', 'Country calling code  +60', 'Country  Malaysia']",2 Jln Bandar 11 Taman Melawati Hulu,Klang,Selangor,034107-3086,53100,+60,Malaysia,"2 Jln Bandar 11 Taman Melawati Hulu, Klang, Selangor"
"['Street:  Lorong Kilang 13, Tupai Light Industrial Area,', 'City:   Taiping', 'State/province/area:    Perak', 'Phone number  +60 (0)5 806-8836', 'Zip code  34000', 'Country calling code  +60', 'Country  Malaysia']","Lorong Kilang 13, Tupai Light Industrial Area,",Taiping,Perak,+60 (0)5 806-8836,34000,+60,Malaysia,"Lorong Kilang 13, Tupai Light Industrial Area,, Taiping, Perak"
"['Street:  49 Jln 1/119 Taman Bukit Hijau', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039132-9591', 'Zip code  56000', 'Country calling code  +60', 'Country  Malaysia']",49 Jln 1/119 Taman Bukit Hijau,Kuala Lumpur,Wilayah Persekutuan,039132-9591,56000,+60,Malaysia,"49 Jln 1/119 Taman Bukit Hijau, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Tanjung Batu Comm. Centre, Jalan Tanjung Batu,', 'City:   Bintulu', 'State/province/area:    Sarawak', 'Phone number  +60 (0)86 318270', 'Zip code  97000', 'Country calling code  +60', 'Country  Malaysia']","Tanjung Batu Comm. Centre, Jalan Tanjung Batu,",Bintulu,Sarawak,+60 (0)86 318270,97000,+60,Malaysia,"Tanjung Batu Comm. Centre, Jalan Tanjung Batu,, Bintulu, Sarawak"
"['Street:  Jalan Kristal 3/2, Taman Kristal Fasa 2,', 'City:   Sungai Petani', 'State/province/area:    Kedah', 'Phone number  +60 (0)4 431-0514', 'Zip code  08000', 'Country calling code  +60', 'Country  Malaysia']","Jalan Kristal 3/2, Taman Kristal Fasa 2,",Sungai Petani,Kedah,+60 (0)4 431-0514,08000,+60,Malaysia,"Jalan Kristal 3/2, Taman Kristal Fasa 2,, Sungai Petani, Kedah"
"['Street:  78-80 Jalan Telok Sisek', 'City:   Kuantan', 'State/province/area:    Pahang', 'Phone number  6095520962', 'Zip code  25000', 'Country calling code  +60', 'Country  Malaysia']",78-80 Jalan Telok Sisek,Kuantan,Pahang,6095520962,25000,+60,Malaysia,"78-80 Jalan Telok Sisek, Kuantan, Pahang"
"['Street:  No. 94 Luh Portland Kawasan Perindustrian Tasek', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05291-1614', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",No. 94 Luh Portland Kawasan Perindustrian Tasek,Ipoh,Perak,05291-1614,31400,+60,Malaysia,"No. 94 Luh Portland Kawasan Perindustrian Tasek, Ipoh, Perak"
"['Street:  191-A, Pekan Jitra 2,', 'City:   Jitra', 'State/province/area:    Kedah', 'Phone number  +60 (0)3 5162-4837', 'Zip code  06000', 'Country calling code  +60', 'Country  Malaysia']","191-A, Pekan Jitra 2,",Jitra,Kedah,+60 (0)3 5162-4837,06000,+60,Malaysia,"191-A, Pekan Jitra 2,, Jitra, Kedah"
"['Street:  P.O Box 761', 'City:   Sandakan', 'State/province/area:    Sabah', 'Phone number  6089272975', 'Zip code  90708', 'Country calling code  +60', 'Country  Malaysia']",P.O Box 761,Sandakan,Sabah,6089272975,90708,+60,Malaysia,"P.O Box 761, Sandakan, Sabah"
"['Street:  2 Balai Bomba Jln Hang Tuah', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  579221-9357', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",2 Balai Bomba Jln Hang Tuah,Kuala Lumpur,Wilayah Persekutuan,579221-9357,55200,+60,Malaysia,"2 Balai Bomba Jln Hang Tuah, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  15 Tingkat 1 Taman Harapan Baru', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  (606) 6230152', 'Zip code  70300', 'Country calling code  +60', 'Country  Malaysia']",15 Tingkat 1 Taman Harapan Baru,Seremban,Negeri Sembilan,(606) 6230152,70300,+60,Malaysia,"15 Tingkat 1 Taman Harapan Baru, Seremban, Negeri Sembilan"
