Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  30 Lintasan Perajurit 20 Garden East', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 4047263', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",30 Lintasan Perajurit 20 Garden East,Ipoh,Perak,(605) 4047263,31400,+60,Malaysia,"30 Lintasan Perajurit 20 Garden East, Ipoh, Perak"
"['Street:  Mlo1328 Jln Skudai Batu 6', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  40236-1140', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",Mlo1328 Jln Skudai Batu 6,Johor Bahru,Johor,40236-1140,81200,+60,Malaysia,"Mlo1328 Jln Skudai Batu 6, Johor Bahru, Johor"
"['Street:  Plo 31 11 Jalan Firma 2/1 Kawasan Perindustrian Tebrau', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07354-2943', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",Plo 31 11 Jalan Firma 2/1 Kawasan Perindustrian Tebrau,Johor Bahru,Johor,07354-2943,81100,+60,Malaysia,"Plo 31 11 Jalan Firma 2/1 Kawasan Perindustrian Tebrau, Johor Bahru, Johor"
"['Street:  283 Jln Kampar', 'City:  Ipoh', 'State/province/area:    Perak', 'Phone number  605-2422259', 'Zip code  30250', 'Country calling code  +60', 'Country  Malaysia']",283 Jln Kampar,City:  Ipoh,Perak,605-2422259,30250,+60,Malaysia,"283 Jln Kampar, City:  Ipoh, Perak"
"['Street:  3A Jalan Bukit Kempas 4/2 Taman Bukit Kempas', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 2386870', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",3A Jalan Bukit Kempas 4/2 Taman Bukit Kempas,Johor Bahru,Johor,(607) 2386870,81200,+60,Malaysia,"3A Jalan Bukit Kempas 4/2 Taman Bukit Kempas, Johor Bahru, Johor"
"['Street:  6 Tpn Loke Yew', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039223-7992', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",6 Tpn Loke Yew,Kuala Lumpur,Wilayah Persekutuan,039223-7992,55200,+60,Malaysia,"6 Tpn Loke Yew, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No 80 Jalan Seroja 39 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3543585', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",No 80 Jalan Seroja 39 Taman Jaya,Johor Bahru,Johor,(607) 3543585,81100,+60,Malaysia,"No 80 Jalan Seroja 39 Taman Jaya, Johor Bahru, Johor"
"['Street:  10 Lorong Dungun Bukit Damansara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 20932158', 'Zip code  50490', 'Country calling code  +60', 'Country  Malaysia']",10 Lorong Dungun Bukit Damansara,Kuala Lumpur,Wilayah Persekutuan,(603) 20932158,50490,+60,Malaysia,"10 Lorong Dungun Bukit Damansara, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 36, C, Klang', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  03-3342 0658', 'Zip code  41050', 'Country calling code  +60', 'Country  Malaysia']","No. 36, C, Klang",Klang,Selangor,03-3342 0658,41050,+60,Malaysia,"No. 36, C, Klang, Klang, Selangor"
"['Street:  43-1, Lorong Ara Kiri Satu Lucky Garden Bangsar, Kul', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-20953896', 'Zip code  59100', 'Country calling code  +60', 'Country  Malaysia']","43-1, Lorong Ara Kiri Satu Lucky Garden Bangsar, Kul",Kuala Lumpur,Wilayah Persekutuan,03-20953896,59100,+60,Malaysia,"43-1, Lorong Ara Kiri Satu Lucky Garden Bangsar, Kul, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Tingkat 1, Lorong Tun Ismail 6,', 'City:   Kuantan', 'State/province/area:    Pahang', 'Phone number  +60 (0)9 568-9751', 'Zip code  25000', 'Country calling code  +60', 'Country  Malaysia']","Tingkat 1, Lorong Tun Ismail 6,",Kuantan,Pahang,+60 (0)9 568-9751,25000,+60,Malaysia,"Tingkat 1, Lorong Tun Ismail 6,, Kuantan, Pahang"
"['Street:  20 Jln 11/55C Taman Setiawangsa Hulu', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  034256-0697', 'Zip code  54200', 'Country calling code  +60', 'Country  Malaysia']",20 Jln 11/55C Taman Setiawangsa Hulu,Klang,Selangor,034256-0697,54200,+60,Malaysia,"20 Jln 11/55C Taman Setiawangsa Hulu, Klang, Selangor"
"['Street:  Lot , Jalan Bandar 4, Taman Melawati', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-41081651', 'Zip code  14855', 'Country calling code  +60', 'Country  Malaysia']","Lot , Jalan Bandar 4, Taman Melawati",Kuala Lumpur,Wilayah Persekutuan,03-41081651,14855,+60,Malaysia,"Lot , Jalan Bandar 4, Taman Melawati, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  57 Jalan SS 17/2C', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  (603) 56215152', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']",57 Jalan SS 17/2C,Petaling Jaya,Selangor,(603) 56215152,47500,+60,Malaysia,"57 Jalan SS 17/2C, Petaling Jaya, Selangor"
"['Street:  No. 4 Lorong Medan Tuanku Satu Medan Tuanku', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032691-6198', 'Zip code  50300', 'Country calling code  +60', 'Country  Malaysia']",No. 4 Lorong Medan Tuanku Satu Medan Tuanku,Kuala Lumpur,Wilayah Persekutuan,032691-6198,50300,+60,Malaysia,"No. 4 Lorong Medan Tuanku Satu Medan Tuanku, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  7 Semua House Lrg Bunus 6', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032691-7167', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",7 Semua House Lrg Bunus 6,Kuala Lumpur,Wilayah Persekutuan,032691-7167,50100,+60,Malaysia,"7 Semua House Lrg Bunus 6, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  134 Jln Tun H S Lee', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032078-2426', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']",134 Jln Tun H S Lee,Kuala Lumpur,Wilayah Persekutuan,032078-2426,50000,+60,Malaysia,"134 Jln Tun H S Lee, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  , Bayan Baru,', 'City:   Georgetown', 'State/province/area:    Pulau Pinang', 'Phone number  0174762223', 'Zip code  11900', 'Country calling code  +60', 'Country  Malaysia']",", Bayan Baru,",Georgetown,Pulau Pinang,0174762223,11900,+60,Malaysia,", Bayan Baru,, Georgetown, Pulau Pinang"
"['Street:  Vista Komanwell, Bukit Jalil,', 'City:   Sungai Buloh', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 7726-2535', 'Zip code  47000', 'Country calling code  +60', 'Country  Malaysia']","Vista Komanwell, Bukit Jalil,",Sungai Buloh,Selangor,+60 (0)3 7726-2535,47000,+60,Malaysia,"Vista Komanwell, Bukit Jalil,, Sungai Buloh, Selangor"
"['Street:  B 110 Jln Ss24/2 Ss24 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037806-3689', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']",B 110 Jln Ss24/2 Ss24 Petaling Jaya,Petaling Jaya,Selangor,037806-3689,47301,+60,Malaysia,"B 110 Jln Ss24/2 Ss24 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  16 Jln Dian 1 Taman Munshi Ibrahim', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07232-5327', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",16 Jln Dian 1 Taman Munshi Ibrahim,Johor Bahru,Johor,07232-5327,81200,+60,Malaysia,"16 Jln Dian 1 Taman Munshi Ibrahim, Johor Bahru, Johor"
"['Street:  26/27 Jln Dato Abdul Malek', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06762-4912', 'Zip code  70000', 'Country calling code  +60', 'Country  Malaysia']",26/27 Jln Dato Abdul Malek,Seremban,Negeri Sembilan,06762-4912,70000,+60,Malaysia,"26/27 Jln Dato Abdul Malek, Seremban, Negeri Sembilan"
"['Street:  5A 5 Jln Pju 1/42 Dataran Prima Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037808-2253', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']",5A 5 Jln Pju 1/42 Dataran Prima Petaling Jaya,Petaling Jaya,Selangor,037808-2253,47301,+60,Malaysia,"5A 5 Jln Pju 1/42 Dataran Prima Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  Jalan Petaling, Kuala Lumpur.,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-20701223', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']","Jalan Petaling, Kuala Lumpur.,",Kuala Lumpur,Wilayah Persekutuan,03-20701223,50000,+60,Malaysia,"Jalan Petaling, Kuala Lumpur.,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Centre Point G17A Luh Bandar Utama Bandar Utama Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037725-5423', 'Zip code  47800', 'Country calling code  +60', 'Country  Malaysia']",Centre Point G17A Luh Bandar Utama Bandar Utama Petaling Jaya,Petaling Jaya,Selangor,037725-5423,47800,+60,Malaysia,"Centre Point G17A Luh Bandar Utama Bandar Utama Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  11-B Jalan USJ 10/1C', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  (603) 56330812', 'Zip code  47620', 'Country calling code  +60', 'Country  Malaysia']",11-B Jalan USJ 10/1C,Subang Jaya,Selangor,(603) 56330812,47620,+60,Malaysia,"11-B Jalan USJ 10/1C, Subang Jaya, Selangor"
"['Street:  Lot Off 3/4 Mile Jalan Bercham', 'City:   Perak Darul Ridzuan', 'State/province/area:    Ipoh', 'Phone number  6055482750', 'Zip code  21251', 'Country calling code  +60', 'Country  Malaysia']",Lot Off 3/4 Mile Jalan Bercham,Perak Darul Ridzuan,Ipoh,6055482750,21251,+60,Malaysia,"Lot Off 3/4 Mile Jalan Bercham, Perak Darul Ridzuan, Ipoh"
"['Street:  Batu 8 1/2, Jalan , Batu Caves 68100', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  603-61387646', 'Zip code  17519', 'Country calling code  +60', 'Country  Malaysia']","Batu 8 1/2, Jalan , Batu Caves 68100",Ipoh,Perak,603-61387646,17519,+60,Malaysia,"Batu 8 1/2, Jalan , Batu Caves 68100, Ipoh, Perak"
"['Street:  Cafeteria Stesyen Keretapi Jln Dato Bandar Tunggal Negeri Sembi', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06764-3561', 'Zip code  70000', 'Country calling code  +60', 'Country  Malaysia']",Cafeteria Stesyen Keretapi Jln Dato Bandar Tunggal Negeri Sembi,Seremban,Negeri Sembilan,06764-3561,70000,+60,Malaysia,"Cafeteria Stesyen Keretapi Jln Dato Bandar Tunggal Negeri Sembi, Seremban, Negeri Sembilan"
"['Street:  1 41 Jln Pjs 11/9 Taman Bandar Sunway Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  035621-1021', 'Zip code  46150', 'Country calling code  +60', 'Country  Malaysia']",1 41 Jln Pjs 11/9 Taman Bandar Sunway Petaling Jaya,Petaling Jaya,Selangor,035621-1021,46150,+60,Malaysia,"1 41 Jln Pjs 11/9 Taman Bandar Sunway Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  Jalan Rebana, Kebun Teh,', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07-335-8290', 'Zip code  80250', 'Country calling code  +60', 'Country  Malaysia']","Jalan Rebana, Kebun Teh,",Johor Bahru,Johor,07-335-8290,80250,+60,Malaysia,"Jalan Rebana, Kebun Teh,, Johor Bahru, Johor"
"['Street:  Jalan Tun Abdul Razak, Taman Andalas Jaya,', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  +60 (0)82 257686', 'Zip code  41200', 'Country calling code  +60', 'Country  Malaysia']","Jalan Tun Abdul Razak, Taman Andalas Jaya,",Klang,Selangor,+60 (0)82 257686,41200,+60,Malaysia,"Jalan Tun Abdul Razak, Taman Andalas Jaya,, Klang, Selangor"
"['Street:  No. 40 Lorong Haji Taib 5 Off Jalan Raja Laut', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034044-1346', 'Zip code  50350', 'Country calling code  +60', 'Country  Malaysia']",No. 40 Lorong Haji Taib 5 Off Jalan Raja Laut,Kuala Lumpur,Wilayah Persekutuan,034044-1346,50350,+60,Malaysia,"No. 40 Lorong Haji Taib 5 Off Jalan Raja Laut, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Taman Perindustrian USJ1, ,', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  603-80237714', 'Zip code  47600', 'Country calling code  +60', 'Country  Malaysia']","Taman Perindustrian USJ1, ,",Subang Jaya,Selangor,603-80237714,47600,+60,Malaysia,"Taman Perindustrian USJ1, ,, Subang Jaya, Selangor"
"['Street:  15 Tingkat 1 Taman Harapan Baru', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  (606) 6230125', 'Zip code  70300', 'Country calling code  +60', 'Country  Malaysia']",15 Tingkat 1 Taman Harapan Baru,Seremban,Negeri Sembilan,(606) 6230125,70300,+60,Malaysia,"15 Tingkat 1 Taman Harapan Baru, Seremban, Negeri Sembilan"
"['Street:  S-11-G', 'City:  Menara Northam', 'State/province/area:    Jalan Sultan Ahmad Sh', 'Phone number  04-229-9070', 'Zip code  10050', 'Country calling code  +60', 'Country  Malaysia']",S-11-G,City:  Menara Northam,Jalan Sultan Ahmad Sh,04-229-9070,10050,+60,Malaysia,"S-11-G, City:  Menara Northam, Jalan Sultan Ahmad Sh"
"['Street:  G Putra Ria Apartment Blok 90 Jln Bangsar', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032282-3694', 'Zip code  59200', 'Country calling code  +60', 'Country  Malaysia']",G Putra Ria Apartment Blok 90 Jln Bangsar,Kuala Lumpur,Wilayah Persekutuan,032282-3694,59200,+60,Malaysia,"G Putra Ria Apartment Blok 90 Jln Bangsar, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  15 Jln 2/148A Taman Sungai Besi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037984-6053', 'Zip code  57100', 'Country calling code  +60', 'Country  Malaysia']",15 Jln 2/148A Taman Sungai Besi,Kuala Lumpur,Wilayah Persekutuan,037984-6053,57100,+60,Malaysia,"15 Jln 2/148A Taman Sungai Besi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  168 Jln Gasing Seksyen 5 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037782-8548', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",168 Jln Gasing Seksyen 5 Petaling Jaya,Petaling Jaya,Selangor,037782-8548,46000,+60,Malaysia,"168 Jln Gasing Seksyen 5 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  No. 84 Jln Rotan Off Jln Kg Attap', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032272-3043', 'Zip code  50460', 'Country calling code  +60', 'Country  Malaysia']",No. 84 Jln Rotan Off Jln Kg Attap,Kuala Lumpur,Wilayah Persekutuan,032272-3043,50460,+60,Malaysia,"No. 84 Jln Rotan Off Jln Kg Attap, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  12 BANGUNAN MABA JLN HANG JEBAT', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032078-0094', 'Zip code  50150', 'Country calling code  +60', 'Country  Malaysia']",12 BANGUNAN MABA JLN HANG JEBAT,Kuala Lumpur,Wilayah Persekutuan,032078-0094,50150,+60,Malaysia,"12 BANGUNAN MABA JLN HANG JEBAT, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  A 2 JLN BERANGAN PELABUHAN', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033168-6686', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",A 2 JLN BERANGAN PELABUHAN,Klang,Selangor,033168-6686,42000,+60,Malaysia,"A 2 JLN BERANGAN PELABUHAN, Klang, Selangor"
"['Street:  A 286 Jln Bandar 11 Taman Melawati Hulu', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  034105-5448', 'Zip code  53100', 'Country calling code  +60', 'Country  Malaysia']",A 286 Jln Bandar 11 Taman Melawati Hulu,Klang,Selangor,034105-5448,53100,+60,Malaysia,"A 286 Jln Bandar 11 Taman Melawati Hulu, Klang, Selangor"
"['Street:  No. 9179', 'City:   Jalan Besar', 'State/province/area:    Tasek Gelugor Penang', 'Phone number  04-573-3928', 'Zip code  13300', 'Country calling code  +60', 'Country  Malaysia']",No. 9179,Jalan Besar,Tasek Gelugor Penang,04-573-3928,13300,+60,Malaysia,"No. 9179, Jalan Besar, Tasek Gelugor Penang"
"['Street:  16 Jln Banting Pendamaran Pendamaran Pelabuhan Pelabuhan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033168-4664', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",16 Jln Banting Pendamaran Pendamaran Pelabuhan Pelabuhan,Klang,Selangor,033168-4664,42000,+60,Malaysia,"16 Jln Banting Pendamaran Pendamaran Pelabuhan Pelabuhan, Klang, Selangor"
"['Street:  5-4-2 Block 5 Jalan 2/127A Happy Garden', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 40412584', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",5-4-2 Block 5 Jalan 2/127A Happy Garden,Kuala Lumpur,Wilayah Persekutuan,(603) 40412584,58200,+60,Malaysia,"5-4-2 Block 5 Jalan 2/127A Happy Garden, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 36, C, Klang', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  03-3342 0636', 'Zip code  41050', 'Country calling code  +60', 'Country  Malaysia']","No. 36, C, Klang",Klang,Selangor,03-3342 0636,41050,+60,Malaysia,"No. 36, C, Klang, Klang, Selangor"
"['Street:  Bangunan Chan She Shu Yuen No. 172 Jalan Petaling', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032070-6526', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']",Bangunan Chan She Shu Yuen No. 172 Jalan Petaling,Kuala Lumpur,Wilayah Persekutuan,032070-6526,50000,+60,Malaysia,"Bangunan Chan She Shu Yuen No. 172 Jalan Petaling, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  TB3826', 'City:   Taman Sri Aman', 'State/province/area:    Jalan Apas', 'Phone number  089-91-2049', 'Zip code  91020', 'Country calling code  +60', 'Country  Malaysia']",TB3826,Taman Sri Aman,Jalan Apas,089-91-2049,91020,+60,Malaysia,"TB3826, Taman Sri Aman, Jalan Apas"
"['Street:  Jalan Tengku Ampuan Zabedah F9/f, Seksyen 9,', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  +60 (0)4 508-4786', 'Zip code  40100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Tengku Ampuan Zabedah F9/f, Seksyen 9,",Shah Alam,Selangor,+60 (0)4 508-4786,40100,+60,Malaysia,"Jalan Tengku Ampuan Zabedah F9/f, Seksyen 9,, Shah Alam, Selangor"
"['Street:  National Stadium Bukit Jalil, Sri Petaling,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-8994-1049', 'Zip code  57700', 'Country calling code  +60', 'Country  Malaysia']","National Stadium Bukit Jalil, Sri Petaling,",Kuala Lumpur,Wilayah Persekutuan,03-8994-1049,57700,+60,Malaysia,"National Stadium Bukit Jalil, Sri Petaling,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  314-B 2nd Floor Melawati Square Taman Melawati Hulu', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 41052519', 'Zip code  53100', 'Country calling code  +60', 'Country  Malaysia']",314-B 2nd Floor Melawati Square Taman Melawati Hulu,Klang,Selangor,(603) 41052519,53100,+60,Malaysia,"314-B 2nd Floor Melawati Square Taman Melawati Hulu, Klang, Selangor"
"['Street:  4 Dayabumi Blok Podium Jln Hishamuddin', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032691-9745', 'Zip code  50050', 'Country calling code  +60', 'Country  Malaysia']",4 Dayabumi Blok Podium Jln Hishamuddin,Kuala Lumpur,Wilayah Persekutuan,032691-9745,50050,+60,Malaysia,"4 Dayabumi Blok Podium Jln Hishamuddin, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  52 Kampung Mampas Tanjung Negeri Sembilan', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (606) 4581282', 'Zip code  71500', 'Country calling code  +60', 'Country  Malaysia']",52 Kampung Mampas Tanjung Negeri Sembilan,Ipoh,Perak,(606) 4581282,71500,+60,Malaysia,"52 Kampung Mampas Tanjung Negeri Sembilan, Ipoh, Perak"
"['Street:  No 76 Persiaran Raja Muda Musa, Pelabuhan , SGR', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  603-31682789', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']","No 76 Persiaran Raja Muda Musa, Pelabuhan , SGR",Klang,Selangor,603-31682789,42000,+60,Malaysia,"No 76 Persiaran Raja Muda Musa, Pelabuhan , SGR, Klang, Selangor"
"['Street:  42-1 Jalan Setiawangsa 11A Tmn Setiawangsa', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 42563358', 'Zip code  54200', 'Country calling code  +60', 'Country  Malaysia']",42-1 Jalan Setiawangsa 11A Tmn Setiawangsa,Kuala Lumpur,Wilayah Persekutuan,(603) 42563358,54200,+60,Malaysia,"42-1 Jalan Setiawangsa 11A Tmn Setiawangsa, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No 76 Persiaran Raja Muda Musa, Pelabuhan , SGR', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  603-31682767', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']","No 76 Persiaran Raja Muda Musa, Pelabuhan , SGR",Klang,Selangor,603-31682767,42000,+60,Malaysia,"No 76 Persiaran Raja Muda Musa, Pelabuhan , SGR, Klang, Selangor"
"['Street:  G 186A Jln Tun Abang Hj Openg Sibu', 'City:  Sibu', 'State/province/area:    Sarawak', 'Phone number  608-4326292', 'Zip code  96000', 'Country calling code  +60', 'Country  Malaysia']",G 186A Jln Tun Abang Hj Openg Sibu,City:  Sibu,Sarawak,608-4326292,96000,+60,Malaysia,"G 186A Jln Tun Abang Hj Openg Sibu, City:  Sibu, Sarawak"
"['Street:  No 5577 Jalan Hup Kee', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  (608) 2458057', 'Zip code  93250', 'Country calling code  +60', 'Country  Malaysia']",No 5577 Jalan Hup Kee,Kuching,Sarawak,(608) 2458057,93250,+60,Malaysia,"No 5577 Jalan Hup Kee, Kuching, Sarawak"
"['Street:  Taman Wangsa Permai , , Damansara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  168023636', 'Zip code  52200', 'Country calling code  +60', 'Country  Malaysia']","Taman Wangsa Permai , , Damansara",Kuala Lumpur,Wilayah Persekutuan,168023636,52200,+60,Malaysia,"Taman Wangsa Permai , , Damansara, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Belatuk 9, Bandar Puchong Jaya,', 'City:   Puchong', 'State/province/area:    Selangor', 'Phone number  +60 (0)5 547-3366', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Belatuk 9, Bandar Puchong Jaya,",Puchong,Selangor,+60 (0)5 547-3366,47100,+60,Malaysia,"Jalan Belatuk 9, Bandar Puchong Jaya,, Puchong, Selangor"
"['Street:  3 Lrg Kasawari 4A Taman Eng Ann', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033343-4329', 'Zip code  41150', 'Country calling code  +60', 'Country  Malaysia']",3 Lrg Kasawari 4A Taman Eng Ann,Klang,Selangor,033343-4329,41150,+60,Malaysia,"3 Lrg Kasawari 4A Taman Eng Ann, Klang, Selangor"
"['Street:  1 Institute Medical Research Jln Pahang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032691-4518', 'Zip code  53000', 'Country calling code  +60', 'Country  Malaysia']",1 Institute Medical Research Jln Pahang,Kuala Lumpur,Wilayah Persekutuan,032691-4518,53000,+60,Malaysia,"1 Institute Medical Research Jln Pahang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Denai 7, Tampoi,', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07-237-2922', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']","Jalan Denai 7, Tampoi,",Johor Bahru,Johor,07-237-2922,81200,+60,Malaysia,"Jalan Denai 7, Tampoi,, Johor Bahru, Johor"
"['Street:  Taman Kinrara, Jalan Puchong,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-7782-2427', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']","Taman Kinrara, Jalan Puchong,",Kuala Lumpur,Wilayah Persekutuan,03-7782-2427,58200,+60,Malaysia,"Taman Kinrara, Jalan Puchong,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  257 Jln Pahang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034021-8728', 'Zip code  53000', 'Country calling code  +60', 'Country  Malaysia']",257 Jln Pahang,Kuala Lumpur,Wilayah Persekutuan,034021-8728,53000,+60,Malaysia,"257 Jln Pahang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  G 46C 1 Jln Pjs 8/2 Dataran Mentari Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  035621-3711', 'Zip code  46150', 'Country calling code  +60', 'Country  Malaysia']",G 46C 1 Jln Pjs 8/2 Dataran Mentari Petaling Jaya,Petaling Jaya,Selangor,035621-3711,46150,+60,Malaysia,"G 46C 1 Jln Pjs 8/2 Dataran Mentari Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  235-B Jalan Sultan Zainal Abidin', 'City:   Kuala Terengganu', 'State/province/area:    Terengganu', 'Phone number  +60 (0)9 623-2597', 'Zip code  20000', 'Country calling code  +60', 'Country  Malaysia']",235-B Jalan Sultan Zainal Abidin,Kuala Terengganu,Terengganu,+60 (0)9 623-2597,20000,+60,Malaysia,"235-B Jalan Sultan Zainal Abidin, Kuala Terengganu, Terengganu"
