Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  40 Jln Merlimau', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039223-7220', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",40 Jln Merlimau,Kuala Lumpur,Wilayah Persekutuan,039223-7220,55200,+60,Malaysia,"40 Jln Merlimau, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  36 Jln 45/26 Taman Sri Rampai', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034021-6277', 'Zip code  53300', 'Country calling code  +60', 'Country  Malaysia']",36 Jln 45/26 Taman Sri Rampai,Kuala Lumpur,Wilayah Persekutuan,034021-6277,53300,+60,Malaysia,"36 Jln 45/26 Taman Sri Rampai, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1 Merlin Tower Jln Meldrum', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07222-2887', 'Zip code  80000', 'Country calling code  +60', 'Country  Malaysia']",1 Merlin Tower Jln Meldrum,Johor Bahru,Johor,07222-2887,80000,+60,Malaysia,"1 Merlin Tower Jln Meldrum, Johor Bahru, Johor"
"['Street:  66 Jln Yam Tuan', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06761-1969', 'Zip code  70000', 'Country calling code  +60', 'Country  Malaysia']",66 Jln Yam Tuan,Seremban,Negeri Sembilan,06761-1969,70000,+60,Malaysia,"66 Jln Yam Tuan, Seremban, Negeri Sembilan"
"['Street:  2 Blok B 2 Jln Pjs 5/2 Taman Desaria Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037873-8653', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",2 Blok B 2 Jln Pjs 5/2 Taman Desaria Petaling Jaya,Petaling Jaya,Selangor,037873-8653,46000,+60,Malaysia,"2 Blok B 2 Jln Pjs 5/2 Taman Desaria Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  1 Blok Podium Plaza Pekeliling Jln Tun Razak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034044-9427', 'Zip code  50400', 'Country calling code  +60', 'Country  Malaysia']",1 Blok Podium Plaza Pekeliling Jln Tun Razak,Kuala Lumpur,Wilayah Persekutuan,034044-9427,50400,+60,Malaysia,"1 Blok Podium Plaza Pekeliling Jln Tun Razak, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Plo8 Kawasan Perindustrian Tebrau', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07354-1359', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",Plo8 Kawasan Perindustrian Tebrau,Johor Bahru,Johor,07354-1359,81100,+60,Malaysia,"Plo8 Kawasan Perindustrian Tebrau, Johor Bahru, Johor"
"['Street:  No. 354 Jln Tok Ungku', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06631-7291', 'Zip code  70100', 'Country calling code  +60', 'Country  Malaysia']",No. 354 Jln Tok Ungku,Seremban,Negeri Sembilan,06631-7291,70100,+60,Malaysia,"No. 354 Jln Tok Ungku, Seremban, Negeri Sembilan"
"['Street:  No. 41 A Psn Tokong', 'City:  Ipoh', 'State/province/area:    Perak', 'Phone number  605-2532123', 'Zip code  31650', 'Country calling code  +60', 'Country  Malaysia']",No. 41 A Psn Tokong,City:  Ipoh,Perak,605-2532123,31650,+60,Malaysia,"No. 41 A Psn Tokong, City:  Ipoh, Perak"
"['Street:  1 Jalan Anggerik 13 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3531874', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",1 Jalan Anggerik 13 Taman Jaya,Johor Bahru,Johor,(607) 3531874,81100,+60,Malaysia,"1 Jalan Anggerik 13 Taman Jaya, Johor Bahru, Johor"
"['Street:  47, Jalan Dato Sheikh Ahmad,', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  6067625326', 'Zip code  70000', 'Country calling code  +60', 'Country  Malaysia']","47, Jalan Dato Sheikh Ahmad,",Seremban,Negeri Sembilan,6067625326,70000,+60,Malaysia,"47, Jalan Dato Sheikh Ahmad,, Seremban, Negeri Sembilan"
"['Street:  Lot 1509 Batu 8 Jalan Klang Lama', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60378748543', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",Lot 1509 Batu 8 Jalan Klang Lama,Petaling Jaya,Selangor,60378748543,46000,+60,Malaysia,"Lot 1509 Batu 8 Jalan Klang Lama, Petaling Jaya, Selangor"
"['Street:  19-2 Second Floor Senrtul Raya Boulevard Jalan 15/48A Off Jalan Sentul Sentul', 'City:  Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 404562734', 'Zip code  51000', 'Country calling code  +60', 'Country  Malaysia']",19-2 Second Floor Senrtul Raya Boulevard Jalan 15/48A Off Jalan Sentul Sentul,City:  Kuala Lumpur,Wilayah Persekutuan,(603) 404562734,51000,+60,Malaysia,"19-2 Second Floor Senrtul Raya Boulevard Jalan 15/48A Off Jalan Sentul Sentul, City:  Kuala Lumpur, Wilayah Persekutuan"
"['Street:  47 Jln Silang Pekan Sungai Besi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039058-0573', 'Zip code  57000', 'Country calling code  +60', 'Country  Malaysia']",47 Jln Silang Pekan Sungai Besi,Kuala Lumpur,Wilayah Persekutuan,039058-0573,57000,+60,Malaysia,"47 Jln Silang Pekan Sungai Besi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  16 Jalan 1/24B Wangsa Melawati', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 41490657', 'Zip code  53300', 'Country calling code  +60', 'Country  Malaysia']",16 Jalan 1/24B Wangsa Melawati,Kuala Lumpur,Wilayah Persekutuan,(603) 41490657,53300,+60,Malaysia,"16 Jalan 1/24B Wangsa Melawati, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Persatuan Buddist Sako Gakai Jln Tuaran Lebuh Raya Baru Inanam Sabah Kota Kinabalu Sabah', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08838-1362', 'Zip code  88450', 'Country calling code  +60', 'Country  Malaysia']",Persatuan Buddist Sako Gakai Jln Tuaran Lebuh Raya Baru Inanam Sabah Kota Kinabalu Sabah,Kuching,Sarawak,08838-1362,88450,+60,Malaysia,"Persatuan Buddist Sako Gakai Jln Tuaran Lebuh Raya Baru Inanam Sabah Kota Kinabalu Sabah, Kuching, Sarawak"
"['Street:  C 142 Jln Loke Yew', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039222-2162', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",C 142 Jln Loke Yew,Kuala Lumpur,Wilayah Persekutuan,039222-2162,55200,+60,Malaysia,"C 142 Jln Loke Yew, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Lorong Enggang 29, Kawasan Perindustrian Ringan Ampang Ulu Kelang,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-4256-7823', 'Zip code  54200', 'Country calling code  +60', 'Country  Malaysia']","Lorong Enggang 29, Kawasan Perindustrian Ringan Ampang Ulu Kelang,",Kuala Lumpur,Wilayah Persekutuan,03-4256-7823,54200,+60,Malaysia,"Lorong Enggang 29, Kawasan Perindustrian Ringan Ampang Ulu Kelang,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  31 Jln Ampang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032078-1099', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",31 Jln Ampang,Kuala Lumpur,Wilayah Persekutuan,032078-1099,50450,+60,Malaysia,"31 Jln Ampang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  5291-B Jalan Ismail', 'City:   Kota Bharu', 'State/province/area:    Kelantan', 'Phone number  6097485354', 'Zip code  15000', 'Country calling code  +60', 'Country  Malaysia']",5291-B Jalan Ismail,Kota Bharu,Kelantan,6097485354,15000,+60,Malaysia,"5291-B Jalan Ismail, Kota Bharu, Kelantan"
"['Street:  Lot 1983 SEDC Section 66', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  (6086) 344993', 'Zip code  93450', 'Country calling code  +60', 'Country  Malaysia']",Lot 1983 SEDC Section 66,Kuching,Sarawak,(6086) 344993,93450,+60,Malaysia,"Lot 1983 SEDC Section 66, Kuching, Sarawak"
"['Street:  Block E-0-12, Jalan 3/23D Off Jalan Genting , Setapak', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  162336688', 'Zip code  53300', 'Country calling code  +60', 'Country  Malaysia']","Block E-0-12, Jalan 3/23D Off Jalan Genting , Setapak",Klang,Selangor,162336688,53300,+60,Malaysia,"Block E-0-12, Jalan 3/23D Off Jalan Genting , Setapak, Klang, Selangor"
"['Street:  10 Jln Mutiara Emas 6/1 Taman Mount Austin', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07356-0187', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",10 Jln Mutiara Emas 6/1 Taman Mount Austin,Johor Bahru,Johor,07356-0187,81100,+60,Malaysia,"10 Jln Mutiara Emas 6/1 Taman Mount Austin, Johor Bahru, Johor"
"['Street:  Taman Kuchai Jaya, Off Jalan Kuchai Lama,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-7983-6547', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']","Taman Kuchai Jaya, Off Jalan Kuchai Lama,",Kuala Lumpur,Wilayah Persekutuan,03-7983-6547,58200,+60,Malaysia,"Taman Kuchai Jaya, Off Jalan Kuchai Lama,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  105 Jalan Batu Tiga Lama', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 33443495', 'Zip code  41300', 'Country calling code  +60', 'Country  Malaysia']",105 Jalan Batu Tiga Lama,Klang,Selangor,(603) 33443495,41300,+60,Malaysia,"105 Jalan Batu Tiga Lama, Klang, Selangor"
"['Street:  Blok B, Pusat Bandar Damansara,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2095-7362', 'Zip code  50540', 'Country calling code  +60', 'Country  Malaysia']","Blok B, Pusat Bandar Damansara,",Kuala Lumpur,Wilayah Persekutuan,03-2095-7362,50540,+60,Malaysia,"Blok B, Pusat Bandar Damansara,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  5A 5 Jln Pju 1/42 Dataran Prima Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037808-2293', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']",5A 5 Jln Pju 1/42 Dataran Prima Petaling Jaya,Petaling Jaya,Selangor,037808-2293,47301,+60,Malaysia,"5A 5 Jln Pju 1/42 Dataran Prima Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  No. 31E', 'City:   Kota Bahru', 'State/province/area:    Kelantan', 'Phone number  019-2045648 WAN DIN / 014-2391171 SALM35', 'Zip code  53100', 'Country calling code  +60', 'Country  Malaysia']",No. 31E,Kota Bahru,Kelantan,019-2045648 WAN DIN / 014-2391171 SALM35,53100,+60,Malaysia,"No. 31E, Kota Bahru, Kelantan"
"['Street:  3 Blok A Academy Resources Jln 19/1 Seksyen 19 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037956-7656', 'Zip code  46300', 'Country calling code  +60', 'Country  Malaysia']",3 Blok A Academy Resources Jln 19/1 Seksyen 19 Petaling Jaya,Petaling Jaya,Selangor,037956-7656,46300,+60,Malaysia,"3 Blok A Academy Resources Jln 19/1 Seksyen 19 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  Hypermarket Tesco Jalan Batu Nilam 6 Bandar Bukit Tinggi', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 33242446', 'Zip code  41200', 'Country calling code  +60', 'Country  Malaysia']",Hypermarket Tesco Jalan Batu Nilam 6 Bandar Bukit Tinggi,Klang,Selangor,(603) 33242446,41200,+60,Malaysia,"Hypermarket Tesco Jalan Batu Nilam 6 Bandar Bukit Tinggi, Klang, Selangor"
"['Street:  5', 'City:  Jln Junid Indah', 'State/province/area:    Jln Junid Muar Johor', 'Phone number  60-12-6081689', 'Zip code  84000', 'Country calling code  +60', 'Country  Malaysia']",5,City:  Jln Junid Indah,Jln Junid Muar Johor,60-12-6081689,84000,+60,Malaysia,"5, City:  Jln Junid Indah, Jln Junid Muar Johor"
"['Street:  Lot 2208-83B, Batu 10 Jalan Gombak,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  019-6122183', 'Zip code  53100', 'Country calling code  +60', 'Country  Malaysia']","Lot 2208-83B, Batu 10 Jalan Gombak,",Kuala Lumpur,Wilayah Persekutuan,019-6122183,53100,+60,Malaysia,"Lot 2208-83B, Batu 10 Jalan Gombak,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  4th Floor Menara Promet Jalan Sultan Ismail', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 27110243', 'Zip code  50250', 'Country calling code  +60', 'Country  Malaysia']",4th Floor Menara Promet Jalan Sultan Ismail,Kuala Lumpur,Wilayah Persekutuan,(603) 27110243,50250,+60,Malaysia,"4th Floor Menara Promet Jalan Sultan Ismail, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  38 Jalan 36/48 Taman Sentul Jaya', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 3947011', 'Zip code  51000', 'Country calling code  +60', 'Country  Malaysia']",38 Jalan 36/48 Taman Sentul Jaya,Kuala Lumpur,Wilayah Persekutuan,(603) 3947011,51000,+60,Malaysia,"38 Jalan 36/48 Taman Sentul Jaya, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  5 Jln Pinggiran 1 Medan Damai Ukay Hulu Ampang', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  034252-4843', 'Zip code  68000', 'Country calling code  +60', 'Country  Malaysia']",5 Jln Pinggiran 1 Medan Damai Ukay Hulu Ampang,Klang,Selangor,034252-4843,68000,+60,Malaysia,"5 Jln Pinggiran 1 Medan Damai Ukay Hulu Ampang, Klang, Selangor"
"['Street:  0A Jln Labrooy Siding Taman Cherry', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05527-6038', 'Zip code  30100', 'Country calling code  +60', 'Country  Malaysia']",0A Jln Labrooy Siding Taman Cherry,Ipoh,Perak,05527-6038,30100,+60,Malaysia,"0A Jln Labrooy Siding Taman Cherry, Ipoh, Perak"
"['Street:  1438 Jln Perbadanan Pending Industrial Estate Kuching Malay', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08233-2174', 'Zip code  93450', 'Country calling code  +60', 'Country  Malaysia']",1438 Jln Perbadanan Pending Industrial Estate Kuching Malay,Kuching,Sarawak,08233-2174,93450,+60,Malaysia,"1438 Jln Perbadanan Pending Industrial Estate Kuching Malay, Kuching, Sarawak"
"['Street:  1 Pasaria Jln Raja Bot', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032694-4996', 'Zip code  50300', 'Country calling code  +60', 'Country  Malaysia']",1 Pasaria Jln Raja Bot,Kuala Lumpur,Wilayah Persekutuan,032694-4996,50300,+60,Malaysia,"1 Pasaria Jln Raja Bot, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2 26 Jln 14/48A Off Jln Sentul', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034045-2394', 'Zip code  51100', 'Country calling code  +60', 'Country  Malaysia']",2 26 Jln 14/48A Off Jln Sentul,Kuala Lumpur,Wilayah Persekutuan,034045-2394,51100,+60,Malaysia,"2 26 Jln 14/48A Off Jln Sentul, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  20 Ltg Menalu Kaw 5 Taman Chi Liung', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033371-2261', 'Zip code  41200', 'Country calling code  +60', 'Country  Malaysia']",20 Ltg Menalu Kaw 5 Taman Chi Liung,Klang,Selangor,033371-2261,41200,+60,Malaysia,"20 Ltg Menalu Kaw 5 Taman Chi Liung, Klang, Selangor"
"['Street:  tourist centre', 'City:   Mersing', 'State/province/area:    Johor', 'Phone number  607 799 1271', 'Zip code  86800', 'Country calling code  +60', 'Country  Malaysia']",tourist centre,Mersing,Johor,607 799 1271,86800,+60,Malaysia,"tourist centre, Mersing, Johor"
"['Street:  42 JLN GELANG', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039222-0872', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",42 JLN GELANG,Kuala Lumpur,Wilayah Persekutuan,039222-0872,55200,+60,Malaysia,"42 JLN GELANG, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Skypark @ One City, Jalan USJ 25/1,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 5115-0178', 'Zip code  47650', 'Country calling code  +60', 'Country  Malaysia']","Skypark @ One City, Jalan USJ 25/1,",Petaling Jaya,Selangor,+60 (0)3 5115-0178,47650,+60,Malaysia,"Skypark @ One City, Jalan USJ 25/1,, Petaling Jaya, Selangor"
"['Street:  8836 G Jln Sekama Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08234-5077', 'Zip code  93300', 'Country calling code  +60', 'Country  Malaysia']",8836 G Jln Sekama Kuching,Kuching,Sarawak,08234-5077,93300,+60,Malaysia,"8836 G Jln Sekama Kuching, Kuching, Sarawak"
"['Street:  1045 Jln Datuk Abu Samah Kampung Pasir Hulu Ampang', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  034106-9921', 'Zip code  68000', 'Country calling code  +60', 'Country  Malaysia']",1045 Jln Datuk Abu Samah Kampung Pasir Hulu Ampang,Klang,Selangor,034106-9921,68000,+60,Malaysia,"1045 Jln Datuk Abu Samah Kampung Pasir Hulu Ampang, Klang, Selangor"
"['Street:  Tingkat 33 Menara Landmark 12 Jln Ngee Heng', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 2217154', 'Zip code  80000', 'Country calling code  +60', 'Country  Malaysia']",Tingkat 33 Menara Landmark 12 Jln Ngee Heng,Johor Bahru,Johor,(607) 2217154,80000,+60,Malaysia,"Tingkat 33 Menara Landmark 12 Jln Ngee Heng, Johor Bahru, Johor"
"['Street:  1 26 Jln Manis 1 Taman Segar', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039130-1698', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",1 26 Jln Manis 1 Taman Segar,Kuala Lumpur,Wilayah Persekutuan,039130-1698,56100,+60,Malaysia,"1 26 Jln Manis 1 Taman Segar, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  C-6-06 RITZE PERDANA JALAN PJU 8/2', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60377255568', 'Zip code  47820', 'Country calling code  +60', 'Country  Malaysia']",C-6-06 RITZE PERDANA JALAN PJU 8/2,Petaling Jaya,Selangor,60377255568,47820,+60,Malaysia,"C-6-06 RITZE PERDANA JALAN PJU 8/2, Petaling Jaya, Selangor"
"['Street:  14-1 Jalan 28/70A Desa Sri Hartamas', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 23000736', 'Zip code  50480', 'Country calling code  +60', 'Country  Malaysia']",14-1 Jalan 28/70A Desa Sri Hartamas,Kuala Lumpur,Wilayah Persekutuan,(603) 23000736,50480,+60,Malaysia,"14-1 Jalan 28/70A Desa Sri Hartamas, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  75A Jln Harimau Tarum Taman Century Bahru', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  6073316767', 'Zip code  80250', 'Country calling code  +60', 'Country  Malaysia']",75A Jln Harimau Tarum Taman Century Bahru,Johor Bahru,Johor,6073316767,80250,+60,Malaysia,"75A Jln Harimau Tarum Taman Century Bahru, Johor Bahru, Johor"
"['Street:  10A Jalan Seri Ampang 2 Taman Seri Ampang', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 3188134', 'Zip code  31350', 'Country calling code  +60', 'Country  Malaysia']",10A Jalan Seri Ampang 2 Taman Seri Ampang,Ipoh,Perak,(605) 3188134,31350,+60,Malaysia,"10A Jalan Seri Ampang 2 Taman Seri Ampang, Ipoh, Perak"
"['Street:  73 1 Jln 2/3A Pusat Bandar Utara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036137-6029', 'Zip code  68100', 'Country calling code  +60', 'Country  Malaysia']",73 1 Jln 2/3A Pusat Bandar Utara,Kuala Lumpur,Wilayah Persekutuan,036137-6029,68100,+60,Malaysia,"73 1 Jln 2/3A Pusat Bandar Utara, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  0 Blok 22 Jln 13/2A Taman Wilayah Selayang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036120-8763', 'Zip code  68100', 'Country calling code  +60', 'Country  Malaysia']",0 Blok 22 Jln 13/2A Taman Wilayah Selayang,Kuala Lumpur,Wilayah Persekutuan,036120-8763,68100,+60,Malaysia,"0 Blok 22 Jln 13/2A Taman Wilayah Selayang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Batu 28, Simpang Tiga Ijok,', 'City:   Batang Berjuntai', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 3324-4862', 'Zip code  45600', 'Country calling code  +60', 'Country  Malaysia']","Batu 28, Simpang Tiga Ijok,",Batang Berjuntai,Selangor,+60 (0)3 3324-4862,45600,+60,Malaysia,"Batu 28, Simpang Tiga Ijok,, Batang Berjuntai, Selangor"
"['Street:  183 Jln Kampung Nyabor Sibu', 'City:   Sibu', 'State/province/area:    Sarawak', 'Phone number  6084339118', 'Zip code  96000', 'Country calling code  +60', 'Country  Malaysia']",183 Jln Kampung Nyabor Sibu,Sibu,Sarawak,6084339118,96000,+60,Malaysia,"183 Jln Kampung Nyabor Sibu, Sibu, Sarawak"
"['Street:  52 LBH TAPAH KAW 18', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033342-2563', 'Zip code  41400', 'Country calling code  +60', 'Country  Malaysia']",52 LBH TAPAH KAW 18,Klang,Selangor,033342-2563,41400,+60,Malaysia,"52 LBH TAPAH KAW 18, Klang, Selangor"
"['Street:  15/F Menara Uni Asia 1008 Jln Sultan Ismail', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 58822289', 'Zip code  50250', 'Country calling code  +60', 'Country  Malaysia']",15/F Menara Uni Asia 1008 Jln Sultan Ismail,Kuala Lumpur,Wilayah Persekutuan,(603) 58822289,50250,+60,Malaysia,"15/F Menara Uni Asia 1008 Jln Sultan Ismail, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  51 Tanjong Tanjong Negeri Sembilan', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (606) 6208133', 'Zip code  71500', 'Country calling code  +60', 'Country  Malaysia']",51 Tanjong Tanjong Negeri Sembilan,Ipoh,Perak,(606) 6208133,71500,+60,Malaysia,"51 Tanjong Tanjong Negeri Sembilan, Ipoh, Perak"
"['Street:  Kompleks Pejabat Kerajaan, Jalan Duta,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-6201-4843', 'Zip code  50594', 'Country calling code  +60', 'Country  Malaysia']","Kompleks Pejabat Kerajaan, Jalan Duta,",Kuala Lumpur,Wilayah Persekutuan,03-6201-4843,50594,+60,Malaysia,"Kompleks Pejabat Kerajaan, Jalan Duta,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Ground Floor Alpha Angle Shopping Complex Jalan R1 Seksyen 1 Wangsa Maju M', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 41499822', 'Zip code  53300', 'Country calling code  +60', 'Country  Malaysia']",Ground Floor Alpha Angle Shopping Complex Jalan R1 Seksyen 1 Wangsa Maju M,Kuala Lumpur,Wilayah Persekutuan,(603) 41499822,53300,+60,Malaysia,"Ground Floor Alpha Angle Shopping Complex Jalan R1 Seksyen 1 Wangsa Maju M, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  11 Jln Mutiara Emas 7/2 Taman Mount Austin', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07351-5748', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",11 Jln Mutiara Emas 7/2 Taman Mount Austin,Johor Bahru,Johor,07351-5748,81100,+60,Malaysia,"11 Jln Mutiara Emas 7/2 Taman Mount Austin, Johor Bahru, Johor"
"['Street:  Kompleks JPA, Jalan Tun Ismail,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2693-8124', 'Zip code  50510', 'Country calling code  +60', 'Country  Malaysia']","Kompleks JPA, Jalan Tun Ismail,",Kuala Lumpur,Wilayah Persekutuan,03-2693-8124,50510,+60,Malaysia,"Kompleks JPA, Jalan Tun Ismail,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Head Office MAB, Lapangan Terbang Sultan Abdul Aziz Shah,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-7846-8282', 'Zip code  47200', 'Country calling code  +60', 'Country  Malaysia']","Head Office MAB, Lapangan Terbang Sultan Abdul Aziz Shah,",Petaling Jaya,Selangor,03-7846-8282,47200,+60,Malaysia,"Head Office MAB, Lapangan Terbang Sultan Abdul Aziz Shah,, Petaling Jaya, Selangor"
"['Street:  No. 9160 A Jln Negara Taman Melawati Hulu', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  034108-3366', 'Zip code  53100', 'Country calling code  +60', 'Country  Malaysia']",No. 9160 A Jln Negara Taman Melawati Hulu,Klang,Selangor,034108-3366,53100,+60,Malaysia,"No. 9160 A Jln Negara Taman Melawati Hulu, Klang, Selangor"
"['Street:  1 18 Jln Tengku Diauddin', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033374-3964', 'Zip code  41000', 'Country calling code  +60', 'Country  Malaysia']",1 18 Jln Tengku Diauddin,Klang,Selangor,033374-3964,41000,+60,Malaysia,"1 18 Jln Tengku Diauddin, Klang, Selangor"
"['Street:  Jalan Ayer Panas', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-40213910', 'Zip code  53200', 'Country calling code  +60', 'Country  Malaysia']",Jalan Ayer Panas,Kuala Lumpur,Wilayah Persekutuan,03-40213910,53200,+60,Malaysia,"Jalan Ayer Panas, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Ss 21/37, Damansara Utama,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60378803885', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']","Jalan Ss 21/37, Damansara Utama,",Petaling Jaya,Selangor,60378803885,47400,+60,Malaysia,"Jalan Ss 21/37, Damansara Utama,, Petaling Jaya, Selangor"
