Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  2 Kompleks Pengangkutan Awam Jln Garuda Larkin', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07222-7525', 'Zip code  80350', 'Country calling code  +60', 'Country  Malaysia']",2 Kompleks Pengangkutan Awam Jln Garuda Larkin,Johor Bahru,Johor,07222-7525,80350,+60,Malaysia,"2 Kompleks Pengangkutan Awam Jln Garuda Larkin, Johor Bahru, Johor"
"['Street:  Jalan Indah 2/4, Taman Universiti Indah,', 'City:   Seri Kembangan', 'State/province/area:    Selangor', 'Phone number  012-7272471 / 012-6533876', 'Zip code  43300', 'Country calling code  +60', 'Country  Malaysia']","Jalan Indah 2/4, Taman Universiti Indah,",Seri Kembangan,Selangor,012-7272471 / 012-6533876,43300,+60,Malaysia,"Jalan Indah 2/4, Taman Universiti Indah,, Seri Kembangan, Selangor"
"['Street:  4 5 & 6 Jalan Merbau Taman Rimba', 'City:   Mentakab', 'State/province/area:    Pahang', 'Phone number  6462779246', 'Zip code  28400', 'Country calling code  +60', 'Country  Malaysia']",4 5 & 6 Jalan Merbau Taman Rimba,Mentakab,Pahang,6462779246,28400,+60,Malaysia,"4 5 & 6 Jalan Merbau Taman Rimba, Mentakab, Pahang"
"['Street:  39 Jln 3/62A Bandar Menjalara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036275-9578', 'Zip code  52200', 'Country calling code  +60', 'Country  Malaysia']",39 Jln 3/62A Bandar Menjalara,Kuala Lumpur,Wilayah Persekutuan,036275-9578,52200,+60,Malaysia,"39 Jln 3/62A Bandar Menjalara, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 73 Jln Ros Merah 2/3 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07354-0726', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",No. 73 Jln Ros Merah 2/3 Taman Jaya,Johor Bahru,Johor,07354-0726,81100,+60,Malaysia,"No. 73 Jln Ros Merah 2/3 Taman Jaya, Johor Bahru, Johor"
"['Street:  110-1, jalan puteri 5/1 bandar puteri, Sgr', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  123748168', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']","110-1, jalan puteri 5/1 bandar puteri, Sgr",Kuala Lumpur,Wilayah Persekutuan,123748168,47100,+60,Malaysia,"110-1, jalan puteri 5/1 bandar puteri, Sgr, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  3 Bangunan Maba Jln Hang Jebat', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032078-8413', 'Zip code  50150', 'Country calling code  +60', 'Country  Malaysia']",3 Bangunan Maba Jln Hang Jebat,Kuala Lumpur,Wilayah Persekutuan,032078-8413,50150,+60,Malaysia,"3 Bangunan Maba Jln Hang Jebat, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Pju 5/20B, Kota Damansara Business Centre,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 7885-0266', 'Zip code  47810', 'Country calling code  +60', 'Country  Malaysia']","Jalan Pju 5/20B, Kota Damansara Business Centre,",Petaling Jaya,Selangor,+60 (0)3 7885-0266,47810,+60,Malaysia,"Jalan Pju 5/20B, Kota Damansara Business Centre,, Petaling Jaya, Selangor"
"['Street:  Kawasan 16, Kaw Perindustrian Sungai Rasa,', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 6148-8163', 'Zip code  41300', 'Country calling code  +60', 'Country  Malaysia']","Kawasan 16, Kaw Perindustrian Sungai Rasa,",Klang,Selangor,+60 (0)3 6148-8163,41300,+60,Malaysia,"Kawasan 16, Kaw Perindustrian Sungai Rasa,, Klang, Selangor"
"['Street:  26/25A, Seksyen 26,', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 5192-0665', 'Zip code  40000', 'Country calling code  +60', 'Country  Malaysia']","26/25A, Seksyen 26,",Shah Alam,Selangor,+60 (0)3 5192-0665,40000,+60,Malaysia,"26/25A, Seksyen 26,, Shah Alam, Selangor"
"['Street:  Lot 608 Jalan 13/1K', 'City:  Subang Jaya', 'State/province/area:    Selangor', 'Phone number  03-56284598', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']",Lot 608 Jalan 13/1K,City:  Subang Jaya,Selangor,03-56284598,47500,+60,Malaysia,"Lot 608 Jalan 13/1K, City:  Subang Jaya, Selangor"
"['Street:  45 Jln Ibrahim', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07221-1790', 'Zip code  80000', 'Country calling code  +60', 'Country  Malaysia']",45 Jln Ibrahim,Johor Bahru,Johor,07221-1790,80000,+60,Malaysia,"45 Jln Ibrahim, Johor Bahru, Johor"
"['Street:  Jln Kuari Kampung Cheras Baru 56100 56100 56100', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034293-0432', 'Zip code  44498', 'Country calling code  +60', 'Country  Malaysia']",Jln Kuari Kampung Cheras Baru 56100 56100 56100,Kuala Lumpur,Wilayah Persekutuan,034293-0432,44498,+60,Malaysia,"Jln Kuari Kampung Cheras Baru 56100 56100 56100, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  SH 9 JLN MALAWALI TAMAN SETAPAK', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034023-8617', 'Zip code  53000', 'Country calling code  +60', 'Country  Malaysia']",SH 9 JLN MALAWALI TAMAN SETAPAK,Kuala Lumpur,Wilayah Persekutuan,034023-8617,53000,+60,Malaysia,"SH 9 JLN MALAWALI TAMAN SETAPAK, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 75, B, Kuala Lumpur', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2141 0895', 'Zip code  50200', 'Country calling code  +60', 'Country  Malaysia']","No. 75, B, Kuala Lumpur",Kuala Lumpur,Wilayah Persekutuan,03-2141 0895,50200,+60,Malaysia,"No. 75, B, Kuala Lumpur, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1 184 Jln Green Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08241-1095', 'Zip code  93150', 'Country calling code  +60', 'Country  Malaysia']",1 184 Jln Green Kuching,Kuching,Sarawak,08241-1095,93150,+60,Malaysia,"1 184 Jln Green Kuching, Kuching, Sarawak"
"['Street:  1 4 Jln Ss19/1D Ss19 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  035637-7483', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']",1 4 Jln Ss19/1D Ss19 Petaling Jaya,Petaling Jaya,Selangor,035637-7483,47500,+60,Malaysia,"1 4 Jln Ss19/1D Ss19 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  No. 20 C Jln Lumut', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034042-4765', 'Zip code  50400', 'Country calling code  +60', 'Country  Malaysia']",No. 20 C Jln Lumut,Kuala Lumpur,Wilayah Persekutuan,034042-4765,50400,+60,Malaysia,"No. 20 C Jln Lumut, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  4066 Jalan Tampoi', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3322827', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",4066 Jalan Tampoi,Johor Bahru,Johor,(607) 3322827,81200,+60,Malaysia,"4066 Jalan Tampoi, Johor Bahru, Johor"
"['Street:  2nd Floor 12A Jalan Todak 2 Pusat Bandar Seberang Jaya', 'City:  Perai', 'State/province/area:    Pulau Pinang', 'Phone number  390 4429 �94', 'Zip code  13700', 'Country calling code  +60', 'Country  Malaysia']",2nd Floor 12A Jalan Todak 2 Pusat Bandar Seberang Jaya,City:  Perai,Pulau Pinang,390 4429 �94,13700,+60,Malaysia,"2nd Floor 12A Jalan Todak 2 Pusat Bandar Seberang Jaya, City:  Perai, Pulau Pinang"
"['Street:  G 7 Jln 2/46A Off Jln Selinsing 7', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036257-7260', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",G 7 Jln 2/46A Off Jln Selinsing 7,Kuala Lumpur,Wilayah Persekutuan,036257-7260,51200,+60,Malaysia,"G 7 Jln 2/46A Off Jln Selinsing 7, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Rumbai', 'City:   Bayan Lepas', 'State/province/area:    Pulau Pinang', 'Phone number  644 8187 �91', 'Zip code  11900', 'Country calling code  +60', 'Country  Malaysia']",Jalan Rumbai,Bayan Lepas,Pulau Pinang,644 8187 �91,11900,+60,Malaysia,"Jalan Rumbai, Bayan Lepas, Pulau Pinang"
"['Street:  20 Jalan Selasih 1 Taman Kemas', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 2353962', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",20 Jalan Selasih 1 Taman Kemas,Johor Bahru,Johor,(607) 2353962,81200,+60,Malaysia,"20 Jalan Selasih 1 Taman Kemas, Johor Bahru, Johor"
"['Street:  No. 47 Jalan 43 Taman Desa Jaya Kepong', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036276-9929', 'Zip code  52100', 'Country calling code  +60', 'Country  Malaysia']",No. 47 Jalan 43 Taman Desa Jaya Kepong,Kuala Lumpur,Wilayah Persekutuan,036276-9929,52100,+60,Malaysia,"No. 47 Jalan 43 Taman Desa Jaya Kepong, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 288', 'City:   Kota Bharu', 'State/province/area:    Kelantan', 'Phone number  09-744 0059', 'Zip code  15200', 'Country calling code  +60', 'Country  Malaysia']",No. 288,Kota Bharu,Kelantan,09-744 0059,15200,+60,Malaysia,"No. 288, Kota Bharu, Kelantan"
"['Street:  B 6 Jln Desa Jaya Pusat Bandar Taman Desa', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037982-1097', 'Zip code  58100', 'Country calling code  +60', 'Country  Malaysia']",B 6 Jln Desa Jaya Pusat Bandar Taman Desa,Kuala Lumpur,Wilayah Persekutuan,037982-1097,58100,+60,Malaysia,"B 6 Jln Desa Jaya Pusat Bandar Taman Desa, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  17 Jln P2/19 Bandar Teknologi Semenyih Semenyih Semenyih', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  038724-1439', 'Zip code  43500', 'Country calling code  +60', 'Country  Malaysia']",17 Jln P2/19 Bandar Teknologi Semenyih Semenyih Semenyih,Kajang,Selangor,038724-1439,43500,+60,Malaysia,"17 Jln P2/19 Bandar Teknologi Semenyih Semenyih Semenyih, Kajang, Selangor"
"['Street:  Jalan Perbandaran', 'City:  Malaysia', 'State/province/area:    Klang', 'Phone number  03-3371-6061', 'Zip code  41675', 'Country calling code  +60', 'Country  Malaysia']",Jalan Perbandaran,City:  Malaysia,Klang,03-3371-6061,41675,+60,Malaysia,"Jalan Perbandaran, City:  Malaysia, Klang"
"['Street:  17 1 Jln Pju 8/3B Bandar Damansara Perdana Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037726-3883', 'Zip code  47820', 'Country calling code  +60', 'Country  Malaysia']",17 1 Jln Pju 8/3B Bandar Damansara Perdana Petaling Jaya,Petaling Jaya,Selangor,037726-3883,47820,+60,Malaysia,"17 1 Jln Pju 8/3B Bandar Damansara Perdana Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  65A 1st Floor Jalan Thambapillai', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 22603979', 'Zip code  50470', 'Country calling code  +60', 'Country  Malaysia']",65A 1st Floor Jalan Thambapillai,Kuala Lumpur,Wilayah Persekutuan,(603) 22603979,50470,+60,Malaysia,"65A 1st Floor Jalan Thambapillai, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1 205 Jln Sarjana Taman Connaught', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039132-4731', 'Zip code  56000', 'Country calling code  +60', 'Country  Malaysia']",1 205 Jln Sarjana Taman Connaught,Kuala Lumpur,Wilayah Persekutuan,039132-4731,56000,+60,Malaysia,"1 205 Jln Sarjana Taman Connaught, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1979', 'City:   Kampung Besar', 'State/province/area:    Berapit', 'Phone number  04-530-3252', 'Zip code  14000', 'Country calling code  +60', 'Country  Malaysia']",1979,Kampung Besar,Berapit,04-530-3252,14000,+60,Malaysia,"1979, Kampung Besar, Berapit"
"['Street:  No. 214 Jalan Pekan Baru Kawasan 17 Off Jalan Meru', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  60333412884', 'Zip code  41050', 'Country calling code  +60', 'Country  Malaysia']",No. 214 Jalan Pekan Baru Kawasan 17 Off Jalan Meru,Klang,Selangor,60333412884,41050,+60,Malaysia,"No. 214 Jalan Pekan Baru Kawasan 17 Off Jalan Meru, Klang, Selangor"
"['Street:  275 Jln 4 Off Jln Chan Sow Lin', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039221-4216', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",275 Jln 4 Off Jln Chan Sow Lin,Kuala Lumpur,Wilayah Persekutuan,039221-4216,55200,+60,Malaysia,"275 Jln 4 Off Jln Chan Sow Lin, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  103 Jln Ss25/2 Ss25 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037880-8097', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']",103 Jln Ss25/2 Ss25 Petaling Jaya,Petaling Jaya,Selangor,037880-8097,47301,+60,Malaysia,"103 Jln Ss25/2 Ss25 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  79-2 Susur Larkin Perdana 1 Larkin Perdana', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 2347376', 'Zip code  80350', 'Country calling code  +60', 'Country  Malaysia']",79-2 Susur Larkin Perdana 1 Larkin Perdana,Johor Bahru,Johor,(607) 2347376,80350,+60,Malaysia,"79-2 Susur Larkin Perdana 1 Larkin Perdana, Johor Bahru, Johor"
"['Street:  No. 21 Jln 13/142 Taman Orkid Desa', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039101-8027', 'Zip code  56000', 'Country calling code  +60', 'Country  Malaysia']",No. 21 Jln 13/142 Taman Orkid Desa,Kuala Lumpur,Wilayah Persekutuan,039101-8027,56000,+60,Malaysia,"No. 21 Jln 13/142 Taman Orkid Desa, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 67 Jln Maarof Taman Bangsar', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032284-4728', 'Zip code  59000', 'Country calling code  +60', 'Country  Malaysia']",No. 67 Jln Maarof Taman Bangsar,Kuala Lumpur,Wilayah Persekutuan,032284-4728,59000,+60,Malaysia,"No. 67 Jln Maarof Taman Bangsar, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  7th Floor Menara Promet Jalan Sultan Ismail', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 21412748', 'Zip code  50250', 'Country calling code  +60', 'Country  Malaysia']",7th Floor Menara Promet Jalan Sultan Ismail,Kuala Lumpur,Wilayah Persekutuan,(603) 21412748,50250,+60,Malaysia,"7th Floor Menara Promet Jalan Sultan Ismail, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  19/F Empire Tower Zone B Jalan Tun Razak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 21649595', 'Zip code  50400', 'Country calling code  +60', 'Country  Malaysia']",19/F Empire Tower Zone B Jalan Tun Razak,Kuala Lumpur,Wilayah Persekutuan,(603) 21649595,50400,+60,Malaysia,"19/F Empire Tower Zone B Jalan Tun Razak, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  9 Bangunan Cahaya Suria Jln Silang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032072-3194', 'Zip code  50050', 'Country calling code  +60', 'Country  Malaysia']",9 Bangunan Cahaya Suria Jln Silang,Kuala Lumpur,Wilayah Persekutuan,032072-3194,50050,+60,Malaysia,"9 Bangunan Cahaya Suria Jln Silang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 7 Jalan Perkasa 2 Taman Ungku Aminah Skudai Skudai', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07559-1441', 'Zip code  81300', 'Country calling code  +60', 'Country  Malaysia']",No. 7 Jalan Perkasa 2 Taman Ungku Aminah Skudai Skudai,Johor Bahru,Johor,07559-1441,81300,+60,Malaysia,"No. 7 Jalan Perkasa 2 Taman Ungku Aminah Skudai Skudai, Johor Bahru, Johor"
"['Street:  67, Jalan Tempinis Satu Lucky Garden Bangsar,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  603 2282 4644', 'Zip code  59100', 'Country calling code  +60', 'Country  Malaysia']","67, Jalan Tempinis Satu Lucky Garden Bangsar,",Kuala Lumpur,Wilayah Persekutuan,603 2282 4644,59100,+60,Malaysia,"67, Jalan Tempinis Satu Lucky Garden Bangsar,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  G Kenyalang Shopping Centre 6D Jln Datuk Sim Kheng Hong Kenyalang Park Kuching Ma', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08233-1714', 'Zip code  93300', 'Country calling code  +60', 'Country  Malaysia']",G Kenyalang Shopping Centre 6D Jln Datuk Sim Kheng Hong Kenyalang Park Kuching Ma,Kuching,Sarawak,08233-1714,93300,+60,Malaysia,"G Kenyalang Shopping Centre 6D Jln Datuk Sim Kheng Hong Kenyalang Park Kuching Ma, Kuching, Sarawak"
"['Street:  No -B Jalan 5 Kepong Ulu', 'City:  Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  603-62756785', 'Zip code  17499', 'Country calling code  +60', 'Country  Malaysia']",No -B Jalan 5 Kepong Ulu,City:  Kuala Lumpur,Wilayah Persekutuan,603-62756785,17499,+60,Malaysia,"No -B Jalan 5 Kepong Ulu, City:  Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1252 Kampung Kangkar Tebrau Baru', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07356-0666', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",1252 Kampung Kangkar Tebrau Baru,Johor Bahru,Johor,07356-0666,81100,+60,Malaysia,"1252 Kampung Kangkar Tebrau Baru, Johor Bahru, Johor"
"['Street:  Cheras Jaya Industrial Area, Perindustrian Balakong, Batu 9 Cheras', 'City:   Cheras', 'State/province/area:    Selangor', 'Phone number  03-9074-7896', 'Zip code  43200', 'Country calling code  +60', 'Country  Malaysia']","Cheras Jaya Industrial Area, Perindustrian Balakong, Batu 9 Cheras",Cheras,Selangor,03-9074-7896,43200,+60,Malaysia,"Cheras Jaya Industrial Area, Perindustrian Balakong, Batu 9 Cheras, Cheras, Selangor"
"['Street:  No. 4 Jln Permatang 4 Taman Desa Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07353-8022', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",No. 4 Jln Permatang 4 Taman Desa Jaya,Johor Bahru,Johor,07353-8022,81100,+60,Malaysia,"No. 4 Jln Permatang 4 Taman Desa Jaya, Johor Bahru, Johor"
"['Street:  Mobil Service Station Lot 241 Seksyen 1 Wangsa Maju Setapak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034149-6743', 'Zip code  53300', 'Country calling code  +60', 'Country  Malaysia']",Mobil Service Station Lot 241 Seksyen 1 Wangsa Maju Setapak,Kuala Lumpur,Wilayah Persekutuan,034149-6743,53300,+60,Malaysia,"Mobil Service Station Lot 241 Seksyen 1 Wangsa Maju Setapak, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan USJ 10/1A, UEP ,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-5637-5273', 'Zip code  47620', 'Country calling code  +60', 'Country  Malaysia']","Jalan USJ 10/1A, UEP ,",Petaling Jaya,Selangor,03-5637-5273,47620,+60,Malaysia,"Jalan USJ 10/1A, UEP ,, Petaling Jaya, Selangor"
"['Street:  Persiaran Wangsa Baiduri', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  +6012-3850429', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']",Persiaran Wangsa Baiduri,Subang Jaya,Selangor,+6012-3850429,47500,+60,Malaysia,"Persiaran Wangsa Baiduri, Subang Jaya, Selangor"
"['Street:  71 B Jln Datuk Tan Yew Lai Taman Tan Yew Lai', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037782-3551', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",71 B Jln Datuk Tan Yew Lai Taman Tan Yew Lai,Kuala Lumpur,Wilayah Persekutuan,037782-3551,58200,+60,Malaysia,"71 B Jln Datuk Tan Yew Lai Taman Tan Yew Lai, Kuala Lumpur, Wilayah Persekutuan"
"[""Street:  6Th Floor Blok B Phileo D'Sara 1 Jln 16/11 Off Jln Damansara Seksyen 16"", 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037957-9581', 'Zip code  46350', 'Country calling code  +60', 'Country  Malaysia']",6Th Floor Blok B Phileo D'Sara 1 Jln 16/11 Off Jln Damansara Seksyen 16,Petaling Jaya,Selangor,037957-9581,46350,+60,Malaysia,"6Th Floor Blok B Phileo D'Sara 1 Jln 16/11 Off Jln Damansara Seksyen 16, Petaling Jaya, Selangor"
"['Street:  Lobby Hotel Stanford No. 449 Jalan Tuanku Abdul Rahman Mala', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032691-9826', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",Lobby Hotel Stanford No. 449 Jalan Tuanku Abdul Rahman Mala,Kuala Lumpur,Wilayah Persekutuan,032691-9826,50100,+60,Malaysia,"Lobby Hotel Stanford No. 449 Jalan Tuanku Abdul Rahman Mala, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  47 Jln 18/14 Seksyen 18 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037784-3548', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",47 Jln 18/14 Seksyen 18 Petaling Jaya,Petaling Jaya,Selangor,037784-3548,46000,+60,Malaysia,"47 Jln 18/14 Seksyen 18 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  1 Lorong Damai 3 Off Jalan Ampang', 'City:  Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 21481787', 'Zip code  55000', 'Country calling code  +60', 'Country  Malaysia']",1 Lorong Damai 3 Off Jalan Ampang,City:  Kuala Lumpur,Wilayah Persekutuan,(603) 21481787,55000,+60,Malaysia,"1 Lorong Damai 3 Off Jalan Ampang, City:  Kuala Lumpur, Wilayah Persekutuan"
"['Street:  3 18 Jln Au1A/4C Taman Keramat Permai', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034260-2726', 'Zip code  54200', 'Country calling code  +60', 'Country  Malaysia']",3 18 Jln Au1A/4C Taman Keramat Permai,Kuala Lumpur,Wilayah Persekutuan,034260-2726,54200,+60,Malaysia,"3 18 Jln Au1A/4C Taman Keramat Permai, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Lot PT & 25999, Jalan Perusahaan Dua, Taman Industri Selesa Jaya', 'City:   Balakong', 'State/province/area:    Selangor', 'Phone number  03-8961 4626', 'Zip code  25998', 'Country calling code  +60', 'Country  Malaysia']","Lot PT & 25999, Jalan Perusahaan Dua, Taman Industri Selesa Jaya",Balakong,Selangor,03-8961 4626,25998,+60,Malaysia,"Lot PT & 25999, Jalan Perusahaan Dua, Taman Industri Selesa Jaya, Balakong, Selangor"
"['Street:  G 18 Jln 2/114 Kuchai Business Centre', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037984-9710', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",G 18 Jln 2/114 Kuchai Business Centre,Kuala Lumpur,Wilayah Persekutuan,037984-9710,58200,+60,Malaysia,"G 18 Jln 2/114 Kuchai Business Centre, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  216 Jln Patinggan Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08241-5524', 'Zip code  93400', 'Country calling code  +60', 'Country  Malaysia']",216 Jln Patinggan Kuching,Kuching,Sarawak,08241-5524,93400,+60,Malaysia,"216 Jln Patinggan Kuching, Kuching, Sarawak"
"['Street:  1 32 Jln Cross Sibu', 'City:   Sibu', 'State/province/area:    Sarawak', 'Phone number  6084345498', 'Zip code  96000', 'Country calling code  +60', 'Country  Malaysia']",1 32 Jln Cross Sibu,Sibu,Sarawak,6084345498,96000,+60,Malaysia,"1 32 Jln Cross Sibu, Sibu, Sarawak"
"['Street:  4 Luh Satu Kaw Indust Bdr Sultan Suleiman Pelabuhan Pelabuhan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033176-1552', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",4 Luh Satu Kaw Indust Bdr Sultan Suleiman Pelabuhan Pelabuhan,Klang,Selangor,033176-1552,42000,+60,Malaysia,"4 Luh Satu Kaw Indust Bdr Sultan Suleiman Pelabuhan Pelabuhan, Klang, Selangor"
"['Street:  2242 9 Jln Pantai Dalam Kampung Pantai Dalam', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032283-4742', 'Zip code  59200', 'Country calling code  +60', 'Country  Malaysia']",2242 9 Jln Pantai Dalam Kampung Pantai Dalam,Kuala Lumpur,Wilayah Persekutuan,032283-4742,59200,+60,Malaysia,"2242 9 Jln Pantai Dalam Kampung Pantai Dalam, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  (Belakong Rumah Panjang KTM), Seri Kembangan,.', 'City:   Seri Kembangan', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 8962 3069', 'Zip code  43300', 'Country calling code  +60', 'Country  Malaysia']","(Belakong Rumah Panjang KTM), Seri Kembangan,.",Seri Kembangan,Selangor,+60 (0)3 8962 3069,43300,+60,Malaysia,"(Belakong Rumah Panjang KTM), Seri Kembangan,., Seri Kembangan, Selangor"
"['Street:  446 Ground Floor Jalan Tun Dr. Ismail', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  6067646046', 'Zip code  70200', 'Country calling code  +60', 'Country  Malaysia']",446 Ground Floor Jalan Tun Dr. Ismail,Seremban,Negeri Sembilan,6067646046,70200,+60,Malaysia,"446 Ground Floor Jalan Tun Dr. Ismail, Seremban, Negeri Sembilan"
