Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  5250/38 Kampung Kwantung Baru Sg Chua', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  038739-9751', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",5250/38 Kampung Kwantung Baru Sg Chua,Kajang,Selangor,038739-9751,43000,+60,Malaysia,"5250/38 Kampung Kwantung Baru Sg Chua, Kajang, Selangor"
"['Street:  Majestic Square, Jln Othman, Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-7781 5053', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']","Majestic Square, Jln Othman, Petaling Jaya",Petaling Jaya,Selangor,03-7781 5053,46000,+60,Malaysia,"Majestic Square, Jln Othman, Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  2 7D Lrg 1 Off Jalan Rubber Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08224-8663', 'Zip code  93400', 'Country calling code  +60', 'Country  Malaysia']",2 7D Lrg 1 Off Jalan Rubber Kuching,Kuching,Sarawak,08224-8663,93400,+60,Malaysia,"2 7D Lrg 1 Off Jalan Rubber Kuching, Kuching, Sarawak"
"['Street:  6624 1 Jln Pending Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08234-4372', 'Zip code  93450', 'Country calling code  +60', 'Country  Malaysia']",6624 1 Jln Pending Kuching,Kuching,Sarawak,08234-4372,93450,+60,Malaysia,"6624 1 Jln Pending Kuching, Kuching, Sarawak"
"['Street:  1St Floor Wisma Pertubuhan Peladang Jln DusunSarawak', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08241-1431', 'Zip code  93200', 'Country calling code  +60', 'Country  Malaysia']",1St Floor Wisma Pertubuhan Peladang Jln DusunSarawak,Kuching,Sarawak,08241-1431,93200,+60,Malaysia,"1St Floor Wisma Pertubuhan Peladang Jln DusunSarawak, Kuching, Sarawak"
"['Street:  Lot 153, Jalan Permaisuri,', 'City:   Miri', 'State/province/area:    Sarawak', 'Phone number  +60 (0)85 422384', 'Zip code  98000', 'Country calling code  +60', 'Country  Malaysia']","Lot 153, Jalan Permaisuri,",Miri,Sarawak,+60 (0)85 422384,98000,+60,Malaysia,"Lot 153, Jalan Permaisuri,, Miri, Sarawak"
"['Street:  Lot 904 Kawasan Perindustrian Piasau Lutong', 'City:  Miri', 'State/province/area:    Sarawak', 'Phone number  608-5664741', 'Zip code  98000', 'Country calling code  +60', 'Country  Malaysia']",Lot 904 Kawasan Perindustrian Piasau Lutong,City:  Miri,Sarawak,608-5664741,98000,+60,Malaysia,"Lot 904 Kawasan Perindustrian Piasau Lutong, City:  Miri, Sarawak"
"['Street:  Jalan PS6/9, Taman Industry ,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-5636-2787', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']","Jalan PS6/9, Taman Industry ,",Petaling Jaya,Selangor,03-5636-2787,47500,+60,Malaysia,"Jalan PS6/9, Taman Industry ,, Petaling Jaya, Selangor"
"['Street:  1 Bangunan Uda 12 Jln Kuala Pilah Bandar Baru Ampangan Negeri S', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06762-3681', 'Zip code  70400', 'Country calling code  +60', 'Country  Malaysia']",1 Bangunan Uda 12 Jln Kuala Pilah Bandar Baru Ampangan Negeri S,Seremban,Negeri Sembilan,06762-3681,70400,+60,Malaysia,"1 Bangunan Uda 12 Jln Kuala Pilah Bandar Baru Ampangan Negeri S, Seremban, Negeri Sembilan"
"['Street:  Jalan Khidmat, Taman Budiman,', 'City:   Bukit Mertajam', 'State/province/area:    Pulau Pinang', 'Phone number  +60 (0)89 228086', 'Zip code  14000', 'Country calling code  +60', 'Country  Malaysia']","Jalan Khidmat, Taman Budiman,",Bukit Mertajam,Pulau Pinang,+60 (0)89 228086,14000,+60,Malaysia,"Jalan Khidmat, Taman Budiman,, Bukit Mertajam, Pulau Pinang"
"['Street:  G Mendu Commercial Centre 42 Jln Mendu Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08234-6617', 'Zip code  93200', 'Country calling code  +60', 'Country  Malaysia']",G Mendu Commercial Centre 42 Jln Mendu Kuching,Kuching,Sarawak,08234-6617,93200,+60,Malaysia,"G Mendu Commercial Centre 42 Jln Mendu Kuching, Kuching, Sarawak"
"['Street:  23 Mdn Perhentian Medan Kidd', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05255-6097', 'Zip code  30200', 'Country calling code  +60', 'Country  Malaysia']",23 Mdn Perhentian Medan Kidd,Ipoh,Perak,05255-6097,30200,+60,Malaysia,"23 Mdn Perhentian Medan Kidd, Ipoh, Perak"
"['Street:  2 9 Jln Pinggir', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  874042-9987', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",2 9 Jln Pinggir,Kuala Lumpur,Wilayah Persekutuan,874042-9987,51200,+60,Malaysia,"2 9 Jln Pinggir, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. Jalan Empat Off Jalan Chan Sow Lin', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  0392238-5574', 'Zip code  53200', 'Country calling code  +60', 'Country  Malaysia']",No. Jalan Empat Off Jalan Chan Sow Lin,Kuala Lumpur,Wilayah Persekutuan,0392238-5574,53200,+60,Malaysia,"No. Jalan Empat Off Jalan Chan Sow Lin, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Radin Tengah Bandar Baru, Sri Petaling,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-9058-5511', 'Zip code  57000', 'Country calling code  +60', 'Country  Malaysia']","Jalan Radin Tengah Bandar Baru, Sri Petaling,",Kuala Lumpur,Wilayah Persekutuan,03-9058-5511,57000,+60,Malaysia,"Jalan Radin Tengah Bandar Baru, Sri Petaling,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  PBL-22 Jalan Parit Bakar Tengah', 'City:  Muar', 'State/province/area:    Johor Darul Takzim', 'Phone number  606-9811627', 'Zip code  84010', 'Country calling code  +60', 'Country  Malaysia']",PBL-22 Jalan Parit Bakar Tengah,City:  Muar,Johor Darul Takzim,606-9811627,84010,+60,Malaysia,"PBL-22 Jalan Parit Bakar Tengah, City:  Muar, Johor Darul Takzim"
"['Street:  2 Sri Mara Jln Raja Laut', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032692-0242', 'Zip code  50350', 'Country calling code  +60', 'Country  Malaysia']",2 Sri Mara Jln Raja Laut,Kuala Lumpur,Wilayah Persekutuan,032692-0242,50350,+60,Malaysia,"2 Sri Mara Jln Raja Laut, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  A 3 Jln Kota Raja Taman Sri Mewah', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033374-5472', 'Zip code  41000', 'Country calling code  +60', 'Country  Malaysia']",A 3 Jln Kota Raja Taman Sri Mewah,Klang,Selangor,033374-5472,41000,+60,Malaysia,"A 3 Jln Kota Raja Taman Sri Mewah, Klang, Selangor"
"['Street:  Lot PT & 25999, Jalan Perusahaan Dua, Taman Industri Selesa Jaya', 'City:   Balakong', 'State/province/area:    Selangor', 'Phone number  03-8961 6126', 'Zip code  25998', 'Country calling code  +60', 'Country  Malaysia']","Lot PT & 25999, Jalan Perusahaan Dua, Taman Industri Selesa Jaya",Balakong,Selangor,03-8961 6126,25998,+60,Malaysia,"Lot PT & 25999, Jalan Perusahaan Dua, Taman Industri Selesa Jaya, Balakong, Selangor"
"['Street:  6B', 'City:  Ground Floor', 'State/province/area:    Brooke Drive', 'Phone number  084-31-7779', 'Zip code  96008', 'Country calling code  +60', 'Country  Malaysia']",6B,City:  Ground Floor,Brooke Drive,084-31-7779,96008,+60,Malaysia,"6B, City:  Ground Floor, Brooke Drive"
"['Street:  7 DEWAN PERNIAGAAN MELAYU JLN DATO BANDAR TUNGGAL', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06764-4047', 'Zip code  70000', 'Country calling code  +60', 'Country  Malaysia']",7 DEWAN PERNIAGAAN MELAYU JLN DATO BANDAR TUNGGAL,Seremban,Negeri Sembilan,06764-4047,70000,+60,Malaysia,"7 DEWAN PERNIAGAAN MELAYU JLN DATO BANDAR TUNGGAL, Seremban, Negeri Sembilan"
"['Street:  90 Jalan Ss21/35 Damansara Utama', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60377277233', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']",90 Jalan Ss21/35 Damansara Utama,Petaling Jaya,Selangor,60377277233,47400,+60,Malaysia,"90 Jalan Ss21/35 Damansara Utama, Petaling Jaya, Selangor"
"['Street:  Lorong Seri Teruntum 1, Medan Warisan,', 'City:   Kuantan', 'State/province/area:    Pahang', 'Phone number  +60 (0)9 514-0059', 'Zip code  25100', 'Country calling code  +60', 'Country  Malaysia']","Lorong Seri Teruntum 1, Medan Warisan,",Kuantan,Pahang,+60 (0)9 514-0059,25100,+60,Malaysia,"Lorong Seri Teruntum 1, Medan Warisan,, Kuantan, Pahang"
"['Street:  Room 502 5Th Floor Wisma Daimam 64 Jalan Sulam Taman Sentosa Malays', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07331-1729', 'Zip code  80150', 'Country calling code  +60', 'Country  Malaysia']",Room 502 5Th Floor Wisma Daimam 64 Jalan Sulam Taman Sentosa Malays,Johor Bahru,Johor,07331-1729,80150,+60,Malaysia,"Room 502 5Th Floor Wisma Daimam 64 Jalan Sulam Taman Sentosa Malays, Johor Bahru, Johor"
"['Street:  80 Jalan Teratai 8 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3532796', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",80 Jalan Teratai 8 Taman Jaya,Johor Bahru,Johor,(607) 3532796,81100,+60,Malaysia,"80 Jalan Teratai 8 Taman Jaya, Johor Bahru, Johor"
"['Street:  A 43 Jln Ss2/75 Ss2 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  094876-1094', 'Zip code  47300', 'Country calling code  +60', 'Country  Malaysia']",A 43 Jln Ss2/75 Ss2 Petaling Jaya,Petaling Jaya,Selangor,094876-1094,47300,+60,Malaysia,"A 43 Jln Ss2/75 Ss2 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  1 25 Jln Batu Geliga 3 Taman Melewar', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036185-5548', 'Zip code  68100', 'Country calling code  +60', 'Country  Malaysia']",1 25 Jln Batu Geliga 3 Taman Melewar,Kuala Lumpur,Wilayah Persekutuan,036185-5548,68100,+60,Malaysia,"1 25 Jln Batu Geliga 3 Taman Melewar, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Batu 5 3/4, Jalan Kelang Lama,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  603 - 7782 0319', 'Zip code  58000', 'Country calling code  +60', 'Country  Malaysia']","Batu 5 3/4, Jalan Kelang Lama,",Kuala Lumpur,Wilayah Persekutuan,603 - 7782 0319,58000,+60,Malaysia,"Batu 5 3/4, Jalan Kelang Lama,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Condominium Palmville Jalan Lagun Timur Taman Bandar Sunway', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  (603) 56384729', 'Zip code  46150', 'Country calling code  +60', 'Country  Malaysia']",Condominium Palmville Jalan Lagun Timur Taman Bandar Sunway,Petaling Jaya,Selangor,(603) 56384729,46150,+60,Malaysia,"Condominium Palmville Jalan Lagun Timur Taman Bandar Sunway, Petaling Jaya, Selangor"
"['Street:  131 Taman Ast', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06763-4231', 'Zip code  70200', 'Country calling code  +60', 'Country  Malaysia']",131 Taman Ast,Seremban,Negeri Sembilan,06763-4231,70200,+60,Malaysia,"131 Taman Ast, Seremban, Negeri Sembilan"
"['Street:  1 Jalan Pjs 8/5 Dataran Mentari', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60356380916', 'Zip code  46150', 'Country calling code  +60', 'Country  Malaysia']",1 Jalan Pjs 8/5 Dataran Mentari,Petaling Jaya,Selangor,60356380916,46150,+60,Malaysia,"1 Jalan Pjs 8/5 Dataran Mentari, Petaling Jaya, Selangor"
"['Street:  No. 100', 'City:  Lebuh Kota Permai', 'State/province/area:    Kota Permai', 'Phone number  04-508-1257', 'Zip code  14000', 'Country calling code  +60', 'Country  Malaysia']",No. 100,City:  Lebuh Kota Permai,Kota Permai,04-508-1257,14000,+60,Malaysia,"No. 100, City:  Lebuh Kota Permai, Kota Permai"
"['Street:  454 1 Lrg 9 Off Jalan Ang Cheng Ho Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08241-5795', 'Zip code  93100', 'Country calling code  +60', 'Country  Malaysia']",454 1 Lrg 9 Off Jalan Ang Cheng Ho Kuching,Kuching,Sarawak,08241-5795,93100,+60,Malaysia,"454 1 Lrg 9 Off Jalan Ang Cheng Ho Kuching, Kuching, Sarawak"
"['Street:  M 8 Jln Pinggir', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034045-6136', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",M 8 Jln Pinggir,Kuala Lumpur,Wilayah Persekutuan,034045-6136,51200,+60,Malaysia,"M 8 Jln Pinggir, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Kawasan Perindustrian 14, Bandar Indera Mahkota,', 'City:   Kuantan', 'State/province/area:    Pahang', 'Phone number  +60 (0)3 7782-5048', 'Zip code  25200', 'Country calling code  +60', 'Country  Malaysia']","Kawasan Perindustrian 14, Bandar Indera Mahkota,",Kuantan,Pahang,+60 (0)3 7782-5048,25200,+60,Malaysia,"Kawasan Perindustrian 14, Bandar Indera Mahkota,, Kuantan, Pahang"
"['Street:  Taman Raya, ,', 'City:   Mlk', 'State/province/area:    Melaka', 'Phone number  (06) 286 8106/(06) 286 8160', 'Zip code  75000', 'Country calling code  +60', 'Country  Malaysia']","Taman Raya, ,",Mlk,Melaka,(06) 286 8106/(06) 286 8160,75000,+60,Malaysia,"Taman Raya, ,, Mlk, Melaka"
"['Street:  No. 73 M Jln Ss21/1A Ss21', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037726-1314', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']",No. 73 M Jln Ss21/1A Ss21,Petaling Jaya,Selangor,037726-1314,47400,+60,Malaysia,"No. 73 M Jln Ss21/1A Ss21, Petaling Jaya, Selangor"
"['Street:  4 Wisma Central Jln Ampang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032166-0554', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",4 Wisma Central Jln Ampang,Kuala Lumpur,Wilayah Persekutuan,032166-0554,50450,+60,Malaysia,"4 Wisma Central Jln Ampang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  42 Jalan Dedap 17 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3551116', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",42 Jalan Dedap 17 Taman Jaya,Johor Bahru,Johor,(607) 3551116,81100,+60,Malaysia,"42 Jalan Dedap 17 Taman Jaya, Johor Bahru, Johor"
"['Street:  17 Lrg Sungai Rasau 27C Kaw Perindustrian Sungai Rasa', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033344-5638', 'Zip code  41300', 'Country calling code  +60', 'Country  Malaysia']",17 Lrg Sungai Rasau 27C Kaw Perindustrian Sungai Rasa,Klang,Selangor,033344-5638,41300,+60,Malaysia,"17 Lrg Sungai Rasau 27C Kaw Perindustrian Sungai Rasa, Klang, Selangor"
"['Street:  No. 8 Jalan Ledang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032094-1187', 'Zip code  50480', 'Country calling code  +60', 'Country  Malaysia']",No. 8 Jalan Ledang,Kuala Lumpur,Wilayah Persekutuan,032094-1187,50480,+60,Malaysia,"No. 8 Jalan Ledang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Kipmart Tampoi, Taman Tampoi Indah,', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  +60 (0)7 241-8887', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']","Kipmart Tampoi, Taman Tampoi Indah,",Johor Bahru,Johor,+60 (0)7 241-8887,81200,+60,Malaysia,"Kipmart Tampoi, Taman Tampoi Indah,, Johor Bahru, Johor"
"['Street:  2 Jln Sri Perkasa Dua/1 Taman Tampoi Utama', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07256-6556', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",2 Jln Sri Perkasa Dua/1 Taman Tampoi Utama,Johor Bahru,Johor,07256-6556,81200,+60,Malaysia,"2 Jln Sri Perkasa Dua/1 Taman Tampoi Utama, Johor Bahru, Johor"
"['Street:  No. 5 11St Floor Tower C Uptown 5 Jln Ss21/39 Ss21', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037726-2859', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']",No. 5 11St Floor Tower C Uptown 5 Jln Ss21/39 Ss21,Petaling Jaya,Selangor,037726-2859,47400,+60,Malaysia,"No. 5 11St Floor Tower C Uptown 5 Jln Ss21/39 Ss21, Petaling Jaya, Selangor"
"['Street:  115', 'City:  Taman Melaka Raya', 'State/province/area:    Off Jalan Parameswara', 'Phone number  06-283-4365', 'Zip code  75000', 'Country calling code  +60', 'Country  Malaysia']",115,City:  Taman Melaka Raya,Off Jalan Parameswara,06-283-4365,75000,+60,Malaysia,"115, City:  Taman Melaka Raya, Off Jalan Parameswara"
"['Street:  Lot 140, Port,', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  6072526769', 'Zip code  81707', 'Country calling code  +60', 'Country  Malaysia']","Lot 140, Port,",Johor Bahru,Johor,6072526769,81707,+60,Malaysia,"Lot 140, Port,, Johor Bahru, Johor"
"['Street:  A 11 Jln Perdana 4/5 Taman Pandan Perdana', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039282-1626', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",A 11 Jln Perdana 4/5 Taman Pandan Perdana,Kuala Lumpur,Wilayah Persekutuan,039282-1626,56100,+60,Malaysia,"A 11 Jln Perdana 4/5 Taman Pandan Perdana, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Persiaran Sultan Yusuf, Izuddin Shah,', 'City:   Lumut', 'State/province/area:    Perak', 'Phone number  +60 (0)5 683-6730', 'Zip code  32200', 'Country calling code  +60', 'Country  Malaysia']","Persiaran Sultan Yusuf, Izuddin Shah,",Lumut,Perak,+60 (0)5 683-6730,32200,+60,Malaysia,"Persiaran Sultan Yusuf, Izuddin Shah,, Lumut, Perak"
"['Street:  Jalan Megah 25, Taman Megah,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-9074-5123', 'Zip code  43200', 'Country calling code  +60', 'Country  Malaysia']","Jalan Megah 25, Taman Megah,",Kuala Lumpur,Wilayah Persekutuan,03-9074-5123,43200,+60,Malaysia,"Jalan Megah 25, Taman Megah,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  427 1 Jalan Ampang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034253-4317', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",427 1 Jalan Ampang,Kuala Lumpur,Wilayah Persekutuan,034253-4317,50450,+60,Malaysia,"427 1 Jalan Ampang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  20 Jalan 225', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037874-3450', 'Zip code  46100', 'Country calling code  +60', 'Country  Malaysia']",20 Jalan 225,Petaling Jaya,Selangor,037874-3450,46100,+60,Malaysia,"20 Jalan 225, Petaling Jaya, Selangor"
"['Street:  No. 135 2Nd Floor Jln Tuanku Antah', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06767-6322', 'Zip code  70100', 'Country calling code  +60', 'Country  Malaysia']",No. 135 2Nd Floor Jln Tuanku Antah,Seremban,Negeri Sembilan,06767-6322,70100,+60,Malaysia,"No. 135 2Nd Floor Jln Tuanku Antah, Seremban, Negeri Sembilan"
"['Street:  29 & 31 Jalan 5/L 16B Kuchai Entrepreneurs Park', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 5421460', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",29 & 31 Jalan 5/L 16B Kuchai Entrepreneurs Park,Kuala Lumpur,Wilayah Persekutuan,(603) 5421460,58200,+60,Malaysia,"29 & 31 Jalan 5/L 16B Kuchai Entrepreneurs Park, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1', 'City:  Jalan Helang', 'State/province/area:    Taman Pekan Baru', 'Phone number  05-716-1113', 'Zip code  34200', 'Country calling code  +60', 'Country  Malaysia']",1,City:  Jalan Helang,Taman Pekan Baru,05-716-1113,34200,+60,Malaysia,"1, City:  Jalan Helang, Taman Pekan Baru"
"['Street:  32 Jln Midah Besar Taman Midah', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039133-1137', 'Zip code  56000', 'Country calling code  +60', 'Country  Malaysia']",32 Jln Midah Besar Taman Midah,Kuala Lumpur,Wilayah Persekutuan,039133-1137,56000,+60,Malaysia,"32 Jln Midah Besar Taman Midah, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  19 Jalan Ss21/60 Damansara Utama', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60377222683', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']",19 Jalan Ss21/60 Damansara Utama,Petaling Jaya,Selangor,60377222683,47400,+60,Malaysia,"19 Jalan Ss21/60 Damansara Utama, Petaling Jaya, Selangor"
"['Street:  Taman Semarak Fasa 2, Light Industry,', 'City:   Nilai', 'State/province/area:    Negeri Sembilan', 'Phone number  +60 (0)6 799-4298', 'Zip code  71800', 'Country calling code  +60', 'Country  Malaysia']","Taman Semarak Fasa 2, Light Industry,",Nilai,Negeri Sembilan,+60 (0)6 799-4298,71800,+60,Malaysia,"Taman Semarak Fasa 2, Light Industry,, Nilai, Negeri Sembilan"
"['Street:  1 88 Lrg Jelutong Kaw 5 Taman Selatan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033373-6533', 'Zip code  41200', 'Country calling code  +60', 'Country  Malaysia']",1 88 Lrg Jelutong Kaw 5 Taman Selatan,Klang,Selangor,033373-6533,41200,+60,Malaysia,"1 88 Lrg Jelutong Kaw 5 Taman Selatan, Klang, Selangor"
"['Street:  60B', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05 - 5011174', 'Zip code  30300', 'Country calling code  +60', 'Country  Malaysia']",60B,Ipoh,Perak,05 - 5011174,30300,+60,Malaysia,"60B, Ipoh, Perak"
"['Street:  42 JLN 52/4 SEKSYEN 52 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037957-0138', 'Zip code  46200', 'Country calling code  +60', 'Country  Malaysia']",42 JLN 52/4 SEKSYEN 52 Petaling Jaya,Petaling Jaya,Selangor,037957-0138,46200,+60,Malaysia,"42 JLN 52/4 SEKSYEN 52 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  Wisma Dermal Esthetica No. 58 Jalan Ss22/25 Damansara Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60377298623', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']",Wisma Dermal Esthetica No. 58 Jalan Ss22/25 Damansara Jaya,Petaling Jaya,Selangor,60377298623,47400,+60,Malaysia,"Wisma Dermal Esthetica No. 58 Jalan Ss22/25 Damansara Jaya, Petaling Jaya, Selangor"
"['Street:  1 75 Jln Tuanku Antah', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06765-1365', 'Zip code  70100', 'Country calling code  +60', 'Country  Malaysia']",1 75 Jln Tuanku Antah,Seremban,Negeri Sembilan,06765-1365,70100,+60,Malaysia,"1 75 Jln Tuanku Antah, Seremban, Negeri Sembilan"
"['Street:  4Th Floor Wisma Indah Jln Tun Razak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039284-3883', 'Zip code  50400', 'Country calling code  +60', 'Country  Malaysia']",4Th Floor Wisma Indah Jln Tun Razak,Kuala Lumpur,Wilayah Persekutuan,039284-3883,50400,+60,Malaysia,"4Th Floor Wisma Indah Jln Tun Razak, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  lorong temple', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  0 082 274386', 'Zip code  93100', 'Country calling code  +60', 'Country  Malaysia']",lorong temple,Kuching,Sarawak,0 082 274386,93100,+60,Malaysia,"lorong temple, Kuching, Sarawak"
"['Street:  Jalan Anggerik Morkara 31/53, Kota Kemuning,', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 5121-1033', 'Zip code  40460', 'Country calling code  +60', 'Country  Malaysia']","Jalan Anggerik Morkara 31/53, Kota Kemuning,",Shah Alam,Selangor,+60 (0)3 5121-1033,40460,+60,Malaysia,"Jalan Anggerik Morkara 31/53, Kota Kemuning,, Shah Alam, Selangor"
"['Street:  3845 Jalan Tampoi Batu 33/4', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07935-0933', 'Zip code  80000', 'Country calling code  +60', 'Country  Malaysia']",3845 Jalan Tampoi Batu 33/4,Johor Bahru,Johor,07935-0933,80000,+60,Malaysia,"3845 Jalan Tampoi Batu 33/4, Johor Bahru, Johor"
"['Street:  Plo8 Kawasan Perindustrian Tebrau', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07354-1338', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",Plo8 Kawasan Perindustrian Tebrau,Johor Bahru,Johor,07354-1338,81100,+60,Malaysia,"Plo8 Kawasan Perindustrian Tebrau, Johor Bahru, Johor"
"['Street:  42-3 Jalan 10/40 Taman Pusat Kepong', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 41433111', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",42-3 Jalan 10/40 Taman Pusat Kepong,Kuala Lumpur,Wilayah Persekutuan,(603) 41433111,56100,+60,Malaysia,"42-3 Jalan 10/40 Taman Pusat Kepong, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  137 JLN GASING SEKSYEN 5 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037583-9375', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",137 JLN GASING SEKSYEN 5 Petaling Jaya,Petaling Jaya,Selangor,037583-9375,46000,+60,Malaysia,"137 JLN GASING SEKSYEN 5 Petaling Jaya, Petaling Jaya, Selangor"
